names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,15,['EURNZD'],80.0,0.9533333333333333,B
USDJPY,10,"['USDCHF', 'CHFJPY', 'AUDCHF', 'CADCHF', 'GBPCHF']",80.0,-1.0,S
USDCAD,10,['AUDCAD'],80.0,0.390373015873016,B
AUDUSD,20,"['AUDCAD', 'CHFJPY']",100.0,-1.0,S
GBPCHF,15,"['GBPAUD', 'GBPCAD', 'GBPCHF']",100.0,-0.39366666666666666,S
EURCHF,20,"['EURGBP', 'EURCHF', 'NZDJPY', 'AUDNZD', 'CADCHF', 'USDCHF', 'EURUSD']",100.0,-0.96,S
CHFJPY,50,"['GBPCHF', 'USDJPY']",80.0,0.4585485336816606,B
CADCHF,10,"['GBPCHF', 'GBPAUD', 'GBPCAD']",100.0,-0.76,S
AUDCHF,10,"['GBPCHF', 'GBPAUD', 'GBPCAD']",100.0,-0.76,S
NZDCHF,20,"['USDCHF', 'GBPCHF', 'AUDCHF', 'CADCHF', 'CHFJPY', 'USDJPY', 'AUDUSD']",100.0,-0.82,S
GBPCAD,15,['AUDUSD'],80.0,-0.5608001998001997,S
GBPAUD,10,['EURNZD'],100.0,0.9719999999999999,B
EURAUD,10,"['USDCHF', 'CHFJPY', 'AUDCHF', 'CADCHF', 'GBPCHF']",80.0,1.0,B
EURNZD,10,"['CADCHF', 'AUDCHF', 'NZDCHF', 'EURAUD']",100.0,0.9,B
CADJPY,10,['AUDCAD'],80.0,-0.4075952380952382,S
NZDCAD,10,"['NZDCHF', 'EURJPY', 'EURCHF']",80.0,-0.295,S
AUDNZD,10,"['GBPAUD', 'GBPCAD']",100.0,-0.5088571428571427,S
