date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURAUD,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2015.04.06,-113.99999999999189,0.0,-297.0000000000139,-51.000000000001044,-215.99999999999397,-319.0000000000026,-117.999999999995,-339.0000000000004,-290.9999999999968,-153.99999999999858,-15.00000000000945,-320.9999999999935,-175.00000000001404,0.0,-173.00000000000182,-13.999999999991797,-421.0000000000047,,-3018.0000000000095
2015.04.06,-117.99999999999588,71.99999999998852,-236.00000000001398,-27.999999999994696,-177.99999999998929,-270.99999999999903,-74.99999999998863,-261.99999999999557,-221.00000000000452,-117.99999999999588,116.00000000000499,-102.99999999998644,-92.00000000000318,540.0000000000072,-161.00000000000136,-11.999999999989797,-435.0000000000076,,-1581.999999999965
2015.04.06,-167.00000000000603,-16.000000000005343,-326.0000000000041,-5.999999999994898,-251.99999999998556,-322.9999999999844,-97.99999999999898,-391.9999999999924,-231.99999999999886,-243.99999999999977,-148.99999999999915,195.9999999999962,21.999999999988695,556.0000000000009,-307.00000000000216,-256.99999999999613,-343.99999999998875,,-2338.999999999971
2015.04.06,-90.99999999999665,-11.00000000000989,-56.000000000011596,13.00000000000745,-193.99999999998306,-339.99999999998477,-42.00000000000159,-231.99999999999886,-245.0000000000063,-302.9999999999977,-218.00000000000708,202.9999999999976,112.000000000001,516.0000000000053,-79.9999999999983,-304.9999999999997,-198.99999999999363,,-1471.9999999999777
2015.04.06,0.0,34.99999999999659,-112.000000000001,-76.99999999999375,-165.9999999999995,-377.9999999999894,30.000000000001137,-220.99999999999343,-267.00000000000614,-373.99999999999653,-228.00000000000597,126.0000000000039,102.00000000000209,439.99999999999596,-102.00000000000387,-406.9999999999907,-200.00000000000017,,-1798.999999999981
2015.04.06,9.999999999998899,70.99999999999795,-106.00000000000608,-87.99999999999919,-378.999999999996,-443.99999999999994,-129.99999999999545,-317.0000000000006,-353.99999999999875,-458.9999999999983,-178.99999999999582,70.0000000000145,-26.999999999999247,296.0000000000074,-84.00000000000318,-394.9999999999898,-121.99999999999989,,-2636.9999999999636
2015.04.06,-75.00000000000284,-14.000000000010004,-110.00000000001009,-113.99999999999189,-329.99999999998585,-395.99999999999636,-152.9999999999916,-343.9999999999999,-412.9999999999967,-514.0000000000033,-114.99999999999844,-143.00000000000423,-221.00000000000452,103.00000000000864,-168.99999999999693,-439.0000000000005,-150.00000000000568,,-3596.99999999999
2015.04.06,-66.99999999999484,-120.00000000000455,-171.00000000001003,-97.9999999999981,-289.9999999999903,-336.00000000000296,-45.99999999999227,-373.00000000000114,-395.0000000000009,-475.0000000000032,28.999999999990145,-92.00000000000318,-205.00000000001074,151.00000000001222,-284.000000000006,-366.9999999999951,-140.99999999999113,,-3280.000000000002
2015.04.06,-201.99999999999108,-226.0000000000133,-124.00000000001299,-8.999999999992347,-323.99999999999096,-343.99999999998875,36.000000000001364,-386.9999999999929,-336.00000000000296,-441.99999999999795,31.000000000003247,141.00000000001333,-90.99999999999665,226.99999999999943,-317.99999999999784,-300.99999999999574,-119.00000000000244,,-2787.9999999999586
2015.04.06,-143.99999999998857,-222.0000000000084,-96.00000000000719,90.0000000000012,-348.9999999999993,-364.9999999999931,25.000000000005684,-391.9999999999924,-270.99999999999903,-407.0000000000018,31.000000000003247,336.00000000000296,87.99999999999919,365.0000000000153,-307.00000000000216,-220.99999999999343,-99.00000000000463,,-1937.999999999963
2015.04.06,-153.00000000000313,-217.00000000001296,-81.00000000001995,170.00000000000347,-356.9999999999851,-323.99999999999096,59.00000000001171,-373.99999999999653,-201.00000000000674,-343.9999999999999,-45.99999999999049,487.99999999999955,182.99999999999983,380.00000000000256,-299.0000000000066,-178.99999999999582,-34.000000000000696,,-1328.9999999999918
2015.04.06,-35.999999999991594,-202.0000000000124,-116.00000000000499,131.99999999999878,-412.9999999999967,-326.9999999999884,59.00000000001171,-386.9999999999929,-207.99999999999707,-373.00000000000114,-55.000000000005045,506.0000000000064,87.99999999999919,314.99999999999864,-313.0000000000024,-210.99999999999451,-42.999999999993044,,-1583.9999999999657
2015.04.06,12.999999999996348,-145.00000000001023,-104.00000000001519,147.00000000000824,-400.00000000000034,-309.99999999998806,52.00000000000671,-375.9999999999986,-197.00000000000273,-353.0000000000033,-53.999999999998494,601.000000000007,136.99999999998712,395.000000000012,-270.00000000001023,-172.99999999998983,-41.000000000002146,,-1078.0000000000016
2015.04.06,9.999999999998899,-174.0000000000066,-145.00000000001734,52.000000000007596,-330.9999999999924,-285.99999999998624,25.000000000005684,-352.9999999999922,-250.00000000000577,-375.0000000000031,-53.999999999998494,378.00000000001165,24.999999999986144,312.00000000000114,-281.0000000000059,-223.99999999999088,-103.99999999999298,,-1774.9999999999807
2015.04.06,4.000000000004,-135.00000000000512,-154.0000000000097,36.0000000000027,-300.99999999999574,-297.9999999999983,21.000000000000796,-351.99999999999676,-260.00000000000466,-327.99999999999494,-9.999999999998899,351.0000000000124,22.999999999995246,408.00000000000836,-290.9999999999968,-188.9999999999947,-157.99999999999147,,-1632.9999999999636
2015.04.06,-12.999999999996348,-141.00000000000534,-112.000000000001,80.00000000000229,-349.99999999998363,-270.99999999999903,32.00000000001069,-361.0000000000002,-263.99999999999756,-329.00000000000153,-66.99999999999484,409.0000000000149,-23.00000000001745,388.9999999999949,-278.0000000000058,-186.99999999999272,-168.99999999999693,,-1654.99999999997
2015.04.06,-11.999999999989797,-110.00000000001364,-92.00000000000318,79.00000000000685,-393.99999999998323,-295.0000000000008,-65.99999999998829,-381.99999999999346,-284.0000000000065,-365.99999999999966,-100.99999999999554,404.0000000000044,-34.000000000000696,351.0000000000124,-245.00000000000455,-209.9999999999991,-185.99999999999727,,-1942.9999999999518
2015.04.06,-12.999999999996348,-125.0,-108.00000000001918,35.00000000000725,-377.9999999999894,-292.00000000000335,-39.00000000000148,-383.0,-323.0000000000066,-373.00000000000114,-51.000000000001044,287.000000000015,-131.00000000001444,324.9999999999975,-251.00000000000477,-214.99999999999852,-211.99999999998997,,-2247.000000000007
2015.04.06,-11.999999999989797,-105.00000000000398,-168.0000000000126,-23.999999999990695,-396.9999999999807,-278.00000000000045,-6.000000000000227,-378.00000000000057,-329.999999999997,-412.00000000000125,-99.00000000000463,177.00000000000495,-201.00000000000674,181.00000000000892,-261.0000000000099,-284.9999999999908,-154.99999999999403,,-2752.9999999999695
2015.04.06,-4.000000000004,-97.00000000000841,-230.00000000001907,-35.999999999991594,-412.9999999999967,-248.99999999998812,-24.00000000000091,-454.9999999999943,-385.000000000002,-424.00000000000216,8.000000000008,129.00000000000134,-304.9999999999997,109.00000000000354,-328.00000000000296,-235.99999999999176,-248.00000000000378,,-3187.999999999992
2015.04.06,-1.999999999990898,-86.00000000001273,-276.00000000000955,-112.99999999999643,-478.0000000000006,-248.00000000000378,-88.99999999999864,-469.99999999999267,-436.9999999999985,-404.0000000000044,8.000000000008,63.99999999999739,-428.00000000000614,188.00000000001037,-375.0,-168.99999999999693,-309.0000000000037,,-3623.999999999999
2015.04.06,106.00000000000608,-81.00000000000307,-313.00000000000773,-126.99999999999933,-429.99999999999704,-273.9999999999965,19.000000000005457,-461.0000000000003,-394.00000000000546,-370.00000000000364,68.00000000000139,113.00000000000753,-353.0000000000033,251.00000000000122,-381.0000000000002,-161.99999999999548,-279.99999999999136,,-3068.9999999999814
2015.04.06,134.00000000001188,-80.0000000000125,-281.0000000000201,-103.99999999999298,-442.9999999999934,-232.99999999999432,96.00000000000364,-404.99999999999983,-362.00000000000676,-348.00000000000387,-194.0000000000053,141.99999999999767,-282.0000000000045,290.9999999999968,-353.00000000000864,-188.9999999999947,-268.0000000000016,,-2879.000000000028
2015.04.06,188.00000000001037,-84.00000000000318,-200.00000000000017,-37.99999999999359,-439.99999999999596,-181.9999999999933,150.00000000000568,-347.9999999999928,-301.0000000000068,-317.0000000000006,-198.00000000000927,409.0000000000149,-212.00000000001216,296.0000000000074,-317.0000000000073,-202.9999999999976,-207.00000000000162,,-2003.9999999999766
2015.04.06,168.0000000000126,-137.00000000000045,-174.00000000000747,-6.999999999990347,-302.9999999999866,-153.00000000000313,234.99999999999943,-287.9999999999994,-228.00000000000597,-260.00000000000466,-205.00000000001074,428.00000000000614,-124.00000000001299,351.0000000000124,-341.0000000000082,-193.99999999999417,-208.99999999999253,,-1440.9999999999857
2015.04.06,103.00000000000864,-169.00000000001114,-171.00000000001003,46.00000000000159,-255.99999999998957,-130.99999999999224,290.00000000000625,-245.99999999999068,-173.9999999999964,-182.00000000000438,-256.99999999999613,493.0000000000101,-45.000000000006146,452.00000000000796,-335.00000000000796,-139.99999999999568,-221.99999999998886,,-943.9999999999546
