date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2016.03.14,-12.000000000012001,-137.00000000000045,-24.000000000001798,-77.00000000000485,-73.99999999999629,-141.99999999999767,-73.99999999999629,-110.99999999999443,-138.00000000000523,-175.99999999999838,-42.00000000000159,-89.99999999999008,-12.000000000000455,-45.000000000001705,-156.99999999999648,-71.99999999999429,-156.00000000000057,,-1538.9999999999927
2016.03.14,-32.999999999994145,-249.00000000000944,62.99999999999084,-36.999999999998145,-78.00000000000028,-195.9999999999962,6.0000000000060005,-161.00000000000003,-331.99999999999363,-38.99999999998904,-24.00000000000091,219.99999999999798,149.0000000000009,90.00000000000341,-240.99999999999966,-12.000000000000899,-91.00000000001884,,-965.0000000000019
2016.03.14,29.999999999996696,-273.00000000001035,66.99999999999484,-110.99999999999443,-48.99999999999905,-202.9999999999976,-48.99999999999905,-168.99999999999693,-324.99999999998863,-146.00000000000168,-58.9999999999975,134.99999999999625,170.0000000000017,61.00000000000705,-183.9999999999975,46.00000000000159,-104.99999999999955,,-1163.9999999999839
2016.03.14,-15.00000000000945,-273.00000000001035,68.00000000000139,-136.00000000000279,26.000000000003798,-209.00000000001472,-131.00000000000333,-168.99999999999693,-375.0,-228.00000000000597,-61.99999999999761,28.999999999990145,129.99999999999545,-54.99999999999261,-129.0000000000049,117.99999999999588,-68.00000000000139,,-1479.0000000000532
2016.03.14,-5.999999999994898,-198.0000000000075,12.999999999996348,-229.00000000000142,82.99999999999974,-202.00000000001327,-232.99999999999432,-126.99999999999933,-217.9999999999893,-448.9999999999883,-24.999999999991473,-217.0000000000005,48.00000000000182,-179.9999999999926,7.999999999995566,183.99999999999528,-67.00000000001705,,-1815.0000000000014
2016.03.14,11.00000000000545,-195.0000000000074,-77.00000000001594,-280.00000000000244,60.99999999999994,-150.00000000000568,-278.9999999999959,-85.99999999999719,-199.99999999998863,-601.000000000007,-42.00000000000159,-431.99999999998795,-85.99999999999852,-331.99999999999363,-10.000000000005116,102.00000000000209,-185.00000000001293,,-2781.0000000000123
2016.03.14,-11.00000000000545,-49.000000000006594,-104.00000000001519,-300.99999999999574,97.00000000000264,-155.00000000001623,-307.99999999999716,-45.99999999999049,-4.9999999999954525,-598.999999999994,34.99999999999659,-459.99999999999375,-141.9999999999959,-367.999999999995,128.0000000000001,112.99999999999643,-187.00000000000384,,-2362.000000000009
2016.03.14,19.999999999997797,-24.00000000000091,-104.99999999999955,-266.999999999995,69.00000000000794,-178.99999999999582,-309.99999999999915,-45.99999999999049,58.9999999999975,-526.0000000000042,76.00000000000762,-411.0000000000058,-125.0,-333.999999999989,96.9999999999942,77.00000000000485,-198.00000000000927,,-2126.9999999999795
2016.03.14,75.99999999998718,-31.00000000000591,-124.00000000001299,-263.99999999999756,85.00000000000173,-226.99999999999943,-322.9999999999955,-40.99999999999105,79.00000000000773,-451.0000000000014,115.0000000000091,-337.99999999999386,-125.0,-298.0000000000018,93.00000000000352,77.00000000000485,-165.00000000001512,,-1862.000000000001
2016.03.14,63.99999999999739,-24.00000000000091,-138.0000000000159,-348.00000000000387,146.00000000000168,-217.0000000000005,-398.9999999999938,-47.9999999999925,79.00000000000773,-634.0000000000013,121.00000000000932,-469.99999999999267,-121.99999999999989,-382.99999999999557,183.9999999999975,139.00000000000023,-161.00000000001114,,-2210.9999999999936
2016.03.14,99.00000000000463,-78.00000000000296,-172.0000000000166,-398.9999999999938,146.00000000000168,-219.99999999999798,-446.9999999999974,-44.99999999999504,10.000000000019327,-801.0000000000073,79.9999999999983,-567.0000000000064,-117.999999999995,-405.00000000000114,147.00000000000557,136.99999999999824,-242.00000000000887,,-2874.9999999999945
2016.03.14,65.99999999998829,-124.00000000000944,-144.0000000000108,-398.9999999999938,165.00000000000404,-225.00000000000853,-443.99999999999994,-68.00000000000139,-62.99999999998818,-824.9999999999868,46.00000000000648,-560.0000000000049,-72.00000000000273,-406.9999999999965,123.99999999999523,170.99999999999892,-245.0000000000063,,-3004.0000000000164
2016.03.14,45.000000000006146,-92.00000000001296,-90.00000000001229,-397.99999999999835,145.00000000000622,-238.0000000000049,-458.9999999999983,-84.99999999999064,-49.99999999998295,-824.9999999999868,61.99999999999761,-560.9999999999893,-85.99999999999852,-414.99999999999204,153.99999999999636,165.9999999999995,-263.00000000001324,,-2989.9999999999745
