date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURNZD,AUDJPY,empty,sum
2018.03.05,-131.99999999999878,-80.00000000001339,-73.99999999999629,-176.00000000000193,-41.9999999999976,-65.99999999999939,-101.00000000000664,-151.00000000000114,-139.99999999998636,-24.000000000001798,-477.9999999999802,0.0,-156.0000000000059,,-1619.9999999999895
2018.03.05,-152.99999999999204,22.999999999995246,16.000000000016,-188.99999999999295,7.0000000000014495,34.000000000000696,-196.00000000000728,-132.99999999999423,161.00000000000136,146.00000000000168,-411.00000000000136,273.9999999999965,-183.9999999999975,,-604.9999999999724
2018.03.05,-263.99999999999756,-139.00000000000023,-282.9999999999888,-186.9999999999976,-146.99999999999713,-33.000000000005244,-197.99999999999818,-129.9999999999968,-137.9999999999768,231.99999999998778,-387.00000000000045,93.99999999999409,-168.99999999999693,,-1748.999999999974
2018.03.05,-254.99999999999412,-181.00000000000892,-329.99999999998585,-73.99999999999807,-159.9999999999935,-85.00000000000173,-167.00000000000603,-87.99999999999919,-192.99999999998363,202.9999999999976,6.000000000000227,150.99999999999002,1.0000000000047748,,-1171.9999999999782
2018.03.05,-198.99999999999363,-22.999999999995246,-161.99999999999548,-170.99999999999227,-52.99999999999194,-32.0000000000098,-175.00000000000293,-139.99999999999568,40.000000000020464,275.000000000003,-207.9999999999984,252.99999999999213,-146.0000000000008,,-740.9999999999604
2018.03.05,-139.00000000000023,22.999999999995246,-58.99999999998684,-185.99999999999284,-3.999999999992898,-55.000000000005045,-151.00000000000114,-139.99999999999568,-25.999999999982037,319.0000000000026,-280.00000000000114,339.99999999998477,-198.99999999999807,,-556.9999999999733
2018.03.05,-80.99999999999774,5.999999999994898,-39.999999999995595,-1.9999999999953388,-26.999999999999247,-77.00000000000485,-101.00000000000664,-53.999999999998494,-89.99999999997499,296.9999999999917,-62.99999999998818,363.9999999999866,-45.000000000001705,,87.00000000001046
2018.03.05,-80.00000000000229,4.999999999988347,-34.99999999998504,-77.99999999998875,-70.99999999999883,-60.00000000000449,-121.99999999999989,-92.99999999999864,-36.000000000001364,265.0000000000041,-176.9999999999925,387.000000000004,-129.99999999999545,,-224.99999999997078
2018.03.05,-97.9999999999981,-93.00000000000975,-97.9999999999981,-55.999999999997385,-103.99999999999298,-131.99999999999878,-99.00000000000463,-2.000000000002,-125.0,235.99999999999176,-49.99999999998295,543.999999999989,28.999999999996362,,-48.00000000000762
2018.03.05,-100.99999999999554,-114.99999999999844,-125.99999999998168,-63.99999999999295,-204.99999999999963,-280.00000000000244,-50.0000000000056,56.0000000000005,-180.99999999998317,312.00000000000114,-20.999999999986585,712.0000000000015,81.00000000000307,,18.000000000060027
2018.03.05,-117.00000000000044,-144.99999999999514,-161.99999999999548,-16.999999999995907,-180.99999999999784,-214.00000000000307,-50.0000000000056,41.000000000002146,-231.99999999999932,299.99999999998914,2.0000000000095497,672.9999999999902,90.00000000000341,,-11.999999999998181
2018.03.05,-76.99999999999375,-80.99999999999774,-106.99999999999044,-72.00000000000273,-151.9999999999966,-184.00000000000637,-51.000000000001044,47.00000000000814,-171.99999999999704,330.9999999999924,-85.00000000000796,634.9999999999856,49.99999999999716,,81.99999999998965
2018.03.05,-97.9999999999981,-87.00000000001484,-130.99999999999224,-100.99999999999909,-105.99999999999498,-123.00000000000644,-62.000000000006494,24.000000000001798,-46.999999999997044,296.0000000000074,-108.99999999998045,539.0000000000006,12.000000000000455,,7.000000000020577
2018.03.05,-95.00000000000064,-86.0000000000083,-129.99999999998568,-75.9999999999934,-125.99999999999278,-121.99999999999989,-65.00000000000395,16.0000000000049,-98.99999999998954,303.9999999999932,-46.999999999997044,526.9999999999886,25.99999999999625,,27.00000000001171
2018.03.05,-90.0000000000012,-26.0000000000149,-120.99999999999334,-80.99999999998886,-134.0000000000008,-156.00000000000057,-60.00000000000449,21.00000000000435,-64.99999999999773,397.0000000000029,-60.000000000002274,527.9999999999951,18.000000000000682,,170.99999999999892
2018.03.05,-124.00000000000189,-90.00000000001229,-198.99999999999363,-123.99999999999523,-154.99999999999403,-186.00000000000838,-68.00000000000139,25.00000000000835,-30.99999999997749,323.99999999999096,-39.99999999999204,576.9999999999831,22.999999999996135,,-67.99999999999784
2018.03.05,-142.99999999999312,-126.0000000000039,-239.99999999999577,-114.99999999999488,-163.00000000000205,-200.00000000000017,-80.00000000000229,7.0000000000014495,-127.9999999999859,304.9999999999997,-72.00000000000273,544.9999999999955,0.0,,-409.9999999999843
2018.03.05,-217.0000000000005,-151.9999999999966,-454.9999999999832,-87.99999999999386,-242.99999999999324,-262.00000000000665,-90.0000000000012,56.0000000000005,-153.99999999999636,353.99999999998766,82.99999999999841,429.99999999999704,111.99999999999477,,-625.999999999993
2018.03.05,-278.00000000000045,-238.0000000000049,-635.9999999999922,-54.99999999999261,-256.0000000000007,-235.00000000000742,-141.00000000000225,9.999999999998899,-407.99999999998704,252.99999999999213,313.99999999999295,105.99999999998388,168.99999999999693,,-1395.0000000000227
2018.03.05,-259.9999999999936,-278.00000000000045,-544.9999999999955,55.999999999997385,-263.99999999999756,-273.000000000001,-121.99999999999989,29.000000000001247,-461.9999999999891,229.99999999999687,467.00000000001296,231.0000000000034,256.0000000000002,,-934.9999999999657
