date,GBPUSD,USDJPY,NZDUSD,GBPAUD,EURJPY,EURAUD,AUDJPY,empty,sum
2016.09.26,-49.99999999999449,-121.99999999999989,-107.99999999999699,-199.00000000001583,-109.00000000000887,-113.00000000000753,-90.99999999999397,,-792.0000000000175
2016.09.26,-21.00000000000435,-109.99999999999943,-202.0000000000022,-147.00000000000824,-142.00000000001012,-131.99999999999878,-111.99999999999477,,-866.0000000000178
2016.09.26,-51.000000000001044,-96.9999999999942,-250.00000000000577,-268.0000000000016,-161.00000000000136,-275.000000000003,-79.9999999999983,,-1182.0000000000055
2016.09.26,-46.999999999997044,-100.99999999999909,-195.00000000000074,-267.0000000000172,-171.00000000000648,-295.0000000000008,-52.99999999999727,,-1129.0000000000186
2016.09.26,-150.99999999999002,-89.9999999999892,-190.00000000000128,-506.0000000000064,-150.00000000000568,-405.0000000000109,-64.99999999999773,,-1557.0000000000014
2016.09.26,-175.99999999999838,-1.9999999999953388,-134.99999999999625,-503.000000000009,-96.00000000000364,-398.00000000000944,27.000000000001023,,-1283.000000000011
2016.09.26,-194.99999999998963,15.000000000000568,-143.9999999999997,-412.00000000001234,-61.00000000000705,-303.9999999999932,10.99999999999568,,-1090.0000000000057
2016.09.26,-191.99999999999218,91.00000000000819,-53.00000000000304,-222.99999999999542,39.99999999999204,-134.99999999999625,-40.00000000000625,,-511.99999999999295
2016.09.26,-215.99999999999397,101.0000000000133,-124.99999999999733,-336.00000000000296,89.9999999999892,-144.99999999999514,3.0000000000001137,,-627.9999999999867
2016.09.26,-214.99999999998744,73.0000000000075,-231.99999999999886,-584.0000000000067,36.99999999999193,-363.0000000000022,37.9999999999967,,-1245.999999999999
2016.09.26,-221.00000000000452,79.00000000000773,-224.000000000002,-550.000000000006,48.99999999999238,-343.00000000000443,84.99999999999375,,-1125.0000000000232
2016.09.26,-201.99999999999108,-69.99999999999318,-226.99999999999943,-567.0000000000064,-86.00000000001273,-340.9999999999913,28.000000000005798,,-1464.9999999999882
2016.09.26,-156.00000000000057,-34.99999999999659,-178.00000000000037,-516.0000000000053,-28.000000000005798,-304.9999999999997,31.999999999996476,,-1186.0000000000118
2016.09.26,-147.00000000000824,-84.99999999999375,-121.99999999999989,-510.00000000001046,-81.00000000000307,-295.0000000000008,-40.00000000000625,,-1280.0000000000223
2016.09.26,-150.00000000000568,-22.999999999996135,-124.99999999999733,-361.9999999999957,-5.000000000009663,-154.0000000000097,-28.000000000005798,,-847.0000000000199
2016.09.26,-187.00000000000384,-139.99999999998636,-136.99999999999824,-446.9999999999974,-139.00000000001,-188.00000000001037,-102.00000000000387,,-1340.0000000000102
2016.09.26,-202.9999999999976,-145.99999999998658,-131.00000000000333,-436.9999999999985,-149.0000000000009,-151.00000000001222,-111.99999999999477,,-1328.9999999999939
2016.09.26,-153.00000000000313,-114.99999999999488,-112.99999999999643,-226.99999999999943,-77.00000000001239,-65.00000000000395,-102.00000000000387,,-852.0000000000141
2016.09.26,-126.0000000000039,-0.999999999990564,-85.99999999999719,-190.00000000000128,56.99999999998795,-46.0000000000127,-75.00000000000284,,-467.0000000000205
2016.09.26,14.000000000002899,-12.999999999991019,-114.99999999999844,4.999999999988347,15.000000000000568,-144.99999999999514,-40.99999999999682,,-279.9999999999896
2016.09.26,93.99999999999409,69.00000000000261,-58.000000000002494,-6.000000000017103,88.99999999999864,-322.00000000000006,25.000000000005684,,-109.00000000001864
2016.09.26,194.0000000000053,269.00000000000546,-151.00000000000114,25.999999999992696,282.99999999998704,-388.0000000000106,212.0000000000033,,444.99999999998204
2016.09.26,221.00000000000452,267.0000000000101,-178.00000000000037,12.999999999996348,218.9999999999941,-522.0000000000002,260.9999999999957,,281.0000000000002
2016.09.26,242.00000000000887,258.0000000000098,-167.00000000000603,12.999999999996348,188.99999999999295,-475.0000000000032,248.00000000000466,,308.0000000000034
2016.09.26,242.00000000000887,319.0000000000026,-199.00000000000472,69.9999999999923,256.9999999999908,-439.0000000000116,278.99999999999636,,528.9999999999746
2016.09.26,249.00000000001032,382.000000000005,-97.00000000000264,200.00000000000017,328.9999999999935,-302.0000000000023,278.0000000000058,,1039.00000000001
2016.09.26,180.0000000000024,407.0000000000107,-92.99999999999864,207.99999999998596,317.99999999999784,-285.00000000000193,253.0000000000001,,987.9999999999965
2016.09.26,170.00000000000347,432.00000000000216,-4.999999999999449,231.99999999998778,344.99999999999886,-303.9999999999932,256.0000000000002,,1126.0
2016.09.26,314.99999999999864,506.0000000000002,31.999999999998696,418.9999999999916,405.9999999999917,-287.9999999999994,293.99999999999693,,1683.9999999999786
2016.09.26,231.0000000000034,454.00000000000773,83.9999999999952,496.99999999999187,184.99999999998806,-261.0000000000001,137.00000000000045,,1326.9999999999868
2016.09.26,292.00000000000335,453.00000000000296,109.00000000000354,590.0000000000016,143.99999999999125,-313.00000000000773,126.99999999999534,,1401.9999999999905
2016.09.26,163.00000000000205,402.000000000001,70.99999999999883,531.9999999999991,112.99999999999955,-282.0000000000045,27.000000000001023,,1025.9999999999968
