date,GBPUSD,USDJPY,NZDUSD,GBPAUD,EURJPY,EURAUD,AUDJPY,empty,sum
2016.09.26,9.999999999998899,-80.99999999998886,-12.000000000000899,-104.00000000001519,-70.00000000000739,-95.00000000000064,-55.999999999997385,,-408.0000000000114
2016.09.26,-4.000000000004,-76.99999999999818,-180.0000000000024,-138.0000000000159,-57.00000000000216,-90.00000000001229,-55.999999999997385,,-602.0000000000323
2016.09.26,-22.999999999995246,-73.99999999999807,-192.00000000000327,-245.0000000000063,-123.00000000000466,-235.00000000000742,-30.000000000001137,,-922.0000000000161
2016.09.26,-45.000000000006146,-64.99999999999773,-92.99999999999864,-232.00000000000998,-125.0,-221.00000000000452,-43.99999999999693,,-825.000000000014
2016.09.26,-147.99999999999258,2.0000000000095497,-123.00000000000644,-490.999999999997,-93.00000000000352,-385.99999999999744,61.99999999999761,,-1176.99999999999
2016.09.26,-126.0000000000039,15.000000000000568,-134.0000000000008,-374.0000000000077,-58.000000000006935,-286.00000000000847,28.999999999996362,,-934.0000000000309
2016.09.26,-133.99999999998968,186.00000000000705,-45.000000000006146,-148.00000000001478,101.99999999998965,-120.99999999999334,54.000000000002046,,-106.00000000000517
2016.09.26,-167.00000000000603,140.00000000000057,-41.000000000002146,-222.99999999999542,131.00000000000023,-42.999999999993044,33.00000000000125,,-169.99999999999457
2016.09.26,-208.99999999999253,194.00000000000261,-101.00000000000664,-313.00000000000773,143.99999999999125,-131.99999999999878,87.99999999999386,,-329.00000000001796
2016.09.26,-160.99999999998892,97.00000000000841,-219.99999999999798,-546.000000000002,76.99999999999818,-337.99999999999386,149.0000000000009,,-941.9999999999754
2016.09.26,-201.00000000000674,124.00000000000944,-199.00000000000472,-478.0000000000006,86.99999999998909,-262.00000000000665,112.99999999999955,,-816.0000000000207
2016.09.26,-151.9999999999966,-12.999999999991019,-178.99999999999582,-492.0000000000035,-28.000000000005798,-279.99999999999136,48.00000000000182,,-1095.9999999999823
2016.09.26,-123.00000000000644,-9.000000000000341,-87.99999999999919,-435.0000000000076,-10.000000000005116,-246.99999999999721,39.00000000000148,,-873.0000000000144
2016.09.26,-143.99999999998857,42.00000000000159,-46.00000000000159,-293.0000000000099,52.99999999999727,-90.99999999999665,3.0000000000001137,,-475.9999999999977
2016.09.26,-143.99999999998857,5.000000000009663,-111.00000000000554,-344.00000000001097,40.99999999999682,-96.00000000000719,1.0000000000047748,,-648.000000000001
2016.09.26,-182.99999999999983,-139.99999999998636,-119.99999999999788,-425.0000000000087,-136.0000000000099,-141.99999999999767,-99.00000000000375,,-1245.000000000004
2016.09.26,-109.00000000000354,-24.999999999991473,-78.99999999999574,-209.9999999999991,18.999999999991246,-5.999999999994898,-66.0000000000025,,-475.99999999999596
2016.09.26,-126.0000000000039,64.00000000000716,-26.000000000003798,-148.00000000001478,105.99999999999454,49.99999999999449,-33.00000000000125,,-113.00000000002751
2016.09.26,15.00000000000945,65.00000000001194,-33.000000000005244,26.999999999999247,90.99999999999397,21.00000000000435,-28.999999999996362,,157.00000000001737
2016.09.26,175.99999999999838,80.0000000000125,-4.999999999999449,102.00000000000209,144.99999999999602,-48.000000000003595,42.00000000000159,,492.00000000000756
