date,USDCHF,AUDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,EURCAD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2018.04.16,-97.9999999999981,-53.00000000000304,-318.9999999999804,-201.00000000000674,-75.00000000000284,-4.000000000004,-151.9999999999868,-70.0000000000145,-128.99999999999068,-82.99999999999841,-80.00000000000229,-56.99999999999594,,-1320.9999999999836
2018.04.16,-104.99999999999955,-24.999999999997247,-323.99999999999096,-205.00000000001074,19.99999999999602,24.000000000001798,-162.00000000000614,-58.000000000002494,-138.9999999999958,-30.9999999999917,-60.00000000000449,-14.999999999987246,,-1079.9999999999884
2018.04.16,-166.99999999999494,-17.999999999995797,-395.99999999999636,-236.99999999999832,60.99999999999284,53.00000000000304,-157.99999999998704,-45.000000000006146,-134.00000000000034,-33.00000000000125,-53.00000000000304,9.999999999998899,,-1116.9999999999882
2018.04.16,-214.99999999999852,31.999999999998696,-473.99999999999665,-303.0000000000088,66.99999999999307,78.00000000000028,-128.99999999999068,49.99999999999449,-115.99999999999966,91.99999999999875,105.99999999999498,137.00000000000932,,-675.0000000000045
2018.04.16,-207.00000000000162,14.999999999998348,-482.999999999989,-304.9999999999997,66.99999999999307,78.99999999999574,-168.00000000000637,64.99999999998174,-116.99999999999022,37.00000000000614,83.9999999999952,117.99999999999588,,-815.0000000000209
2018.04.16,-180.0000000000024,21.00000000000435,-470.9999999999992,-292.00000000000335,68.9999999999884,60.99999999999994,-161.00000000000136,112.99999999998533,-79.9999999999983,33.00000000000125,80.00000000000229,112.000000000001,,-695.000000000022
2018.04.16,-156.99999999999602,17.000000000000348,-471.9999999999835,-282.0000000000045,34.99999999999659,63.00000000000195,-146.99999999999136,107.99999999999699,-84.99999999999375,-43.99999999999693,99.00000000000463,103.00000000000864,,-761.9999999999569
2018.04.16,-148.0000000000037,50.0000000000056,-590.0000000000016,-297.9999999999983,40.99999999999682,7.9999999999968985,-306.0000000000116,169.99999999998127,-66.99999999999307,-18.999999999991246,144.99999999999514,124.00000000001299,,-890.000000000011
2018.04.16,-116.00000000000499,60.00000000000449,-561.9999999999958,-290.9999999999968,37.9999999999967,12.000000000000899,-252.00000000000955,161.99999999999548,-48.99999999999238,32.00000000001069,151.9999999999966,73.00000000001194,,-740.9999999999827
2018.04.16,-126.0000000000039,43.00000000000415,-512.0000000000014,-270.00000000001467,-9.000000000000341,28.000000000005798,-158.99999999999181,198.99999999999363,-13.999999999995794,-36.99999999999193,151.9999999999966,73.00000000001194,,-631.9999999999877
