,name,direction
0,USDCHF,S
1,GBPUSD,B
2,USDCAD,S
3,GBPCHF,S
4,EURCHF,S
5,CHFJPY,B
6,CADCHF,S
7,AUDCHF,S
8,EURGBP,S
9,GBPJPY,B
10,GBPCAD,B
11,EURJPY,B
12,EURAUD,B
13,AUDCAD,S
