date,GBPUSD,EURUSD,GBPCHF,EURCHF,EURGBP,EURJPY,EURCAD,EURAUD,empty,sum
2015.01.19,-102.00000000000209,-144.99999999999514,-234.00000000000088,-53.999999999998494,-107.00000000000153,-81.99999999999363,-153.9999999999875,-78.00000000000028,,-955.9999999999795
2015.01.19,-164.99999999999292,-126.0000000000039,-83.9999999999952,-90.99999999999665,-82.00000000000429,-94.99999999999886,-121.99999999999989,-110.99999999999443,,-875.9999999999861
2015.01.19,-175.99999999999838,-200.99999999998454,-157.99999999999147,-322.00000000000006,-72.0000000000054,-159.9999999999966,-198.99999999999363,-147.99999999999258,,-1435.9999999999627
2015.01.19,-173.00000000000094,-204.00000000000418,-370.00000000000364,-291.99999999999227,-70.99999999999883,-354.99999999998977,-158.99999999999804,-150.99999999999002,,-1774.9999999999775
2015.01.19,-170.00000000000347,-126.99999999998823,-365.99999999999966,186.00000000000838,-26.000000000003798,-296.99999999999704,-55.99999999998939,-41.99999999998649,,-897.9999999999598
2015.01.19,-170.00000000000347,-106.99999999999044,-339.99999999998477,-295.0000000000008,-82.00000000000429,-288.0000000000109,-7.0000000000014495,21.00000000000435,,-1267.9999999999916
2015.01.19,-140.0000000000068,-164.99999999999292,9.999999999998899,-290.9999999999968,-65.00000000000395,-109.99999999998522,-139.00000000000023,-220.99999999998232,,-1120.9999999999693
2015.01.19,-201.00000000000674,-209.9999999999991,-19.999999999997797,-265.99999999999955,-75.9999999999983,50.00000000001137,-231.0000000000034,-439.99999999999596,,-1393.9999999999895
2015.01.19,-170.00000000000347,-208.99999999999253,8.000000000008,-290.9999999999968,-68.99999999999685,80.99999999998886,-236.99999999999832,-242.99999999999324,,-1129.9999999999843
2015.01.19,-116.00000000000499,-96.99999999999153,348.00000000001495,-628.0000000000064,-24.000000000001798,156.0000000000059,2.0000000000131024,-131.99999999999878,,-490.99999999996953
2015.01.19,-103.00000000000864,-65.99999999998829,646.0000000000132,-703.9999999999935,-19.999999999997797,277.00000000001523,-26.999999999999247,-470.9999999999992,,-467.9999999999583
2015.01.19,-114.99999999999844,-87.99999999999919,687.0000000000153,-767.0000000000066,-21.999999999999797,302.99999999999727,2.0000000000131024,-368.9999999999971,,-368.99999999997533
2015.01.19,-124.99999999999733,-92.99999999998754,975.9999999999991,-970.0000000000042,-23.00000000000635,251.00000000000477,-5.999999999994898,-365.99999999999966,,-355.99999999998613
2015.01.19,-113.00000000000753,-58.000000000002494,967.0000000000067,-960.9999999999897,-11.00000000000545,342.00000000001296,41.000000000002146,-343.00000000000443,,-135.99999999998772
2015.01.19,-136.00000000000279,-52.99999999999194,839.0000000000119,-872.9999999999905,4.000000000004,229.00000000001342,79.00000000000685,-243.99999999999977,,-154.99999999994867
2015.01.19,-164.00000000000858,-95.999999999985,608.0000000000085,-714.999999999999,-4.000000000004,198.0000000000075,85.00000000000173,-217.99999999998488,,-305.9999999999636
2015.01.19,-191.00000000000784,-129.99999999998568,-756.0000000000011,-624.9999999999867,-17.999999999995797,203.00000000000296,135.00000000001845,-219.99999999999798,,-1601.9999999999538
2015.01.19,-161.99999999999548,-180.99999999998673,306.00000000000625,-941.9999999999984,-53.999999999998494,197.00000000000273,87.99999999999919,-192.99999999999872,,-940.9999999999695
2015.01.19,-164.99999999999292,-290.9999999999968,658.0000000000031,-1114.9999999999993,-140.0000000000068,28.999999999996362,-115.99999999998278,-324.9999999999975,,-1464.9999999999766
2015.01.19,-153.00000000000313,-326.9999999999884,426.00000000001523,-1090.9999999999975,-178.99999999999582,33.999999999991815,-158.99999999999804,-363.0000000000022,,-1811.9999999999782
