date,GBPUSD,EURUSD,GBPCHF,EURCHF,EURGBP,EURJPY,EURCAD,EURAUD,empty,sum
2015.01.19,-60.99999999999994,-89.00000000000574,-31.000000000003247,-26.999999999999247,-36.999999999998145,-27.999999999991587,-95.999999999985,58.000000000002494,,-310.99999999998045
2015.01.19,-42.999999999993044,-110.99999999999443,-21.00000000000435,-27.999999999994696,-58.000000000002494,-94.99999999999886,-95.999999999985,-99.99999999998899,,-551.9999999999618
2015.01.19,-151.00000000001222,-112.000000000001,358.9999999999982,-266.999999999995,-12.000000000000899,-63.99999999999295,-102.00000000000209,-25.999999999992696,,-374.99999999999864
2015.01.19,-127.00000000001043,-79.99999999999119,-288.99999999998374,241.99999999999778,-6.0000000000060005,-258.99999999998613,-4.999999999988347,-27.999999999983594,,-551.9999999999518
2015.01.19,-144.99999999999514,-65.00000000000395,-255.99999999998957,200.00000000000017,12.999999999996348,-248.99999999999523,48.000000000003595,144.0000000000108,,-309.99999999997294
2015.01.19,-86.99999999999264,-89.99999999999008,175.99999999999838,-146.99999999999713,-28.000000000005798,-103.00000000000864,23.00000000001745,66.00000000001049,,-189.99999999996797
2015.01.19,-121.99999999999989,-150.99999999999002,275.000000000003,-256.99999999999613,-53.999999999998494,268.0000000000007,-104.99999999999955,-163.9999999999864,,-309.9999999999667
2015.01.19,-154.0000000000097,-173.99999999998528,9.999999999998899,-54.999999999993946,-51.000000000001044,138.00000000000523,-197.00000000000273,-238.99999999998923,,-721.9999999999777
2015.01.19,-99.00000000000463,-55.000000000005045,370.00000000000364,-251.99999999999667,-4.999999999999449,179.00000000000205,65.00000000000395,-36.999999999998145,,166.00000000000568
2015.01.19,-90.00000000001229,-31.999999999987594,829.0000000000131,-604.9999999999889,4.000000000004,294.00000000001114,82.00000000000429,5.000000000010552,,487.00000000005434
2015.01.19,-93.00000000000975,-38.0000000000047,707.0000000000132,-488.999999999995,4.000000000004,491.00000000001387,17.000000000000348,-340.9999999999913,,258.00000000003064
2015.01.19,-112.000000000001,-70.99999999999883,1021.0000000000052,-753.0000000000036,-6.0000000000060005,302.99999999999727,32.0000000000098,-290.9999999999968,,123.00000000000603
2015.01.19,-83.9999999999952,-49.99999999999449,1246.9999999999982,-913.9999999999926,-6.0000000000060005,396.99999999999136,70.0000000000145,-332.9999999999833,,327.0000000000324
