date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CADCHF,GBPAUD,EURCAD,AUDJPY,NZDJPY,empty,sum
2021.01.11,-11.00000000000545,-84.00000000000318,-65.99999999998829,-56.0000000000005,-70.99999999999883,-136.99999999999824,-378.999999999996,-1.0000000000065512,-11.00000000000989,-43.99999999999693,,-860.0000000000039
2021.01.11,52.99999999999194,-117.999999999995,-36.999999999998145,-36.999999999998145,-97.00000000000264,-109.99999999999899,-434.000000000001,-49.99999999999449,21.99999999999136,-93.00000000000352,,-901.0000000000088
2021.01.11,-87.99999999999919,-171.99999999999704,-173.00000000000094,-111.00000000000554,-130.0000000000079,-161.99999999999548,-359.99999999998255,28.000000000005798,12.000000000000455,-37.9999999999967,,-1193.999999999979
2021.01.11,-303.0000000000088,-253.99999999999068,-350.9999999999902,-392.00000000000347,-329.00000000000153,-148.99999999999915,-672.9999999999902,38.99999999998904,-204.9999999999983,-168.00000000000637,,-2784.9999999999995
2021.01.11,-235.00000000000742,-262.00000000000045,-309.99999999998806,-333.0000000000055,-291.0000000000079,-179.99999999999127,-622.9999999999958,-19.999999999997797,-154.00000000001057,-143.00000000000068,,-2551.0000000000055
2021.01.11,-243.99999999999977,-257.99999999999557,-341.99999999999784,-357.00000000000733,-324.00000000000205,-158.99999999999804,-734.9999999999968,8.999999999992347,-171.99999999999704,-171.00000000000648,,-2753.000000000008
2021.01.11,-296.9999999999917,-345.9999999999894,-394.00000000000546,-413.0000000000078,-353.0000000000033,-170.99999999999892,-777.9999999999898,11.999999999989797,-183.00000000000693,-171.99999999999704,,-3095.0
2021.01.11,-348.9999999999993,-350.9999999999991,-490.999999999997,-463.9999999999977,-399.0000000000049,-169.99999999999238,-796.999999999981,15.00000000000945,-204.00000000000773,-171.99999999999704,,-3381.9999999999663
2021.01.11,-438.9999999999894,-359.99999999999943,-570.0000000000039,-574.0000000000078,-460.00000000000483,-124.00000000000189,-954.9999999999948,127.99999999999478,-316.0000000000025,-231.00000000000875,,-3901.0000000000177
2021.01.11,-367.99999999999056,-332.9999999999984,-510.99999999999477,-506.0000000000064,-402.00000000000233,-139.00000000000023,-901.9999999999806,127.99999999999478,-264.00000000001,-192.99999999999784,,-3489.999999999986
