date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CADCHF,GBPAUD,EURCAD,AUDJPY,NZDJPY,empty,sum
2021.01.11,219.99999999999798,-48.00000000000182,-4.999999999988347,0.0,-45.000000000006146,-56.99999999999594,-324.9999999999975,93.00000000000975,55.999999999997385,-19.000000000005457,,-129.99999999999008
2021.01.11,154.99999999999403,-66.0000000000025,22.999999999995246,26.999999999999247,-77.00000000000485,-105.99999999999498,-288.99999999998374,76.99999999999375,109.99999999999943,-10.99999999999568,,-157.00000000000006
2021.01.11,-45.99999999999049,-137.99999999999102,-160.00000000000458,-87.99999999999919,-117.00000000000044,-129.9999999999968,-283.99999999999534,102.00000000000209,31.999999999996476,-25.000000000005684,,-853.9999999999851
2021.01.11,-218.99999999999142,-241.99999999999022,-280.9999999999979,-308.00000000000824,-276.00000000000955,-146.99999999999713,-573.0000000000013,70.99999999999883,-115.99999999999966,-117.00000000000443,,-2208.000000000001
2021.01.11,-181.00000000000892,-232.99999999998988,-290.9999999999968,-297.00000000000284,-276.00000000000955,-142.99999999999312,-550.9999999999903,35.999999999991594,-109.00000000000887,-126.99999999999534,,-2172.0000000000045
2021.01.11,-134.99999999999625,-215.99999999999397,-279.00000000000705,-322.00000000000006,-272.00000000000557,-137.9999999999937,-712.0000000000015,95.00000000000064,-152.00000000000102,-132.000000000005,,-2263.000000000003
2021.01.11,-289.9999999999903,-313.0000000000024,-354.9999999999942,-369.0000000000082,-331.0000000000035,-170.99999999999892,-608.9999999999928,15.00000000000945,-126.00000000000477,-123.99999999999523,,-2672.999999999981
2021.01.11,-309.0000000000037,-329.9999999999983,-473.99999999999665,-439.0000000000005,-359.0000000000093,-117.00000000000044,-742.9999999999826,188.9999999999947,-185.00000000000227,-141.00000000000534,,-2908.0000000000045
2021.01.11,-293.99999999999426,-302.99999999999727,-486.999999999993,-494.00000000000557,-370.00000000000364,-102.00000000000209,-893.9999999999948,170.00000000000347,-263.00000000000523,-174.0000000000066,,-3210.999999999999
2021.01.11,-238.99999999998923,-283.00000000000125,-428.00000000000614,-386.0000000000086,-308.00000000000824,-124.99999999999733,-720.9999999999939,154.99999999999403,-165.00000000000625,-123.00000000000466,,-2623.0000000000214
2021.01.11,-350.00000000000585,-304.00000000000205,-522.0000000000002,-452.00000000000796,-359.0000000000093,-90.99999999999665,-726.9999999999887,218.00000000000708,-221.00000000000364,-159.9999999999966,,-2968.0000000000036
2021.01.11,-350.9999999999902,-328.00000000000296,-523.9999999999911,-443.0000000000045,-335.0000000000075,-95.99999999999609,-705.9999999999844,192.99999999999872,-191.0000000000025,-118.99999999999977,,-2899.999999999981
2021.01.11,-417.0000000000007,-357.9999999999899,-601.000000000007,-536.9999999999986,-408.00000000000836,-64.99999999999284,-827.9999999999843,225.99999999999287,-264.00000000001,-174.0000000000066,,-3426.0000000000055
2021.01.11,-415.0000000000098,-349.9999999999943,-607.0000000000019,-538.0000000000051,-390.0000000000015,-43.999999999999595,-840.9999999999807,300.99999999999574,-275.0000000000057,-158.00000000000125,,-3317.000000000004
2021.01.11,-428.00000000000614,-355.99999999999454,-601.000000000007,-539.0000000000006,-403.0000000000089,-52.99999999999194,-827.9999999999843,289.9999999999903,-271.0000000000008,-170.0000000000017,,-3359.000000000006
2021.01.11,-391.000000000008,-343.9999999999941,-594.99999999999,-507.0000000000019,-384.00000000000654,-24.999999999997247,-785.9999999999978,384.00000000000654,-243.99999999999977,-158.00000000000125,,-3049.9999999999905
2021.01.11,-340.9999999999913,-289.0000000000015,-550.9999999999903,-478.0000000000006,-365.0000000000042,-29.000000000001247,-792.9999999999993,370.999999999988,-259.00000000000034,-173.00000000000182,,-2907.000000000003
2021.01.11,-282.0000000000045,-269.999999999996,-529.999999999986,-440.00000000000705,-325.00000000000864,1.0000000000065512,-788.9999999999952,411.0000000000058,-234.00000000000887,-146.0000000000008,,-2603.9999999999945
2021.01.11,-421.0000000000047,-287.9999999999967,-524.9999999999977,-426.00000000000415,-312.00000000000114,-35.999999999991594,-568.9999999999973,387.000000000004,-203.00000000000296,-120.00000000000455,,-2512.9999999999964
2021.01.11,-567.9999999999907,-347.999999999999,-663.999999999998,-526.0000000000042,-426.00000000000415,-9.999999999998899,-604.9999999999889,428.00000000000614,-264.00000000001,-195.0000000000074,,-3177.9999999999945
2021.01.11,-385.99999999999744,-265.99999999999113,-517.9999999999962,-336.00000000000296,-297.00000000000284,6.0000000000060005,-417.99999999998505,428.9999999999905,-130.00000000000966,-121.00000000000932,,-2036.9999999999984
2021.01.11,-310.0000000000103,-218.9999999999941,-519.9999999999872,-396.00000000000745,-330.0000000000081,12.000000000000899,-647.9999999999819,404.0000000000044,-225.00000000000853,-188.0000000000024,,-2419.999999999994
2021.01.11,-380.00000000000256,-234.99999999999943,-536.9999999999875,-375.0000000000031,-315.0000000000097,-63.99999999999739,-512.0000000000014,316.0000000000052,-192.99999999999784,-161.00000000000136,,-2455.9999999999955
2021.01.11,-476.0000000000098,-262.00000000000045,-683.9999999999957,-404.0000000000044,-420.00000000000927,-86.99999999999264,-454.9999999999832,221.99999999998886,-203.00000000000296,-254.0000000000049,,-3023.000000000014
2021.01.11,-435.9999999999919,-274.0000000000009,-692.0000000000038,-307.0000000000017,-346.0000000000019,-117.99999999999588,-289.9999999999903,228.00000000000597,-93.00000000000352,-167.0000000000016,,-2494.9999999999854
2021.01.11,-438.00000000000506,-266.9999999999959,-686.9999999999932,-339.0000000000004,-348.9999999999993,-114.99999999999844,-356.9999999999851,314.99999999999864,-131.00000000000023,-174.0000000000066,,-2541.9999999999854
2021.01.11,-503.000000000009,-295.0000000000017,-828.0000000000065,-458.00000000000284,-441.0000000000025,-63.99999999999739,-533.99999999999,421.0000000000047,-228.9999999999992,-251.99999999999534,,-3183.0
2021.01.11,-546.000000000002,-283.9999999999918,-740.9999999999917,-419.9999999999982,-387.000000000004,-86.99999999999264,-396.9999999999807,370.00000000000364,-201.00000000000762,-200.00000000000284,,-2892.9999999999677
2021.01.11,-648.0000000000041,-347.999999999999,-783.0000000000003,-453.99999999999886,-423.0000000000067,-97.9999999999981,-346.9999999999862,404.9999999999887,-189.00000000000716,-191.0000000000025,,-3076.0000000000146
2021.01.11,-590.0000000000016,-335.9999999999985,-768.9999999999975,-409.99999999999926,-339.0000000000004,-146.99999999999713,-315.99999999998295,394.9999999999898,-150.00000000000568,-114.00000000000432,,-2775.9999999999973
2021.01.11,-748.9999999999997,-436.9999999999976,-990.9999999999864,-568.0000000000018,-474.00000000000773,-57.99999999999139,-465.99999999998863,527.9999999999951,-240.0000000000091,-180.99999999999739,,-3635.9999999999845
2021.01.11,-756.0000000000011,-432.00000000000216,-1349.0000000000002,-731.9999999999993,-626.0000000000043,121.99999999999989,-835.9999999999923,831.9999999999883,-412.00000000000614,-341.0000000000082,,-4530.000000000026
2021.01.11,-665.0000000000044,-390.99999999999113,-1211.999999999991,-701.0000000000072,-662.000000000007,119.00000000000244,-883.9999999999959,737.9999999999942,-412.00000000000614,-412.9999999999967,,-4483.000000000003
2021.01.11,-842.9999999999937,-524.0000000000009,-1211.999999999991,-823.000000000007,-772.000000000006,45.000000000006146,-936.9999999999878,570.9999999999882,-436.9999999999976,-429.00000000000205,,-5360.999999999992
2021.01.11,-571.0000000000103,-435.0000000000023,-1095.0000000000016,-604.0000000000045,-592.0000000000036,82.00000000000429,-784.9999999999912,619.9999999999983,-277.000000000001,-308.00000000000693,,-3965.000000000019
2021.01.11,-541.9999999999981,-445.99999999999795,-1044.0000000000005,-585.0000000000022,-607.0000000000019,-29.999999999996696,-783.9999999999848,533.99999999999,-251.00000000000477,-316.0000000000025,,-4070.999999999999
2021.01.11,-439.99999999999596,-351.99999999998965,-821.9999999999894,-523.0000000000068,-518.0000000000074,-86.99999999999264,-770.9999999999884,401.99999999999125,-257.000000000005,-290.00000000000625,,-3657.99999999999
2021.01.11,-194.99999999998963,-313.0000000000024,-707.9999999999975,-384.00000000000654,-425.0000000000087,-79.99999999999119,-768.9999999999975,364.00000000000875,-138.00000000000523,-218.00000000000352,,-2865.9999999999936
2021.01.11,-131.99999999999878,-286.9999999999919,-695.0000000000011,-387.99999999999943,-434.000000000001,-42.999999999993044,-847.9999999999822,336.00000000000296,-162.00000000000614,-245.00000000000455,,-2897.9999999999754
2021.01.11,-147.00000000000824,-334.99999999999375,-689.0000000000063,-409.99999999999926,-476.0000000000098,-51.99999999999649,-895.9999999999857,310.9999999999946,-151.00000000001046,-254.0000000000049,,-3099.00000000002
2021.01.11,-140.99999999999113,-281.9999999999965,-692.9999999999881,-411.0000000000058,-465.9999999999998,-15.999999999993797,-903.9999999999937,350.9999999999902,-195.99999999999795,-286.00000000000136,,-3043.9999999999777
2021.01.11,-160.00000000000458,-317.99999999999784,-746.0000000000023,-401.00000000000693,-480.0000000000027,-0.999999999995449,-859.9999999999941,360.0000000000048,-155.00000000000114,-274.0000000000009,,-3035.000000000001
2021.01.11,-86.0000000000083,-277.000000000001,-770.9999999999884,-408.00000000000836,-489.0000000000061,12.000000000000899,-969.999999999982,388.9999999999949,-192.99999999999784,-314.00000000000716,,-3107.0000000000036
