date,EURCHF,EURJPY,EURAUD,empty,sum
2018.02.05,25.00000000000835,-718.0000000000177,-705.0000000000001,,-1398.0000000000095
2018.02.05,191.00000000000784,-424.0000000000066,-720.9999999999939,,-953.9999999999926
2018.02.05,307.99999999999716,-280.00000000000114,-761.999999999996,,-734.0
2018.02.05,313.99999999999204,-394.00000000000546,-672.9999999999902,,-753.0000000000036
2018.02.05,299.00000000000483,-478.00000000000864,-540.9999999999915,,-719.9999999999952
2018.02.05,282.0000000000045,-522.9999999999961,-493.99999999999443,,-734.9999999999861
2018.02.05,350.9999999999902,-431.0000000000116,-341.99999999999784,,-422.0000000000192
2018.02.05,252.0000000000078,-623.9999999999952,-329.00000000000153,,-700.999999999989
2018.02.05,262.00000000000665,-676.0000000000161,-316.99999999998954,,-730.9999999999991
2018.02.05,208.00000000000819,-775.0000000000057,-282.9999999999888,,-849.9999999999864
2018.02.05,-14.000000000002899,-1022.9999999999961,-265.0000000000041,,-1302.0000000000032
2018.02.05,-156.00000000000057,-1479.0000000000134,-286.99999999999284,,-1922.0000000000068
2018.02.05,-255.99999999998957,-1691.0000000000025,-184.99999999999073,,-2131.9999999999827
2018.02.05,-448.9999999999883,-1949.0000000000123,-113.99999999999189,,-2511.9999999999923
2018.02.05,-878.000000000001,-2126.0000000000045,-198.99999999999363,,-3202.999999999999
2018.02.06,-824.0000000000025,-2119.0,-221.00000000000452,,-3164.0000000000073
2018.02.06,-668.0000000000019,-1979.0000000000134,-133.99999999998968,,-2781.000000000005
2018.02.06,-705.0000000000001,-2031.000000000006,-156.00000000000057,,-2892.0000000000064
2018.02.06,-804.9999999999891,-2186.0000000000073,-232.99999999999432,,-3223.999999999991
2018.02.06,-794.9999999999901,-2205.0000000000127,-202.9999999999976,,-3203.0000000000005
2018.02.06,-499.9999999999893,-1977.0000000000039,-266.999999999995,,-2743.999999999988
2018.02.06,-476.9999999999941,-1996.0000000000093,56.99999999999594,,-2416.0000000000077
2018.02.06,-785.9999999999978,-2712.9999999999936,114.99999999999844,,-3383.9999999999927
2018.02.06,-794.0000000000058,-2799.0000000000064,-36.999999999998145,,-3630.0000000000105
2018.02.06,-753.9999999999881,-2716.000000000008,28.999999999990145,,-3441.0000000000064
2018.02.06,-784.0000000000069,-2590.0000000000036,7.0000000000014495,,-3367.000000000009
2018.02.06,-805.9999999999956,-2741.0000000000136,-5.999999999994898,,-3553.000000000004
2018.02.06,-791.9999999999927,-2807.9999999999927,231.0000000000034,,-3368.999999999982
2018.02.06,-819.9999999999985,-3033.999999999992,360.0000000000048,,-3493.9999999999854
2018.02.06,-839.9999999999964,-2778.9999999999964,232.99999999999432,,-3385.999999999998
2018.02.06,-686.9999999999932,-2402.999999999992,103.00000000000864,,-2986.9999999999764
2018.02.06,-638.0000000000052,-2432.0000000000164,368.9999999999971,,-2701.0000000000246
2018.02.06,-632.9999999999947,-2350.999999999999,354.9999999999942,,-2628.9999999999995
2018.02.06,-598.999999999994,-2264.00000000001,302.0000000000023,,-2561.000000000002
2018.02.06,-392.9999999999989,-2034.9999999999966,414.00000000000324,,-2013.9999999999923
2018.02.06,-388.9999999999949,-1991.0000000000139,422.9999999999956,,-1957.000000000013
2018.02.06,-163.00000000000205,-1414.0000000000157,326.0000000000041,,-1251.0000000000136
2018.02.06,-170.00000000000347,-1631.0000000000002,347.0000000000084,,-1453.9999999999952
2018.02.06,-187.00000000000384,-1885.9999999999957,367.99999999999056,,-1705.000000000009
2018.02.06,-188.9999999999947,-1927.9999999999973,432.9999999999945,,-1683.9999999999973
2018.02.06,-127.99999999999478,-1888.0000000000052,367.0000000000062,,-1648.9999999999939
2018.02.06,-121.99999999999989,-1776.0000000000105,452.99999999999227,,-1445.0000000000182
2018.02.06,-219.99999999999798,-2179.000000000002,377.0000000000051,,-2021.999999999995
2018.02.06,-299.00000000000483,-2335.000000000008,79.99999999999119,,-2554.000000000022
2018.02.06,-228.00000000000597,-2216.000000000008,17.000000000000348,,-2427.0000000000136
2018.02.06,-337.0000000000095,-2194.000000000017,59.000000000009045,,-2472.0000000000173
2018.02.06,-279.99999999999136,-2207.999999999998,-109.00000000000354,,-2596.999999999993
2018.02.06,-245.0000000000063,-2086.0000000000127,-120.99999999999334,,-2452.0000000000123
2018.02.06,-248.00000000000378,-2170.000000000016,-513.0000000000078,,-2931.0000000000273
2018.02.06,-327.99999999999494,-2457.999999999998,-550.9999999999903,,-3336.9999999999836
2018.02.06,-329.00000000000153,-2478.0000000000086,-486.00000000000864,,-3293.0000000000186
2018.02.06,-164.00000000000858,-2224.000000000018,-405.9999999999952,,-2794.000000000022
2018.02.06,-48.000000000003595,-2109.000000000009,-178.99999999999582,,-2336.0000000000086
2018.02.06,-1.0000000000065512,-1893.0000000000007,-126.0000000000039,,-2020.0000000000111
2018.02.06,130.0000000000079,-1701.9999999999982,-167.00000000000603,,-1738.9999999999964
2018.02.06,65.00000000000395,-1736.9999999999948,-63.99999999999739,,-1735.9999999999884
2018.02.06,-75.00000000000284,-1735.0000000000136,-29.999999999996696,,-1840.000000000013
2018.02.06,-121.99999999999989,-1829.0000000000077,49.99999999999449,,-1901.0000000000132
2018.02.06,-75.00000000000284,-1813.999999999993,22.0000000000109,,-1866.999999999985
2018.02.06,-21.00000000000435,-1538.000000000011,-150.00000000000568,,-1709.000000000021
2018.02.06,-69.00000000000794,-1515.0000000000148,-360.0000000000048,,-1944.0000000000275
2018.02.06,-38.99999999998904,-1504.9999999999955,-394.00000000000546,,-1937.99999999999
2018.02.06,-133.99999999998968,-1436.000000000007,-642.9999999999936,,-2212.9999999999905
2018.02.07,-171.99999999999437,-1611.9999999999948,-686.9999999999932,,-2470.9999999999823
2018.02.07,-154.0000000000097,-1456.0000000000173,-581.9999999999936,,-2192.000000000021
2018.02.07,-143.00000000000423,-1308.9999999999975,-531.9999999999991,,-1984.000000000001
2018.02.07,-99.99999999998899,-1352.0000000000039,-322.00000000000006,,-1773.999999999993
2018.02.07,-167.9999999999904,-1632.000000000005,-329.00000000000153,,-2128.999999999997
2018.02.07,-133.99999999998968,-1572.0000000000027,-304.9999999999997,,-2010.9999999999923
2018.02.07,-119.00000000000244,-1551.0000000000161,-289.0000000000059,,-1959.0000000000246
2018.02.07,-106.99999999999044,-1563.0000000000166,-428.9999999999905,,-2098.9999999999977
2018.02.07,-92.00000000000318,-1507.000000000005,-441.0000000000025,,-2040.0000000000107
2018.02.07,-120.00000000000898,-1675.0000000000114,-323.99999999999096,,-2119.0000000000114
2018.02.07,-130.99999999999224,-1679.000000000002,-200.00000000000017,,-2009.9999999999945
2018.02.07,-109.99999999998789,-1640.9999999999911,-11.00000000000545,,-1761.9999999999845
2018.02.07,-137.9999999999937,-1641.999999999996,-7.0000000000014495,,-1786.999999999991
2018.02.07,-164.00000000000858,-1651.0000000000105,21.00000000000435,,-1794.0000000000148
2018.02.07,-165.9999999999995,-1783.0000000000155,22.0000000000109,,-1927.000000000004
2018.02.07,-154.99999999999403,-1801.9999999999925,52.99999999999194,,-1903.9999999999945
2018.02.07,-232.99999999999432,-1911.0000000000014,126.0000000000039,,-2017.9999999999916
2018.02.07,-232.99999999999432,-1884.0000000000146,243.99999999999977,,-1873.0000000000093
2018.02.07,-174.99999999999181,-1855.0000000000182,60.99999999999994,,-1969.00000000001
2018.02.07,-188.9999999999947,-1998.9999999999952,86.0000000000083,,-2101.999999999982
2018.02.07,-253.99999999999866,-2289.0000000000155,-4.999999999988347,,-2548.0000000000023
2018.02.07,-133.99999999998968,-2194.000000000017,-78.00000000000028,,-2406.000000000007
2018.02.07,-181.9999999999933,-2322.0000000000027,-90.99999999999665,,-2594.9999999999927
2018.02.07,-147.99999999999258,-2342.0000000000127,-133.99999999998968,,-2623.999999999995
2018.02.07,-119.00000000000244,-2367.999999999995,-217.0000000000005,,-2703.9999999999977
2018.02.07,41.000000000002146,-2400.0000000000055,-184.00000000000637,,-2543.0000000000095
2018.02.07,21.00000000000435,-2417.000000000002,-106.99999999999044,,-2502.9999999999877
2018.02.07,42.0000000000087,-2319.999999999993,-187.99999999998818,,-2465.9999999999727
2018.02.07,90.99999999999665,-2266.999999999996,-239.99999999999577,,-2415.999999999995
2018.02.07,120.00000000000898,-2152.0000000000155,-320.00000000000915,,-2352.0000000000155
2018.02.07,113.00000000000753,-2265.0000000000146,-299.99999999998914,,-2451.999999999996
2018.02.07,73.99999999999629,-2347.000000000008,-241.00000000000233,,-2514.000000000014
2018.02.07,11.00000000000545,-2396.000000000015,-178.99999999999582,,-2564.0000000000055
2018.02.07,26.999999999999247,-2406.000000000006,-360.9999999999891,,-2739.999999999996
2018.02.07,72.0000000000054,-2477.0000000000036,-628.0000000000064,,-3033.0000000000045
2018.02.07,-4.000000000004,-2737.9999999999995,-717.9999999999964,,-3460.0
2018.02.07,-130.99999999999224,-2700.9999999999936,-649.999999999995,,-3481.999999999981
2018.02.07,-217.0000000000005,-2668.0000000000064,-594.99999999999,,-3479.999999999997
2018.02.07,-143.99999999998857,-2634.0000000000146,-554.9999999999944,,-3332.9999999999977
2018.02.07,-190.00000000000128,-2790.999999999997,-496.00000000000756,,-3477.000000000006
2018.02.07,-377.9999999999894,-3188.9999999999927,-482.00000000000466,,-4048.999999999987
2018.02.07,-316.0000000000052,-3121.000000000009,-490.999999999997,,-3928.000000000011
2018.02.07,-313.00000000000773,-3087.9999999999936,-425.0000000000087,,-3826.00000000001
2018.02.07,-283.99999999999534,-2808.9999999999973,-371.00000000001023,,-3464.0000000000027
2018.02.07,-259.0000000000092,-2706.9999999999936,-402.9999999999978,,-3369.0000000000005
2018.02.07,-248.00000000000378,-2646.9999999999914,-428.00000000000614,,-3323.000000000001
2018.02.07,-242.00000000000887,-2731.999999999999,-356.00000000000074,,-3330.000000000009
2018.02.07,-320.00000000000915,-2978.0000000000086,-361.9999999999957,,-3660.0000000000136
2018.02.08,-348.9999999999993,-3064.9999999999977,-489.0000000000061,,-3903.000000000003
2018.02.08,-387.000000000004,-3069.000000000017,-310.0000000000103,,-3766.0000000000314
2018.02.08,-394.9999999999898,-3027.999999999992,-303.9999999999932,,-3726.999999999975
2018.02.08,-353.0000000000033,-3103.0000000000086,-262.00000000000665,,-3718.0000000000186
2018.02.08,-327.99999999999494,-3140.999999999991,-279.99999999999136,,-3748.9999999999773
2018.02.08,-295.0000000000008,-2877.0000000000095,-265.0000000000041,,-3437.0000000000146
2018.02.08,-262.999999999991,-2889.00000000001,-310.0000000000103,,-3462.0000000000114
2018.02.08,-287.9999999999994,-2962.0000000000173,-377.0000000000051,,-3627.000000000022
2018.02.08,-265.0000000000041,-2903.9999999999964,-374.0000000000077,,-3543.000000000008
2018.02.08,-228.99999999999034,-2789.999999999992,-326.0000000000041,,-3344.9999999999864
2018.02.08,-170.00000000000347,-2800.0000000000114,-336.00000000000296,,-3306.000000000018
2018.02.08,-92.00000000000318,-2795.000000000016,-163.00000000000205,,-3050.000000000021
2018.02.08,-170.00000000000347,-2858.000000000004,-121.99999999999989,,-3150.0000000000077
2018.02.08,-178.99999999999582,-2766.999999999996,-202.9999999999976,,-3148.9999999999895
2018.02.08,-177.99999999998929,-2703.0000000000027,-350.00000000000585,,-3230.9999999999977
2018.02.08,-170.00000000000347,-2611.000000000018,-330.0000000000081,,-3111.00000000003
2018.02.08,-109.00000000000354,-2468.999999999994,-333.0000000000055,,-2911.000000000003
2018.02.08,-126.99999999998823,-2483.000000000004,-275.000000000003,,-2884.9999999999955
2018.02.08,-103.00000000000864,-2397.9999999999964,-415.0000000000098,,-2916.0000000000146
2018.02.08,-198.99999999999363,-2646.9999999999914,-547.999999999993,,-3393.999999999978
2018.02.08,-353.0000000000033,-2771.000000000015,-594.99999999999,,-3719.000000000008
2018.02.08,-337.99999999999386,-2828.0000000000027,-621.0000000000049,,-3787.0000000000014
2018.02.08,-365.99999999999966,-2902.999999999992,-614.0000000000034,,-3882.9999999999945
2018.02.08,-235.99999999999176,-2883.00000000001,-557.0000000000075,,-3676.000000000009
2018.02.08,-279.99999999999136,-2929.000000000002,-558.9999999999984,,-3767.999999999992
2018.02.08,-248.00000000000378,-2893.000000000001,-512.0000000000014,,-3653.000000000006
2018.02.08,-252.99999999999213,-2885.9999999999955,-387.000000000004,,-3525.999999999992
2018.02.08,-348.9999999999993,-2903.9999999999964,-367.99999999999056,,-3620.999999999986
2018.02.08,-350.9999999999902,-2908.0000000000155,-330.9999999999924,,-3589.9999999999977
2018.02.08,-548.9999999999995,-2992.999999999995,-412.9999999999967,,-3954.9999999999914
2018.02.08,-506.0000000000064,-2865.000000000009,-343.99999999998875,,-3715.000000000004
2018.02.08,-514.9999999999987,-2572.0000000000027,-161.99999999999548,,-3248.999999999997
2018.02.08,-575.9999999999987,-2530.000000000001,-141.99999999999767,,-3247.9999999999973
2018.02.08,-632.9999999999947,-2770.00000000001,-83.9999999999952,,-3486.9999999999995
2018.02.08,-729.0000000000018,-2897.9999999999964,-22.999999999995246,,-3649.9999999999936
2018.02.08,-866.9999999999956,-3233.000000000004,31.000000000003247,,-4068.999999999997
2018.02.08,-1503.0000000000098,-3747.000000000014,35.999999999991594,,-5214.000000000032
2018.02.08,-1258.999999999988,-3674.0000000000064,48.000000000003595,,-4884.999999999991
2018.02.08,-1361.9999999999966,-3950.9999999999936,12.999999999996348,,-5299.999999999994
2018.02.08,-1367.000000000007,-4072.0000000000027,0.0,,-5439.00000000001
2018.02.08,-1275.0000000000039,-4026.0000000000105,-31.000000000003247,,-5332.000000000018
2018.02.08,-1062.0000000000073,-3543.0000000000064,-76.0000000000094,,-4681.000000000023
2018.02.08,-1069.0000000000089,-3525.0000000000055,-58.000000000002494,,-4652.000000000017
2018.02.08,-1123.9999999999916,-3534.9999999999964,80.99999999999774,,-4577.99999999999
2018.02.08,-1218.000000000008,-3658.0000000000155,62.000000000006494,,-4814.000000000017
2018.02.08,-1363.0000000000032,-3951.999999999998,124.99999999999733,,-5190.000000000005
2018.02.08,-1357.0000000000082,-3912.0000000000064,161.99999999999548,,-5107.000000000019
2018.02.08,-1357.9999999999925,-3856.999999999999,151.9999999999966,,-5062.999999999995
2018.02.09,-1371.9999999999955,-3881.0,238.0000000000049,,-5014.999999999991
2018.02.09,-1425.9999999999939,-3823.0000000000073,289.0000000000059,,-4959.9999999999945
2018.02.09,-1364.0000000000095,-3930.000000000007,337.0000000000095,,-4957.000000000007
2018.02.09,-1350.9999999999911,-3980.9999999999945,235.00000000000742,,-5096.999999999978
2018.02.09,-1306.9999999999916,-3935.0000000000023,248.00000000000378,,-4993.99999999999
2018.02.09,-1218.9999999999923,-3786.0000000000014,279.00000000000705,,-4725.999999999986
2018.02.09,-1123.9999999999916,-3689.9999999999977,222.99999999999542,,-4590.999999999994
2018.02.09,-1140.0000000000077,-3698.0000000000073,297.9999999999983,,-4540.000000000016
2018.02.09,-1228.0000000000068,-3870.0000000000045,419.9999999999982,,-4678.000000000013
2018.02.09,-1183.0000000000007,-3741.0000000000136,419.9999999999982,,-4504.000000000016
2018.02.09,-1116.9999999999902,-3640.0000000000146,408.9999999999927,,-4348.000000000012
2018.02.09,-1075.0000000000036,-3461.0000000000127,306.00000000000625,,-4230.00000000001
2018.02.09,-1048.9999999999889,-3483.000000000004,316.0000000000052,,-4215.999999999987
2018.02.09,-1004.0000000000049,-3575.0000000000173,333.9999999999899,,-4245.000000000032
2018.02.09,-1014.0000000000038,-3602.0000000000036,363.0000000000022,,-4253.0000000000055
2018.02.09,-994.000000000006,-3527.999999999992,476.0000000000098,,-4045.999999999988
2018.02.09,-1052.9999999999927,-3477.0000000000036,458.00000000000284,,-4071.9999999999936
2018.02.09,-1110.9999999999952,-3477.0000000000036,445.99999999999085,,-4142.000000000008
2018.02.09,-1089.999999999991,-3391.999999999996,370.00000000000364,,-4111.999999999984
2018.02.09,-868.000000000002,-3141.999999999996,412.9999999999967,,-3597.0000000000014
2018.02.09,-889.0000000000065,-3063.0000000000164,449.0000000000105,,-3503.0000000000123
2018.02.09,-872.0000000000061,-3061.0000000000073,404.0000000000044,,-3529.000000000009
2018.02.09,-859.9999999999941,-3167.000000000002,279.99999999999136,,-3747.0000000000045
2018.02.09,-937.00000000001,-3336.0000000000127,113.99999999999189,,-4159.000000000031
2018.02.09,-984.000000000007,-3286.0000000000014,161.00000000001114,,-4108.999999999997
2018.02.09,-1166.0000000000005,-3369.0,133.00000000000534,,-4401.9999999999945
2018.02.09,-1126.999999999989,-3460.000000000008,100.99999999999554,,-4486.000000000002
2018.02.09,-1255.9999999999905,-3647.9999999999964,32.0000000000098,,-4871.999999999977
2018.02.09,-1232.9999999999952,-3782.000000000011,-75.00000000000284,,-5090.000000000009
2018.02.09,-1337.9999999999948,-3890.999999999991,53.999999999998494,,-5174.999999999987
2018.02.09,-1146.0000000000025,-3776.0000000000105,-112.000000000001,,-5034.000000000014
2018.02.09,-1129.0000000000023,-3554.000000000002,-351.99999999999676,,-5035.0
2018.02.09,-1031.9999999999884,-3518.000000000001,-350.00000000000585,,-4899.9999999999945
2018.02.09,-1042.0000000000095,-3652.0000000000155,-462.9999999999912,,-5157.000000000016
2018.02.09,-1024.0000000000027,-3778.9999999999964,-577.9999999999897,,-5380.999999999989
2018.02.09,-1078.0000000000011,-4030.000000000001,-526.0000000000042,,-5634.000000000006
2018.02.09,-1025.0000000000093,-4197.000000000003,-431.0000000000036,,-5653.0000000000155
2018.02.09,-1109.9999999999889,-4414.0000000000155,-631.0000000000038,,-6155.000000000008
2018.02.09,-1234.0000000000018,-4646.000000000015,-533.0000000000057,,-6413.000000000022
2018.02.09,-1363.0000000000032,-4930.000000000007,-347.9999999999928,,-6641.000000000004
2018.02.09,-1411.9999999999911,-4914.0000000000155,-239.99999999999577,,-6566.000000000002
2018.02.09,-1462.999999999992,-5022.999999999996,-167.00000000000603,,-6652.9999999999945
2018.02.09,-1256.999999999997,-4572.000000000003,-296.0000000000074,,-6125.000000000007
2018.02.09,-1143.9999999999895,-4307.000000000016,-234.00000000000088,,-5685.000000000006
2018.02.09,-1173.0000000000018,-4383.00000000001,-194.99999999998963,,-5751.000000000002
2018.02.09,-1088.0,-4129.000000000019,-357.99999999999164,,-5575.000000000011
2018.02.09,-971.9999999999951,-3918.0000000000064,-343.00000000000443,,-5233.000000000006
2018.02.09,-906.9999999999911,-3819.999999999993,-476.9999999999941,,-5203.999999999978
