date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,EURGBP,EURJPY,EURCAD,EURAUD,empty,sum
2015.04.20,0.0,-99.99999999998899,0.0,0.0,0.0,0.0,-34.000000000000696,-89.99999999999008,-36.999999999998145,0.0,-332.9999999999833,-553.0000000000035,,-1146.9999999999645
2015.04.20,39.999999999995595,-10.999999999983245,-7.0000000000014495,147.99999999999258,173.9999999999964,137.9999999999937,-69.00000000000794,-99.99999999998899,-39.00000000000014,31.00000000000591,-247.99999999998158,-485.0000000000021,,-427.9999999999813
2015.04.20,-94.00000000000519,-34.99999999998504,-125.99999999998168,151.9999999999966,95.99999999999609,83.9999999999952,-164.00000000000858,-96.00000000000719,-60.99999999999994,-143.00000000000068,-356.00000000000074,-392.00000000001455,,-1135.0000000000157
2015.04.20,-130.0000000000079,-109.99999999998789,-154.99999999999403,85.00000000000173,90.99999999999665,-31.000000000003247,-170.99999999998784,-56.99999999999594,-63.00000000000195,-158.00000000001546,-350.9999999999902,-594.0000000000057,,-1643.9999999999918
2015.04.20,-182.99999999999983,-115.99999999998278,-204.99999999998852,52.000000000007596,51.99999999999649,-2.000000000002,-255.99999999998957,-62.000000000006494,-78.99999999999574,-181.99999999998795,-461.0000000000003,-489.0000000000061,,-1930.9999999999552
2015.04.20,-50.0000000000056,6.000000000017103,-88.99999999998354,204.99999999998852,165.9999999999995,185.00000000000182,-180.99999999998673,-53.999999999998494,-48.000000000003595,-128.00000000001432,-371.99999999999454,-478.0000000000006,,-837.9999999999804
2015.04.20,-75.00000000000284,-35.999999999991594,-83.9999999999952,228.00000000000597,156.99999999999602,205.99999999999508,-205.99999999999508,-39.999999999995595,-60.99999999999994,-222.0000000000084,-437.99999999998283,-547.0000000000086,,-1117.9999999999832
2015.04.20,-26.999999999999247,93.00000000000975,-17.999999999984695,387.000000000004,276.9999999999939,261.0000000000001,-215.99999999999397,-18.0000000000069,-60.99999999999994,-50.99999999998772,-508.9999999999817,-575.9999999999987,,-457.9999999999452
2015.04.20,-70.0000000000034,84.0000000000174,-17.000000000000348,370.00000000000364,221.99999999999997,243.99999999999977,-252.0000000000078,-7.0000000000014495,-63.00000000000195,19.000000000005457,-488.9999999999839,-514.0000000000144,,-472.999999999987
2015.04.20,-168.00000000000148,-14.999999999987246,-173.00000000000094,299.00000000000483,185.99999999999727,234.99999999999633,-329.00000000000153,-28.999999999990145,-121.99999999999989,-173.00000000000182,-598.999999999994,-632.9999999999947,,-1520.9999999999732
2015.04.20,-164.00000000000858,24.000000000001798,-173.99999999998528,309.99999999998806,187.00000000000384,229.99999999999687,-333.0000000000055,-39.999999999995595,-124.99999999999733,-194.99999999999318,-584.9999999999911,-581.9999999999936,,-1446.9999999999795
2015.04.20,-148.99999999999915,68.00000000000139,-129.00000000000134,375.9999999999986,185.00000000000182,259.9999999999936,-360.9999999999891,-1.999999999990898,-117.99999999999588,-195.99999999999795,-590.0000000000016,-489.0000000000061,,-1144.9999999999866
2015.04.20,-141.00000000000225,42.0000000000087,-136.99999999998712,387.99999999998835,205.99999999999508,326.9999999999995,-331.999999999999,-15.999999999993797,-107.99999999999699,-219.99999999999886,-629.9999999999973,-513.0000000000078,,-1133.9999999999914
2015.04.20,-224.000000000002,-43.999999999999595,-224.99999999998633,351.99999999999676,166.99999999999494,264.999999999993,-347.9999999999928,-21.999999999988695,-129.00000000000134,-322.00000000000273,-692.9999999999881,-568.000000000013,,-1790.9999999999898
2015.04.20,-217.0000000000005,-32.999999999994145,-236.99999999999832,358.9999999999982,165.9999999999995,235.99999999999176,-364.9999999999931,-34.000000000000696,-141.00000000000225,-313.99999999999295,-708.9999999999818,-614.0000000000034,,-1902.9999999999777
2015.04.20,-269.00000000000813,-99.99999999998899,-381.99999999999346,304.9999999999997,137.9999999999937,196.99999999999162,-377.9999999999894,-93.99999999999409,-199.00000000000472,-542.0000000000016,-835.9999999999923,-730.0000000000084,,-2889.9999999999964
2015.04.20,-317.0000000000006,-165.9999999999995,-424.99999999998647,336.00000000000296,139.99999999999568,217.99999999999596,-404.9999999999887,-85.00000000000173,-204.99999999999963,-722.0000000000084,-900.9999999999962,-893.0000000000105,,-3424.9999999999973
2015.04.20,-265.0000000000041,-78.99999999998464,-364.9999999999931,432.0000000000102,234.00000000000088,318.99999999999153,-418.9999999999916,-95.00000000000064,-204.00000000000418,-712.0000000000033,-924.9999999999981,-869.0000000000086,,-2947.9999999999854
2015.04.20,-253.99999999999866,-153.9999999999875,-344.99999999999534,418.9999999999916,280.00000000000244,307.99999999999716,-380.9999999999869,-106.99999999999044,-195.00000000000074,-722.999999999999,-937.9999999999944,-967.0000000000067,,-3056.9999999999686
2015.04.20,-164.00000000000858,-206.99999999997942,-253.99999999999866,432.9999999999945,278.00000000000045,326.9999999999995,-204.99999999998852,-290.9999999999968,-104.00000000000409,-575.0000000000028,-807.0000000000022,-808.0000000000088,,-2376.9999999999955
2015.04.20,-43.999999999999595,-251.99999999998556,-395.99999999999636,337.0000000000095,207.99999999999707,205.99999999999508,68.00000000000139,-489.99999999999045,-153.00000000000313,-689.9999999999977,-986.9999999999824,-872.0000000000061,,-3064.999999999958
2015.04.20,0.999999999995449,-201.99999999999108,-332.9999999999833,470.9999999999992,290.00000000000136,282.99999999999994,-25.999999999992696,-421.0000000000047,-178.99999999999582,-673.0000000000018,-949.9999999999842,-981.999999999994,,-2720.999999999952
2015.04.20,-81.00000000000884,-18.999999999991246,-341.99999999999784,461.0000000000003,220.99999999999343,249.99999999999466,-296.9999999999917,-407.0000000000018,-280.9999999999979,-638.0000000000052,-1027.0000000000002,-883.9999999999959,,-3044.0000000000023
2015.04.20,-307.0000000000017,-240.9999999999801,-609.9999999999994,371.00000000001023,70.0000000000034,207.99999999999707,-391.9999999999924,-314.99999999999864,-321.0000000000046,-813.0000000000024,-1246.9999999999982,-910.9999999999951,,-4507.999999999962
2015.04.20,-594.0000000000057,-486.999999999993,-748.9999999999997,313.99999999999204,-51.99999999999649,63.99999999999739,-533.0000000000057,-259.9999999999936,-312.00000000000114,-923.0000000000018,-1288.0000000000002,-880.9999999999984,,-5701.0000000000055
2015.04.20,-604.0000000000045,-460.9999999999781,-752.9999999999815,313.00000000000773,-46.00000000000159,66.99999999999484,-598.999999999994,-137.9999999999937,-280.00000000000244,-909.9999999999966,-1265.9999999999893,-829.0000000000131,,-5505.999999999952
2015.04.20,-606.0000000000065,-322.9999999999844,-629.9999999999973,248.99999999998812,12.999999999996348,93.99999999999409,-740.9999999999917,8.999999999992347,-290.9999999999968,-781.0000000000059,-1162.9999999999807,-822.0000000000116,,-4992.000000000005
2015.04.20,-856.0000000000013,-436.9999999999985,-861.999999999985,109.00000000000354,-68.99999999999685,43.999999999999595,-1063.9999999999982,-22.999999999995246,-383.0,-875.0,-1211.999999999991,-937.00000000001,,-6564.999999999973
2015.04.20,-848.0000000000043,-444.9999999999843,-844.0000000000003,38.0000000000047,-94.00000000000519,51.000000000001044,-906.0000000000068,26.999999999999247,-351.0000000000013,-843.0000000000035,-1207.0000000000025,-913.0000000000083,,-6335.000000000012
