date,USDCHF,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURCAD,EURAUD,NZDCAD,AUDNZD,empty,sum
2021.07.12,-124.00000000000189,0.0,-165.00000000000404,-250.00000000000577,-303.9999999999932,-40.99999999997994,0.0,-287.9999999999994,-202.9999999999976,-100.00000000000009,-32.999999999994145,-255.99999999998957,-83.9999999999952,-355.0000000000053,-167.9999999999904,,-2370.9999999999563
2021.07.12,-104.00000000000409,12.000000000000455,-156.00000000000057,-204.99999999999963,-238.99999999998923,-40.99999999997994,94.0000000000083,-278.9999999999959,-158.99999999999804,-60.99999999999994,74.0000000000185,-264.9999999999819,-73.00000000001194,-366.9999999999951,-113.99999999999189,,-1882.9999999999209
2021.07.12,-83.9999999999952,36.000000000001364,-195.9999999999962,-266.0000000000107,-244.9999999999841,-22.999999999995246,117.00000000000443,-311.00000000000574,-221.99999999999997,-41.000000000002146,23.00000000001745,-268.0000000000016,-112.000000000001,-429.99999999999704,-190.99999999998562,,-2212.999999999951
2021.07.12,-105.99999999999498,95.00000000001307,-194.0000000000053,-276.00000000000955,-265.0000000000041,-29.999999999996696,276.00000000001046,-319.0000000000026,-245.99999999999068,-36.999999999998145,158.99999999999804,-255.99999999998957,-39.999999999995595,-466.9999999999952,-109.99999999998789,,-1815.999999999949
2021.07.12,-82.00000000000429,66.0000000000025,-173.9999999999964,-282.99999999999994,-265.0000000000041,-30.999999999981043,251.00000000000477,-295.0000000000008,-240.99999999999122,-26.999999999999247,274.00000000001864,-249.99999999999466,15.999999999993797,-478.9999999999961,-61.99999999998429,,-1581.9999999999325
2021.07.12,-70.99999999999883,108.00000000000409,-182.00000000000438,-271.0000000000101,-241.99999999998667,19.00000000001345,322.00000000000273,-285.00000000000193,-218.99999999999142,-9.999999999998899,246.99999999999721,-210.99999999998343,-26.999999999999247,-441.99999999999795,-96.99999999999153,,-1360.999999999947
2021.07.12,-58.99999999999794,39.00000000000148,-168.99999999999693,-248.00000000000378,-244.9999999999841,17.000000000000348,288.0000000000109,-275.000000000003,-200.00000000000017,-34.99999999999615,268.0000000000016,-343.99999999998875,4.999999999988347,-426.00000000000415,-143.00000000000423,,-1526.9999999999766
2021.07.12,-73.00000000000084,40.00000000000625,-85.00000000000173,-145.00000000000622,-238.99999999998923,-13.999999999980695,258.0000000000098,-202.9999999999976,-110.99999999999443,-41.9999999999976,476.0000000000098,-352.9999999999811,204.00000000000418,-331.999999999999,-158.99999999999804,,-777.9999999999166
2021.07.12,-60.99999999999994,-65.99999999998829,-121.00000000000443,-194.0000000000053,-273.9999999999965,-10.999999999983245,193.00000000001205,-223.00000000000654,-143.9999999999997,-22.999999999995246,499.000000000005,-379.99999999998033,154.99999999999403,-370.9999999999991,-143.00000000000423,,-1163.9999999999518
2021.07.12,-102.99999999999754,-64.99999999999773,-56.0000000000005,-163.00000000000205,-312.9999999999855,-12.999999999996348,178.00000000001148,-161.00000000000003,-84.99999999999064,-21.999999999999797,672.0000000000059,-401.99999999999125,320.9999999999935,-365.99999999999966,-150.00000000000568,,-727.9999999999559
2021.07.12,-107.99999999999699,45.000000000001705,-39.00000000000014,-91.00000000000774,-326.0000000000041,-17.000000000000348,209.00000000000318,-175.99999999999838,-75.9999999999983,-13.999999999991797,621.0000000000049,-364.9999999999931,256.99999999999613,-309.0000000000037,-180.0000000000024,,-568.9999999999911
2021.07.12,-107.99999999999699,52.00000000000671,-73.99999999999629,-87.00000000000374,-261.0000000000001,-34.99999999998504,217.00000000001296,-211.00000000000563,-66.99999999999484,-34.000000000000696,477.0000000000163,-375.9999999999986,218.00000000000708,-307.99999999999716,-253.99999999999866,,-850.9999999999346
2021.07.12,-111.00000000000554,87.0000000000033,-67.00000000000594,-81.00000000000884,-251.99999999998556,-22.999999999995246,236.0000000000042,-200.00000000000017,-65.99999999999939,-51.99999999999649,479.0000000000072,-411.99999999999017,218.00000000000708,-304.00000000000426,-235.99999999999176,,-783.9999999999616
2021.07.12,-121.00000000000443,58.000000000006935,-6.0000000000060005,-21.00000000000435,-204.00000000000418,-20.999999999982144,186.00000000000705,-158.0000000000026,-21.999999999999797,-59.99999999999339,545.0000000000177,-434.9999999999854,309.0000000000037,-280.9999999999979,-229.99999999999687,,-460.9999999999417
2021.07.12,-131.00000000000333,47.000000000011255,10.999999999994348,-5.000000000010552,-205.99999999999508,-19.999999999997797,157.0000000000107,-156.00000000000057,-17.000000000000348,-58.000000000002494,545.0000000000177,-420.9999999999825,303.9999999999932,-265.0000000000041,-221.00000000000452,,-435.9999999999741
2021.07.12,-114.00000000000298,72.00000000000273,-21.00000000000435,-34.000000000000696,-222.99999999999542,-10.999999999983245,211.00000000001273,-175.99999999999838,-40.99999999999105,-52.99999999999194,529.0000000000017,-393.99999999998323,256.99999999999613,-280.9999999999979,-231.0000000000034,,-509.9999999999393
2021.07.12,-105.99999999999498,86.00000000001273,-36.0000000000027,-53.00000000000304,-222.99999999999542,5.000000000010552,228.9999999999992,-178.00000000000037,-44.99999999999504,-44.99999999999504,493.0000000000101,-400.00000000000034,242.99999999999324,-292.00000000000335,-204.00000000000418,,-525.9999999999686
