date,USDCHF,EURUSD,GBPCHF,EURCHF,CADCHF,EURGBP,EURJPY,EURCAD,EURAUD,empty,sum
2015.03.02,-75.9999999999983,-14.000000000002899,-144.0000000000108,-71.99999999998319,-39.00000000000014,-4.999999999999449,-46.00000000002069,-21.999999999988695,-35.00000000000725,,-453.00000000001137
2015.03.02,-85.00000000000173,-14.000000000002899,-160.00000000000458,-59.99999999999339,-39.00000000000014,-4.000000000004,-70.0000000000216,16.000000000016,46.999999999997044,,-369.00000000001523
2015.03.02,-136.99999999999824,-177.99999999998929,-217.0000000000005,-184.99999999999073,-67.00000000000594,-68.99999999999685,-164.0000000000157,-102.99999999998644,65.00000000000395,,-1054.9999999999795
2015.03.02,-153.00000000000313,-208.00000000000819,-107.99999999999699,-177.99999999998929,-63.00000000000195,-34.000000000000696,-185.00000000000227,-144.99999999999514,139.00000000000023,,-934.9999999999975
2015.03.02,-224.9999999999974,-202.9999999999976,-214.00000000000307,-175.99999999999838,-92.00000000000318,-36.0000000000027,-115.0000000000091,-110.99999999999443,39.999999999995595,,-1132.0000000000102
2015.03.02,-223.00000000000654,-168.99999999999693,-231.0000000000034,-45.99999999999049,-97.9999999999981,-12.000000000000899,-39.00000000001569,-58.99999999998684,141.99999999999767,,-735.0000000000011
2015.03.02,-213.00000000000762,-143.00000000000423,-228.00000000000597,-31.999999999987594,-156.00000000000057,7.0000000000014495,-55.00000000000682,-107.99999999999699,221.99999999998886,,-706.0000000000193
2015.03.02,-219.99999999999798,-140.99999999999113,-195.9999999999962,-11.999999999989797,-153.00000000000313,15.999999999993797,-63.0000000000166,-109.99999999998789,158.99999999999804,,-719.9999999999908
2015.03.02,-243.00000000000432,-90.99999999999665,-221.00000000000452,2.999999999997449,-177.00000000000495,39.999999999995595,-24.00000000000091,-69.9999999999923,241.99999999998667,,-541.0000000000239
2015.03.02,-282.0000000000045,-103.00000000000864,-238.0000000000049,68.00000000000139,-218.00000000000708,68.00000000000139,37.99999999998249,-95.00000000000064,380.9999999999869,,-381.00000000005355
2015.03.02,-279.00000000000705,-107.99999999999699,-164.99999999999292,49.00000000001015,-168.99999999999693,97.9999999999981,45.99999999999227,-48.99999999998794,536.9999999999875,,-39.99999999999386
2015.03.02,-224.000000000002,-78.00000000000028,-129.00000000000134,29.00000000001235,-163.99999999999747,107.00000000000153,59.99999999997385,-80.99999999999774,624.9999999999867,,144.9999999999756
2015.03.02,-202.0000000000022,-53.999999999998494,-69.00000000000794,28.000000000005798,-162.0000000000066,114.00000000000298,88.99999999999864,-75.00000000000284,753.0000000000036,,421.99999999999295
2015.03.02,-200.00000000000017,-48.99999999998794,-99.00000000000463,32.0000000000098,-156.00000000000057,117.00000000000044,94.99999999999886,-51.99999999998539,635.0000000000077,,323.00000000003814
2015.03.02,-204.99999999999963,-41.000000000002146,-154.0000000000097,75.00000000000284,-174.00000000000747,92.99999999999864,123.99999999999523,-48.000000000003595,697.9999999999986,,367.9999999999728
2015.03.02,-214.99999999999852,-21.00000000000435,-200.00000000000017,82.00000000000429,-202.9999999999976,90.99999999999665,50.99999999998772,-90.99999999999665,618.0000000000074,,111.99999999999875
2015.03.02,-228.00000000000597,-18.0000000000069,-197.00000000000273,91.00000000001884,-192.00000000000327,97.00000000000264,77.99999999997453,-37.99999999998249,550.9999999999903,,143.999999999985
2015.03.02,-245.0000000000063,-69.00000000000794,-212.99999999999653,45.000000000006146,-207.00000000000162,97.9999999999981,18.999999999977035,-93.99999999999409,553.9999999999878,,-112.0000000000374
2015.03.02,-273.000000000001,-112.000000000001,-218.00000000000708,-61.99999999998429,-207.00000000000162,76.99999999999375,-69.00000000001683,-126.0000000000039,540.9999999999915,,-449.00000000003047
2015.03.02,-294.00000000000534,-143.00000000000423,-219.99999999999798,-34.000000000000696,-185.00000000000182,68.99999999999685,2.999999999985903,-58.99999999998684,558.9999999999984,,-304.0000000000157
2015.03.02,-248.99999999999923,-42.999999999993044,-139.00000000000023,12.000000000012001,-117.00000000000044,126.99999999999933,65.99999999997408,87.00000000001484,697.9999999999986,,442.00000000000597
2015.03.02,-363.0000000000022,56.000000000011596,-307.99999999999716,112.000000000001,-245.0000000000063,212.99999999999653,300.9999999999877,165.9999999999995,811.9999999999905,,743.9999999999814
2015.03.02,-456.00000000000085,83.9999999999952,-465.0000000000043,361.0000000000113,-317.0000000000006,183.99999999999528,340.99999999997976,199.00000000001583,827.0,,757.9999999999915
2015.03.02,-404.0000000000044,127.99999999999478,-564.000000000009,389.0000000000171,-336.9999999999984,161.00000000000003,400.99999999998204,212.00000000001216,858.9999999999875,,844.9999999999817
2015.03.02,-445.0000000000065,306.00000000000625,-614.0000000000034,538.0000000000163,-407.99999999999727,259.9999999999936,473.99999999998954,304.00000000001535,828.0000000000065,,1243.0000000000202
2015.03.02,-457.0000000000074,307.99999999999716,-621.0000000000049,560.0000000000049,-406.00000000000637,282.99999999999994,445.99999999999795,248.00000000000378,855.0000000000058,,1215.999999999991
2015.03.02,-339.0000000000004,348.9999999999993,-442.00000000000904,531.0000000000148,-394.00000000000546,297.9999999999983,540.9999999999968,270.00000000001467,887.9999999999999,,1702.0000000000089
2015.03.02,-323.0000000000066,425.99999999999307,-360.0000000000048,615.00000000001,-291.0000000000079,381.99999999999346,574.9999999999886,551.0000000000126,960.9999999999897,,2535.999999999968
2015.03.02,-360.0000000000048,418.9999999999916,-334.9999999999964,632.0000000000103,-324.9999999999975,404.99999999999983,571.9999999999743,538.0000000000163,994.000000000006,,2539.9999999999995
