date,GBPUSD,USDJPY,USDCAD,GBPCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,CADJPY,NZDCAD,AUDNZD,empty,sum
2020.07.20,-224.000000000002,-81.99999999999363,-12.999999999996348,-228.00000000000597,-85.99999999999719,-139.99999999999568,-224.9999999999974,-221.99999999998,-22.999999999995246,-61.99999999998429,0.0,-50.00000000001137,-34.000000000000696,-92.00000000000318,,-1480.999999999963
2020.07.20,-225.99999999999287,-79.9999999999983,9.999999999998899,-225.00000000000853,-65.00000000000395,-98.99999999999353,-149.99999999999457,-215.99999999997976,28.999999999990145,107.00000000001265,167.9999999999904,-23.000000000010346,-36.999999999998145,35.999999999991594,,-770.9999999999962
2020.07.20,-269.9999999999925,-76.99999999999818,32.0000000000098,-218.00000000000708,7.9999999999968985,-112.99999999999643,-232.99999999999432,-274.99999999997726,270.99999999999903,95.00000000000064,200.00000000000017,-38.000000000010914,-107.99999999999699,43.999999999999595,,-681.9999999999675
2020.07.20,-269.9999999999925,-70.99999999999795,32.0000000000098,-119.00000000000244,17.000000000000348,-106.99999999999044,-232.99999999999432,-280.00000000000114,310.9999999999946,91.00000000001884,259.9999999999936,-45.000000000001705,-114.99999999999844,139.00000000000023,,-389.9999999999616
2020.07.20,-255.99999999998957,-51.9999999999925,53.999999999998494,-73.00000000001194,38.0000000000047,-92.99999999999864,-241.00000000000233,-236.99999999999477,313.99999999999204,107.99999999999699,275.000000000003,-23.000000000010346,-142.99999999999312,119.00000000000244,,-209.99999999999545
2020.07.20,-279.00000000000705,-86.99999999998909,29.00000000001235,-87.99999999999919,29.999999999996696,-118.99999999999133,-264.999999999993,-305.9999999999832,339.0000000000004,43.00000000001525,261.0000000000001,-59.00000000001171,-159.9999999999935,119.99999999998678,,-540.9999999999565
2020.07.20,-259.9999999999936,-115.99999999999966,39.00000000001125,-86.99999999999264,11.00000000000545,-124.99999999999733,-249.99999999999466,-306.99999999998795,289.0000000000059,33.00000000001635,207.00000000000162,-66.0000000000025,-154.99999999999403,112.000000000001,,-674.9999999999208
2020.07.20,-208.00000000000819,-519.999999999996,59.000000000009045,-86.99999999999264,-29.999999999996696,-129.9999999999968,-276.9999999999939,-551.9999999999925,144.99999999999514,25.00000000000835,208.99999999999253,-291.000000000011,-142.99999999999312,113.99999999999189,,-1685.999999999984
2020.07.20,-45.000000000006146,-411.00000000000136,133.00000000000534,-73.00000000001194,-39.999999999995595,-118.99999999999133,-317.0000000000006,-451.9999999999982,31.999999999987594,46.0000000000127,258.0000000000027,-227.00000000000387,-39.00000000000014,80.99999999999774,,-1173.0000000000032
2020.07.20,79.99999999999119,-378.9999999999907,181.9999999999933,18.999999999991246,-26.999999999999247,-51.99999999999649,-378.00000000000057,-272.99999999999613,-43.00000000001525,56.000000000011596,391.000000000008,-172.00000000001125,-22.999999999995246,56.99999999999594,,-562.0000000000136
