date,EURUSD,USDJPY,AUDUSD,EURCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURAUD,CADJPY,AUDCAD,empty,sum
2017.12.11,-16.000000000016,-15.000000000000568,-48.99999999999905,0.0,-170.00000000000347,-56.0000000000005,-307.99999999999716,-432.0000000000102,-33.00000000001546,-143.00000000000423,0.0,-24.000000000001798,,-1246.0000000000487
2017.12.11,8.999999999992347,-54.000000000002046,-22.999999999995246,53.999999999998494,-153.00000000000313,-17.000000000000348,-353.0000000000033,-426.9999999999996,-102.00000000000387,-117.99999999999588,47.000000000011255,19.999999999997797,,-1117.0000000000036
2017.12.11,37.99999999998249,-102.00000000000387,-14.000000000002899,38.99999999998904,-131.00000000000333,-35.999999999991594,-513.9999999999923,-507.000000000013,-182.00000000001637,-151.9999999999966,73.0000000000075,68.00000000000139,,-1420.0000000000396
2017.12.11,10.999999999983245,-60.000000000002274,-19.00000000000235,36.999999999998145,-119.00000000000244,18.0000000000069,-608.0000000000085,-561.0000000000115,-93.99999999999409,-134.00000000001188,48.00000000000182,107.00000000000153,,-1374.0000000000412
2017.12.11,22.999999999995246,-33.999999999991815,-14.999999999998348,46.999999999997044,-119.00000000000244,24.000000000001798,-621.0000000000049,-561.0000000000115,-64.99999999999773,-161.99999999999548,-7.999999999995566,104.00000000000409,,-1386.9999999999995
2017.12.11,41.99999999998649,-141.00000000000534,4.000000000004,52.99999999999194,-126.0000000000039,31.999999999998696,-590.0000000000016,-520.0000000000093,-242.999999999995,-147.00000000000824,22.00000000000557,117.00000000000044,,-1497.0000000000364
2017.12.11,65.99999999998829,-159.9999999999966,7.0000000000014495,24.000000000001798,-119.00000000000244,116.00000000000499,-553.0000000000035,-465.0000000000043,-308.9999999999975,-153.00000000000313,127.00000000000955,123.00000000000644,,-1295.9999999999952
2017.12.11,81.9999999999821,-128.0000000000001,68.99999999999685,34.000000000000696,-75.9999999999983,114.00000000000298,-575.9999999999987,-429.00000000001273,-254.0000000000191,-66.00000000001049,147.00000000000557,167.00000000000603,,-916.0000000000454
2017.12.11,110.99999999999443,-105.00000000000398,60.00000000000449,29.999999999996696,-79.00000000000685,109.99999999999899,-541.9999999999981,-392.00000000001455,-248.00000000001887,-87.00000000001484,144.00000000000546,160.00000000000458,,-838.0000000000525
2017.12.11,101.99999999997988,-112.99999999999955,56.0000000000005,28.000000000005798,-82.99999999999974,102.00000000000209,-567.9999999999907,-422.00000000001125,-259.00000000001455,-107.00000000001265,126.00000000000477,158.99999999999804,,-979.0000000000374
