date,GBPUSD,EURUSD,USDJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,CADJPY,AUDNZD,empty,sum
2019.08.05,-443.0000000000156,-106.00000000000608,-51.9999999999925,-31.000000000003247,-39.00000000000014,-256.0000000000007,-126.99999999998113,0.0,-196.99999999998852,-178.00000000001148,-63.00000000000239,0.0,,-1492.0000000000014
2019.08.05,-392.9999999999989,-82.00000000000429,-54.000000000002046,-53.00000000000304,-24.000000000001798,-221.99999999999997,231.99999999999932,363.0000000000022,-192.99999999999784,-147.99999999999258,-73.99999999999807,-11.00000000000545,,-659.0000000000025
2019.08.05,-388.0000000000106,-66.00000000001049,-37.9999999999967,-73.99999999999629,-39.999999999995595,-197.00000000000273,235.00000000001364,354.9999999999942,-171.99999999999704,-120.99999999999334,-103.9999999999992,1.0000000000065512,,-608.9999999999875
2019.08.05,-373.00000000000114,-62.000000000006494,-108.00000000000409,-75.9999999999983,-60.99999999999994,-202.9999999999976,334.0000000000032,337.99999999999386,-210.99999999999852,-45.000000000006146,-150.00000000000568,41.000000000002146,,-576.0000000000188
2019.08.05,-389.0000000000171,-59.000000000009045,-60.99999999999284,-100.00000000000009,-56.99999999999594,-209.00000000000364,247.0000000000141,319.0000000000026,-167.99999999999216,-7.0000000000014495,-128.0000000000001,85.00000000000173,,-526.999999999994
2019.08.05,-364.00000000000875,-49.99999999999449,-30.000000000001137,-63.00000000000195,-78.99999999999574,-207.00000000000162,265.0000000000148,354.9999999999942,-143.00000000000068,-7.0000000000014495,-112.00000000000898,133.00000000000534,,-302.00000000000045
2019.08.05,-492.0000000000035,-259.9999999999936,-48.99999999999238,-185.99999999999727,-236.00000000000287,-258.0000000000027,45.000000000015916,378.999999999996,-168.99999999999693,-208.99999999999253,-120.00000000000455,112.000000000001,,-1442.9999999999734
2019.08.05,-718.0000000000186,-293.0000000000099,191.0000000000025,-207.99999999999707,-246.00000000000176,-254.99999999999412,110.00000000001364,468.00000000000176,-125.0,-225.99999999999287,-12.000000000000455,205.99999999999508,,-1108.000000000002
2019.08.05,-650.0000000000173,-238.0000000000049,152.00000000000102,-436.9999999999985,-359.99999999999363,-195.9999999999962,-144.9999999999818,574.9999999999922,-106.99999999999932,-334.9999999999964,1.9999999999953388,25.999999999992696,,-1713.0000000000068
2019.08.05,-584.0000000000067,-269.9999999999925,430.9999999999974,-795.0000000000013,-619.0000000000028,-249.99999999999466,-456.99999999999363,585.9999999999976,222.0000000000084,-431.0000000000036,310.99999999999284,-49.99999999999449,,-1905.9999999999932
2019.08.05,-442.00000000000904,-207.00000000000162,435.0000000000023,-661.9999999999959,-490.999999999997,-356.9999999999962,-631.0000000000002,618.0000000000074,248.00000000000466,-541.9999999999981,369.99999999999034,-96.99999999999153,,-1757.9999999999852
2019.08.05,-343.00000000000443,-201.00000000000674,465.0000000000034,-529.0000000000017,-447.99999999999284,-358.0000000000028,-536.9999999999777,676.0000000000099,249.00000000000944,-590.0000000000016,461.9999999999891,-49.99999999999449,,-1203.9999999999702
2019.08.05,-453.0000000000145,-278.00000000000045,561.000000000007,-473.99999999999665,-344.99999999999534,-368.00000000000165,-568.9999999999884,662.000000000007,328.00000000000296,-585.0000000000133,501.99999999999534,-109.00000000000354,,-1128.0000000000014
2019.08.05,-442.00000000000904,-266.999999999995,576.0000000000076,-424.00000000000216,-273.000000000001,-375.0000000000031,-572.9999999999791,632.0000000000103,323.99999999999807,-567.0000000000064,500.99999999999056,-113.00000000000753,,-1000.9999999999965
2019.08.05,-426.00000000001523,-259.0000000000092,492.00000000000443,-436.00000000000307,-283.99999999999534,-368.00000000000165,-457.9999999999984,649.999999999995,228.00000000000864,-567.0000000000064,435.0000000000023,-124.99999999999733,,-1118.0000000000161
