date,EURJPY,AUDJPY,AUDNZD,empty,sum
2016.06.13,-73.99999999999807,-26.00000000001046,0.0,,-100.00000000000853
2016.06.13,-25.000000000005684,49.99999999999716,-66.99999999999484,,-42.00000000000337
2016.06.13,-43.00000000000637,10.99999999999568,-63.99999999999739,,-96.00000000000807
2016.06.13,-27.000000000001023,-34.99999999999659,-36.999999999998145,,-98.99999999999577
2016.06.13,66.99999999999307,18.000000000000682,-19.999999999997797,,64.99999999999595
2016.06.13,198.99999999999807,143.99999999999125,-37.99999999998249,,305.0000000000068
2016.06.13,186.9999999999976,150.99999999999625,-51.000000000001044,,286.99999999999284
2016.06.13,203.99999999999352,182.00000000000216,-89.99999999999008,,296.00000000000557
2016.06.13,417.0000000000016,348.99999999998954,-158.99999999999804,,606.9999999999931
2016.06.13,676.9999999999925,427.99999999999727,-210.99999999998343,,894.0000000000064
2016.06.13,640.0000000000006,338.99999999999864,-217.0000000000005,,761.9999999999986
2016.06.13,592.9999999999893,326.9999999999982,-241.99999999998667,,678.0000000000008
2016.06.13,670.9999999999923,381.9999999999908,-258.99999999998704,,793.9999999999961
2016.06.13,640.0000000000006,340.0000000000034,-263.99999999999756,,716.0000000000064
2016.06.13,686.9999999999976,399.0000000000009,-295.99999999998516,,790.0000000000134
2016.06.13,819.0000000000026,530.0000000000011,-317.9999999999961,,1031.0000000000075
2016.06.13,929.9999999999926,539.0000000000015,-332.9999999999833,,1136.000000000011
2016.06.13,885.9999999999957,506.0000000000002,-346.0000000000019,,1045.999999999994
2016.06.13,867.999999999995,492.999999999995,-364.9999999999931,,995.9999999999968
2016.06.13,655.0000000000011,347.999999999999,-373.99999999998545,,629.0000000000147
2016.06.13,554.000000000002,250.99999999999056,-303.9999999999932,,500.99999999999943
2016.06.13,558.9999999999975,245.9999999999951,-249.99999999999466,,554.999999999998
2016.06.13,359.99999999999943,78.00000000000296,-306.9999999999906,,131.00000000001177
2016.06.13,515.0000000000006,162.9999999999967,-349.99999999998363,,328.00000000001364
2016.06.13,658.9999999999918,335.9999999999985,-288.99999999998374,,706.0000000000066
2016.06.13,737.9999999999995,334.99999999999375,-185.99999999999727,,886.9999999999959
2016.06.13,646.9999999999914,316.0000000000025,-184.99999999999073,,778.0000000000032
2016.06.13,560.0000000000023,284.9999999999966,-181.9999999999933,,663.0000000000056
2016.06.13,570.999999999998,236.99999999999477,-171.99999999999437,,635.9999999999984
2016.06.13,474.9999999999943,188.99999999999295,-117.99999999999588,,545.9999999999914
2016.06.13,563.0000000000024,250.99999999999056,-212.99999999999653,,600.9999999999964
2016.06.13,665.9999999999968,350.9999999999991,-194.99999999998963,,822.0000000000063
2016.06.13,833.999999999989,448.99999999999807,-205.99999999999508,,1076.999999999992
2016.06.13,219.99999999999886,22.999999999996135,-168.99999999999693,,73.99999999999807
2016.06.13,-73.0000000000075,-54.000000000002046,-239.99999999999577,,-367.00000000000534
2016.06.13,-183.00000000000693,-82.00000000000784,-204.00000000000418,,-469.000000000019
2016.06.13,-50.00000000001137,-2.0000000000095497,-132.99999999998312,,-185.00000000000404
2016.06.13,13.999999999995794,27.999999999991587,-139.00000000000023,,-97.00000000001285
2016.06.13,98.99999999998954,55.999999999997385,-165.9999999999995,,-11.000000000012562
2016.06.13,310.99999999999284,222.99999999999898,-192.99999999999872,,340.99999999999307
2016.06.13,302.99999999999727,274.9999999999915,-187.99999999998818,,390.00000000000057
2016.06.13,200.9999999999934,251.99999999999534,-239.99999999999577,,212.99999999999298
2016.06.13,196.99999999998852,284.9999999999966,-317.9999999999961,,163.99999999998903
2016.06.13,161.00000000000136,272.99999999999613,-348.9999999999993,,84.99999999999818
2016.06.13,182.99999999999272,287.9999999999967,-293.99999999999426,,176.99999999999517
2016.06.13,140.99999999999113,289.0000000000015,-278.00000000000045,,151.99999999999216
2016.06.13,144.99999999999602,283.00000000000125,-261.9999999999845,,166.0000000000128
2016.06.13,100.99999999999909,280.00000000000114,-258.0000000000027,,122.99999999999756
2016.06.14,198.99999999999807,325.9999999999934,-116.99999999998934,,408.00000000000216
2016.06.14,271.0000000000008,358.99999999999466,-153.00000000000313,,476.9999999999923
2016.06.14,289.0000000000015,375.0,-164.99999999999292,,499.0000000000085
2016.06.14,337.99999999999386,391.9999999999959,-234.00000000000088,,495.99999999998886
2016.06.14,335.9999999999985,487.99999999999955,-330.9999999999924,,493.0000000000057
2016.06.14,173.00000000000182,348.99999999998954,-358.9999999999982,,162.99999999999318
2016.06.14,19.99999999999602,245.9999999999951,-249.99999999999466,,15.999999999996476
2016.06.14,51.9999999999925,222.99999999999898,-348.9999999999993,,-74.00000000000784
2016.06.14,283.00000000000125,313.99999999999295,-395.99999999999636,,200.99999999999784
2016.06.14,289.99999999999204,320.99999999999795,-426.9999999999996,,183.9999999999904
2016.06.14,298.0000000000018,368.9999999999998,-557.9999999999918,,109.00000000000978
2016.06.14,299.99999999999716,426.00000000000193,-618.9999999999918,,107.00000000000728
2016.06.14,366.9999999999902,472.999999999999,-539.0000000000006,,300.99999999998863
2016.06.14,373.9999999999952,444.9999999999932,-587.9999999999885,,230.9999999999999
2016.06.14,360.99999999999,444.9999999999932,-578.9999999999961,,226.99999999998704
2016.06.14,366.9999999999902,323.99999999999807,-675.9999999999877,,15.000000000000568
2016.06.14,506.9999999999908,384.9999999999909,-739.9999999999851,,151.9999999999966
2016.06.14,582.9999999999984,372.99999999999045,-702.9999999999869,,253.00000000000193
2016.06.14,542.9999999999922,345.9999999999894,-685.9999999999866,,202.999999999995
2016.06.14,733.9999999999947,435.0000000000023,-512.9999999999857,,656.0000000000111
