names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,15,"['EURNZD', 'GBPAUD', 'GBPUSD', 'GBPJPY']",100.0,0.022904761904761893,S
GBPUSD,30,"['AUDCAD', 'GBPAUD', 'NZDCAD', 'EURNZD', 'AUDNZD', 'AUDUSD', 'NZDUSD', 'AUDCHF', 'NZDCHF']",100.0,-0.92,B
EURUSD,20,"['AUDNZD', 'EURNZD']",80.0,-0.5362588522588523,B
USDCAD,10,['CHFJPY'],80.0,-0.2712222222222222,B
AUDUSD,50,['USDCAD'],80.0,0.2984093425775775,S
NZDUSD,50,['USDJPY'],100.0,-0.2096124221774983,B
GBPCHF,50,['USDJPY'],80.0,-0.23264034610789752,B
CADCHF,50,"['EURAUD', 'AUDCHF', 'NZDCHF', 'GBPJPY']",80.0,0.27947890997891,S
AUDCHF,15,"['USDJPY', 'AUDJPY']",100.0,-0.3590007215007215,B
NZDCHF,30,['USDJPY'],100.0,-0.3502375565439034,B
EURGBP,50,"['GBPCHF', 'EURCAD', 'CADCHF']",80.0,0.3858935557906149,S
GBPAUD,15,['CHFJPY'],80.0,0.5232207792207793,S
EURJPY,50,"['GBPCHF', 'EURGBP']",80.0,-0.6082708617714097,B
EURCAD,15,"['GBPUSD', 'GBPCAD']",100.0,0.6624033189033192,S
CADJPY,50,"['GBPCHF', 'GBPCAD']",80.0,-0.5728862685683324,B
AUDNZD,20,['EURGBP'],80.0,0.5311696081696085,S
