date,USDCAD,NZDUSD,GBPCHF,AUDCHF,EURGBP,EURJPY,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.14,-18.999999999991246,-3.0000000000085514,-234.00000000000088,-67.00000000000594,0.0,-15.000000000000568,-196.0000000000184,-12.000000000000899,-7.0000000000014495,-80.99999999999774,,-634.0000000000257
2019.10.14,-18.999999999991246,26.999999999999247,-242.99999999999324,-173.00000000000094,36.999999999998145,27.999999999991587,-167.00000000000603,2.000000000002,5.999999999994898,-169.00000000001913,,-671.0000000000247
2019.10.14,17.000000000000348,36.999999999998145,-245.99999999999068,-150.00000000000568,18.0000000000069,91.99999999999875,-229.00000000001253,26.000000000003798,-26.999999999999247,-217.0000000000005,,-679.0000000000007
2019.10.14,33.00000000001635,23.999999999990695,-313.00000000000773,-202.0000000000022,18.0000000000069,140.00000000000057,-165.00000000001512,17.999999999995797,-31.000000000003247,-199.00000000001583,,-677.0000000000338
2019.10.14,2.0000000000131024,-1.0000000000065512,-323.99999999999096,-194.0000000000053,13.00000000000745,103.9999999999992,-214.00000000000307,17.000000000000348,-42.0000000000087,-230.00000000001907,,-869.0000000000136
2019.10.14,-24.999999999986144,-28.000000000005798,-187.99999999998818,-219.99999999999798,84.0000000000063,96.9999999999942,-284.00000000001756,56.99999999999594,-70.0000000000034,-284.00000000001756,,-861.00000000002
2019.10.14,-92.99999999998754,-87.99999999999919,-83.9999999999952,-229.99999999999687,155.00000000000514,-53.00000000001148,-446.0000000000131,12.999999999996348,-110.00000000001009,-286.00000000000847,,-1222.0000000000205
2019.10.14,-117.99999999999588,-125.00000000000844,83.00000000001084,-85.00000000000173,204.99999999999963,-154.00000000001057,-518.0000000000184,-44.99999999999504,-142.00000000000878,-269.00000000000813,,-1168.0000000000364
2019.10.14,-165.9999999999995,-239.0000000000003,109.00000000000354,-23.00000000000635,221.00000000000452,-192.00000000000728,-827.0,-117.99999999999588,-256.0000000000007,-372.00000000001677,,-1863.0000000000189
2019.10.14,-160.99999999998892,-212.00000000000108,215.00000000000963,-2.000000000002,275.99999999999847,-192.00000000000728,-764.0000000000091,-82.99999999999974,-247.00000000000833,-387.000000000004,,-1557.0000000000123
2019.10.14,-102.99999999998644,-187.00000000000384,258.0000000000027,-1.0000000000065512,294.00000000000534,-140.00000000000057,-719.000000000003,-73.00000000000084,-236.00000000000287,-370.00000000000364,,-1276.9999999999995
2019.10.14,-129.99999999998568,-301.0000000000068,348.9999999999993,24.000000000001798,307.0000000000017,-109.00000000000887,-1022.0000000000118,-68.00000000000139,-359.0000000000093,-504.9999999999999,,-1814.000000000021
2019.10.14,-107.99999999999699,-242.00000000000887,395.000000000012,12.000000000000899,302.0000000000023,-79.9999999999983,-867.0000000000177,9.999999999998899,-301.0000000000068,-504.9999999999999,,-1384.0000000000146
2019.10.14,-89.99999999999008,-178.00000000000037,333.0000000000055,12.000000000000899,270.0000000000036,-54.000000000002046,-748.0000000000153,12.000000000000899,-224.000000000002,-470.00000000001484,,-1137.0000000000136
2019.10.14,-89.99999999999008,-159.00000000000912,191.00000000000784,-18.0000000000069,221.00000000000452,-29.000000000010573,-712.0000000000015,17.999999999995797,-201.00000000000674,-428.00000000000614,,-1207.0000000000227
2019.10.14,-78.00000000000028,-153.00000000000313,164.99999999999292,-23.00000000000635,213.00000000000762,-19.000000000005457,-731.000000000015,29.000000000001247,-197.00000000000273,-434.000000000001,,-1228.0000000000323
2019.10.14,-114.99999999999844,-164.00000000000858,200.00000000000017,32.999999999994145,192.00000000000327,-44.00000000001114,-684.000000000018,-5.999999999994898,-187.00000000000384,-387.000000000004,,-1162.0000000000414
2019.10.14,-127.99999999999478,-182.00000000000438,235.99999999999176,48.99999999999905,219.99999999999798,-88.99999999999864,-709.0000000000041,-9.999999999998899,-204.00000000000418,-354.0000000000099,,-1171.000000000026
2019.10.14,-115.99999999998278,-180.0000000000024,316.0000000000052,31.999999999998696,275.99999999999847,-127.00000000000955,-731.000000000015,-102.00000000000209,-228.00000000000597,-344.00000000001097,,-1204.0000000000264
2019.10.14,-161.99999999999548,-209.9999999999991,554.9999999999944,114.00000000000298,353.99999999999875,-305.0000000000068,-772.0000000000172,-121.99999999999989,-221.99999999999997,-317.0000000000117,,-1087.000000000034
2019.10.14,-144.99999999999514,-223.00000000000654,482.00000000000466,102.00000000000209,318.00000000000716,-254.0000000000049,-687.0000000000153,-153.00000000000313,-262.00000000000665,-295.0000000000008,,-1117.0000000000186
2019.10.14,-154.99999999999403,-267.00000000000614,275.000000000003,90.0000000000012,223.00000000000654,-290.00000000000625,-804.0000000000047,-224.000000000002,-309.99999999999915,-274.00000000001864,,-1736.00000000002
2019.10.14,-139.9999999999846,-320.00000000000915,374.999999999992,142.99999999999312,340.00000000000693,-300.00000000001137,-1004.0000000000049,-290.00000000000136,-395.0000000000009,-280.0000000000136,,-1871.0000000000339
2019.10.14,-105.99999999998388,-309.99999999999915,428.9999999999905,197.99999999999818,385.99999999999744,-165.00000000000625,-1069.0000000000089,-270.99999999999903,-387.000000000004,-295.0000000000008,,-1590.000000000016
