,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDJPY,30,"['NZDUSD', 'EURJPY', 'AUDCAD']",80.0,0.6374768926812205,B
1,1,EURCHF,20,"['GBPUSD', 'USDJPY', 'AUDJPY']",100.0,0.9844715453990464,B
2,2,CHFJPY,10,"['EURGBP', 'AUDCHF']",80.0,0.4295610317460248,B
3,3,EURGBP,20,"['CHFJPY', 'GBPUSD', 'CADCHF', 'EURCAD']",100.0,-0.9836425000000001,S
4,4,GBPCAD,10,"['NZDCHF', 'AUDCAD']",80.0,0.7872,B
5,5,EURJPY,50,"['NZDUSD', 'CHFJPY', 'GBPAUD']",80.0,0.9733677351264659,B
6,6,EURCAD,10,['NZDUSD'],80.0,0.3349746825396794,B
7,7,EURNZD,10,"['EURNZD', 'EURUSD', 'EURCAD']",80.0,0.8063,B
8,8,CADJPY,15,"['CHFJPY', 'GBPCAD']",80.0,0.9986363408813402,B
9,9,AUDCAD,10,"['AUDUSD', 'EURUSD', 'USDCAD', 'NZDUSD']",80.0,0.9720239285714293,B
10,10,NZDCAD,10,['EURUSD'],80.0,0.9616499999999994,B
