date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.11,-36.999999999998145,-18.999999999991246,-15.00000000000945,0.0,0.0,-79.00000000000685,-53.999999999998494,-41.000000000002146,-143.9999999999997,-51.000000000001044,-100.00000000000009,-12.999999999996348,-117.00000000001864,-61.99999999998429,0.0,-99.99999999999432,-48.000000000003595,-66.00000000001049,-200.00000000000284,-29.000000000001247,-41.000000000002146,-60.99999999999994,,-1277.000000000021
2018.06.11,-40.00000000000669,-20.999999999982144,-19.00000000001345,6.000000000000227,27.00000000001035,-194.0000000000053,-51.000000000001044,-31.000000000003247,-145.00000000000622,-148.99999999999915,-204.99999999999963,36.999999999998145,-118.00000000002342,157.00000000000713,-214.99999999998744,-94.99999999999886,85.00000000000173,-188.00000000001037,-206.00000000000307,-31.000000000003247,-135.00000000000733,-163.9999999999864,,-1695.000000000019
2018.06.11,-65.99999999999939,-55.99999999998939,-14.000000000002899,10.99999999999568,33.000000000005244,-111.00000000000554,-120.99999999999334,-60.000000000015596,-223.00000000000654,-127.99999999999478,-148.0000000000037,45.000000000006146,-303.0000000000257,134.00000000001188,-73.99999999999629,-205.99999999998886,132.99999999998312,0.9999999999843467,-344.99999999999886,21.999999999999797,-30.000000000007798,-142.99999999998204,,-1649.0000000000246
2018.06.11,-79.00000000000685,-58.000000000002494,-16.000000000016,115.99999999999966,43.00000000000415,-117.00000000000044,-127.99999999999478,-69.00000000000794,-246.00000000000176,-124.99999999999733,-154.99999999999403,53.00000000000304,-301.00000000001614,161.99999999999548,5.000000000010552,-213.99999999999864,182.99999999999983,23.999999999979593,-359.99999999999943,54.999999999993946,32.999999999994145,-141.99999999999767,,-1336.0000000000534
2018.06.11,-81.00000000000884,-68.00000000000139,-31.000000000003247,78.00000000000296,52.000000000007596,-121.99999999999989,-148.99999999999915,-80.00000000001339,-219.99999999999798,-143.9999999999997,-146.99999999999713,58.000000000002494,-243.99999999999977,167.00000000000603,-9.999999999998899,-169.00000000001114,180.99999999998673,35.999999999991594,-317.99999999999784,29.000000000001247,12.000000000000899,-151.9999999999966,,-1322.0000000000255
2018.06.11,-81.00000000000884,-92.99999999998754,-128.000000000017,84.00000000000318,77.00000000000485,-185.99999999999727,-161.00000000001114,-174.00000000000747,-231.0000000000034,-193.99999999999417,-219.00000000000253,63.00000000000195,-327.0000000000266,155.00000000001623,-90.99999999999665,-324.0000000000123,113.99999999999189,36.999999999998145,-358.0000000000041,3.999999999992898,-36.999999999998145,-133.99999999998968,,-2204.0000000000473
2018.06.11,-126.0000000000039,-92.00000000000318,-124.00000000001299,97.99999999999898,73.00000000000084,-231.99999999999886,-215.99999999999397,-215.99999999999397,-292.00000000000335,-221.99999999999997,-287.9999999999994,106.00000000000608,-384.00000000001455,225.00000000000853,-130.99999999999224,-355.99999999999454,139.00000000000023,-59.000000000009045,-418.00000000000637,2.999999999997449,-78.00000000000028,-129.99999999998568,,-2720.0
2018.06.11,-112.000000000001,-156.00000000000057,-267.0000000000172,97.99999999999898,83.00000000001084,-257.0000000000072,-215.00000000000963,-296.0000000000074,-268.0000000000016,-222.99999999999542,-288.9999999999948,117.99999999999588,-393.0000000000007,197.00000000000273,-160.99999999998892,-466.0000000000082,-2.999999999997449,-51.000000000001044,-400.0000000000057,-9.999999999998899,-92.00000000000318,-68.00000000000139,,-3231.000000000032
2018.06.11,-52.000000000007596,-167.9999999999904,-286.00000000000847,120.99999999999511,161.00000000000003,-290.00000000000136,-201.00000000000674,-304.00000000001535,-275.99999999999847,-256.99999999999613,-304.9999999999997,178.99999999999582,-435.0000000000023,158.99999999999804,-212.99999999999653,-515.0000000000148,-34.000000000000696,5.999999999994898,-447.00000000000273,-55.000000000005045,-136.99999999999824,-85.99999999998609,,-3435.000000000047
2018.06.11,-21.00000000000435,-201.99999999999108,-345.0000000000175,105.00000000000398,177.00000000000495,-319.0000000000026,-174.99999999999181,-310.9999999999946,-258.0000000000027,-241.99999999999778,-314.0000000000032,180.0000000000024,-424.0000000000066,121.00000000001555,-185.99999999999727,-548.0000000000018,-92.00000000000318,-6.000000000017103,-436.9999999999976,-68.00000000000139,-153.00000000000313,-99.99999999998899,,-3617.9999999999964
2018.06.11,-75.00000000000284,-187.99999999998818,-327.00000000001063,123.00000000000466,190.00000000000128,-292.9999999999988,-215.99999999999397,-320.00000000000915,-268.99999999999704,-252.99999999999213,-327.99999999999494,190.99999999999673,-428.0000000000257,226.00000000001506,-190.00000000000128,-527.9999999999916,-15.00000000000945,-7.0000000000014495,-427.99999999999727,-33.000000000005244,-135.00000000000733,-112.000000000001,,-3415.000000000011
2018.06.11,-190.00000000000128,-113.99999999999189,-270.99999999999903,167.0000000000016,176.0000000000095,-277.000000000005,-297.9999999999983,-419.0000000000138,-362.00000000000676,-329.999999999997,-380.00000000000256,204.99999999999963,-664.0000000000157,261.0000000000001,-241.99999999998667,-760.9999999999957,-4.000000000004,5.999999999994898,-612.9999999999995,-29.000000000001247,-126.99999999999933,-64.99999999998174,,-4330.9999999999945
2018.06.11,-159.00000000000912,-87.99999999999919,-240.00000000001796,356.9999999999993,160.00000000000458,-284.0000000000065,-272.99999999998994,-388.9999999999949,-328.0000000000061,-309.99999999999915,-378.999999999996,206.00000000000617,-685.0000000000023,304.00000000001535,-238.0000000000049,-766.9999999999959,34.000000000000696,-21.00000000000435,-594.0000000000083,-26.000000000003798,-133.00000000000534,-95.00000000000064,,-3948.0000000000177
2018.06.11,-150.00000000000568,-64.99999999998174,-209.9999999999991,409.9999999999966,179.00000000000693,-258.9999999999981,-234.00000000000088,-341.99999999999784,-311.00000000000574,-287.9999999999994,-346.9999999999973,197.99999999999818,-681.0000000000116,306.00000000000625,-246.99999999999721,-753.0000000000143,52.99999999999194,-9.000000000014552,-609.9999999999994,-31.999999999998696,-104.99999999999955,-88.99999999998354,,-3586.000000000005
