date,GBPCHF,EURCHF,CHFJPY,EURJPY,EURAUD,AUDCAD,empty,sum
2018.10.29,0.0,-74.99999999998064,0.0,-74.00000000001228,-11.00000000000545,-8.999999999992347,,-168.99999999999073
2018.10.29,127.99999999999478,-89.99999999999008,120.99999999999511,-42.00000000000159,-62.99999999999084,33.000000000005244,,87.00000000001265
2018.10.29,136.99999999998712,-103.99999999999298,152.00000000000102,-15.000000000000568,-116.99999999998934,48.99999999999905,,102.0000000000043
2018.10.29,154.99999999999403,-114.99999999999844,156.99999999999648,-25.000000000005684,-85.00000000000173,46.00000000000159,,132.99999999998624
2018.10.29,166.99999999998383,-101.99999999997988,171.99999999999704,12.000000000000455,-82.00000000000429,14.000000000002899,,181.00000000000006
2018.10.29,171.99999999999437,-89.99999999999008,162.9999999999967,-40.00000000000625,2.999999999997449,-26.999999999999247,,180.99999999999295
2018.10.29,181.9999999999933,-86.99999999999264,131.00000000000023,-85.00000000000796,-38.99999999998904,-17.999999999995797,,84.00000000000809
2018.10.29,210.99999999998343,-84.99999999997954,-6.000000000000227,-219.0000000000083,0.0,-12.999999999996348,,-112.00000000000098
2018.10.29,218.99999999999142,-93.99999999999409,-16.999999999995907,-195.0000000000074,1.0000000000065512,-4.999999999999449,,-90.99999999999886
2018.10.29,243.99999999999977,-124.99999999999733,-12.000000000000455,-186.00000000000705,-95.00000000000064,-1.999999999990898,,-175.9999999999966
2018.10.29,235.99999999999176,-117.99999999999588,34.99999999999659,-109.99999999999943,-225.99999999999287,81.00000000000884,,-101.99999999999099
2018.10.29,245.99999999999068,-96.99999999999153,88.99999999999864,-76.00000000000762,-249.99999999999466,121.00000000000443,,32.99999999999994
2018.10.29,225.99999999999287,-61.99999999998429,117.999999999995,-100.99999999999909,-187.00000000000384,91.00000000000774,,85.0000000000084
2018.10.29,238.99999999998923,-95.999999999985,117.00000000000443,-87.0000000000033,-205.99999999999508,99.00000000000463,,66.0000000000149
2018.10.29,240.9999999999801,-82.99999999998863,147.00000000000557,-39.00000000000148,-346.0000000000019,114.00000000000298,,33.999999999996675
2018.10.29,247.99999999998158,-96.99999999999153,132.000000000005,-47.000000000011255,-276.9999999999939,143.9999999999997,,102.99999999998957
2018.10.29,232.99999999999432,-124.99999999999733,91.99999999999875,-74.00000000001228,-188.9999999999947,100.00000000000009,,36.99999999998883
2018.10.29,258.99999999998704,-139.9999999999846,90.99999999999397,-44.00000000001114,-32.999999999994145,59.000000000009045,,192.00000000000017
2018.10.29,243.99999999999977,-197.99999999998707,126.99999999999534,-30.000000000001137,-73.99999999999629,107.00000000000153,,176.00000000001216
2018.10.29,144.99999999999514,-222.99999999999542,147.00000000000557,59.99999999998806,-134.99999999999625,146.00000000000168,,139.99999999999878
2018.10.29,166.99999999998383,-228.99999999999034,36.000000000001364,-85.00000000000796,-287.9999999999994,116.00000000000499,,-283.0000000000075
2018.10.29,157.99999999999147,-218.99999999999142,-28.999999999996362,-171.00000000000648,-292.9999999999877,75.00000000000284,,-478.9999999999876
2018.10.29,188.9999999999947,-190.99999999998562,-87.99999999999386,-293.00000000000637,-378.999999999996,42.0000000000087,,-719.9999999999784
2018.10.29,339.0000000000004,-269.9999999999925,-12.000000000000455,-91.00000000000819,-313.00000000000773,8.000000000008,,-339.00000000000045
2018.10.29,320.9999999999935,-361.9999999999957,153.99999999999636,92.99999999998931,-313.99999999999204,-26.999999999999247,,-135.0000000000078
