date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURAUD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.14,-81.00000000000884,-127.00000000001043,31.000000000003247,2.999999999997449,-24.000000000001798,42.999999999993044,-68.00000000000139,91.99999999999875,-13.00000000000745,75.9999999999983,79.00000000000685,-123.99999999999079,52.000000000007596,-46.00000000000159,-25.999999999992696,-65.00000000000395,,-198.00000000001373
2019.10.14,-48.000000000003595,-153.00000000000313,42.0000000000087,-17.000000000000348,-70.99999999999883,66.99999999999484,-1.999999999990898,114.99999999999488,-94.00000000000519,107.00000000000153,58.000000000002494,-139.00000000000023,-67.9999999999792,-93.99999999999409,-50.99999999998994,-134.00000000001188,,-481.9999999999748
2019.10.14,-109.00000000000354,-202.9999999999976,21.999999999988695,-68.00000000000139,-82.00000000000429,71.99999999999429,-65.00000000000395,206.99999999999363,-138.00000000000477,141.99999999999767,33.000000000005244,-157.00000000000713,-65.99999999998829,-63.99999999999739,-14.999999999998348,-161.00000000001114,,-652.0000000000384
2019.10.14,-190.00000000000128,-181.00000000000892,-15.999999999993797,-66.00000000001049,-70.99999999999883,47.9999999999925,-116.99999999998934,185.99999999999284,-182.99999999999983,168.00000000000148,18.0000000000069,-130.0000000000079,-102.99999999998644,-51.000000000001044,21.00000000000435,-184.00000000000637,,-851.0000000000064
2019.10.14,-197.00000000000273,-55.000000000005045,-39.00000000001125,-7.0000000000014495,-53.999999999998494,14.999999999998348,-103.99999999999298,122.99999999999045,-173.00000000000094,139.00000000000023,91.00000000000774,-28.000000000005798,-87.99999999999919,-60.99999999999994,25.00000000000835,-205.00000000001074,,-618.0000000000234
2019.10.14,-196.00000000000728,43.999999999999595,-32.0000000000098,18.999999999991246,-100.00000000000009,14.999999999998348,-109.99999999998789,144.99999999999602,-218.00000000000708,136.99999999999824,158.0000000000026,63.99999999999739,-187.99999999998818,-146.00000000000168,9.00000000000345,-280.9999999999979,,-680.0000000000131
2019.10.14,-178.00000000000037,211.00000000000563,-53.999999999998494,89.99999999999008,26.000000000003798,-73.00000000000084,-69.9999999999923,41.99999999998738,-78.00000000000028,39.999999999995595,260.00000000000466,194.0000000000053,84.0000000000174,-26.000000000003798,77.00000000000485,-233.00000000001654,,312.000000000002
2019.10.14,-126.0000000000039,150.99999999999002,-36.999999999998145,76.99999999999375,46.00000000000159,-82.99999999999974,-29.999999999996696,45.99999999999227,-24.000000000001798,-0.999999999995449,231.99999999999886,131.99999999999878,160.00000000000458,11.00000000000545,98.0000000000092,-219.00000000001364,,432.9999999999851
2019.10.14,-121.99999999999989,246.99999999999721,-55.000000000005045,139.00000000000023,104.00000000000409,-204.99999999999963,-4.999999999988347,24.00000000000091,34.99999999999615,-124.99999999999733,279.00000000000705,181.9999999999933,265.0000000000041,44.99999999999504,221.99999999999997,-334.00000000001205,,695.9999999999957
2019.10.14,-79.00000000000685,242.99999999999324,-28.999999999990145,65.99999999998829,43.00000000000415,-160.00000000000458,15.999999999993797,51.9999999999925,2.999999999997449,-107.00000000000153,300.0000000000003,269.9999999999925,160.00000000000458,14.000000000002899,209.9999999999991,-352.000000000019,,649.9999999999467
2019.10.14,-31.000000000003247,268.0000000000016,-41.000000000002146,87.99999999999919,63.00000000000195,-174.00000000000747,83.9999999999952,122.99999999999045,58.000000000002494,-151.9999999999966,309.99999999999915,278.00000000000045,187.00000000000384,24.999999999997247,212.00000000000108,-343.00000000000443,,954.9999999999787
2019.10.14,0.999999999995449,287.9999999999994,-35.00000000000725,85.99999999998609,22.999999999995246,-229.00000000000142,110.00000000001009,191.99999999999307,37.99999999999359,-226.00000000000398,329.00000000000153,306.9999999999906,106.00000000000608,-26.999999999999247,287.9999999999994,-499.000000000005,,751.9999999999538
