date,GBPUSD,USDCAD,AUDUSD,GBPCHF,AUDCHF,EURGBP,GBPAUD,EURJPY,EURNZD,NZDCAD,empty,sum
2021.05.10,159.00000000002024,-51.000000000001044,-123.99999999999079,-381.99999999999346,-17.999999999995797,-107.00000000000153,-576.9999999999831,362.0000000000232,-488.9999999999839,-56.99999999999594,,-1283.999999999902
2021.05.10,159.00000000002024,-45.99999999999049,-127.99999999999478,-435.9999999999919,-46.00000000000159,-102.00000000000209,-590.999999999986,355.0000000000182,-467.99999999997954,-48.000000000003595,,-1350.9999999999118
2021.05.10,212.00000000001216,-19.999999999997797,-107.99999999999699,-487.99999999999955,-65.99999999999939,-159.9999999999935,-607.9999999999864,292.0000000000016,-343.99999999998875,-28.000000000005798,,-1317.9999999999545
2021.05.10,445.0000000000065,19.999999999997797,-51.99999999999649,-659.999999999994,-97.9999999999981,-268.99999999999704,-776.9999999999833,306.0000000000116,-339.0000000000004,-19.999999999997797,,-1443.9999999999511
2021.05.10,388.0000000000106,32.999999999994145,-22.999999999995246,-656.0000000000122,-147.99999999999258,-266.999999999995,-644.0000000000001,255.00000000002387,-314.99999999999864,-48.99999999999905,,-1425.9999999999643
2021.05.10,592.9999999999991,173.00000000000094,45.000000000006146,-710.999999999995,-136.99999999999824,-361.0000000000002,-744.9999999999957,348.0000000000132,-203.99999999998198,-55.000000000005045,,-1053.9999999999568
2021.05.10,603.0000000000202,222.99999999999542,40.00000000000669,-655.0000000000056,-95.99999999999609,-334.9999999999964,-768.9999999999975,530.0000000000011,-264.9999999999819,-95.99999999999609,,-819.9999999999501
2021.05.10,595.0000000000122,95.00000000000064,-71.99999999999429,-739.0000000000008,-46.00000000000159,-415.99999999999415,-1013.9999999999816,427.99999999999727,-285.99999999998624,-99.00000000000463,,-1553.9999999999532
2021.05.10,716.0000000000056,68.00000000000139,-36.999999999998145,-861.0000000000007,-83.9999999999952,-496.99999999999187,-1091.9999999999818,335.00000000000796,-273.9999999999965,-78.00000000000028,,-1803.9999999999498
2021.05.10,801.0000000000073,200.00000000000017,103.00000000000864,-832.9999999999949,-151.9999999999966,-468.00000000000176,-879.9999999999919,359.00000000000887,-154.99999999999403,-29.999999999996696,,-1054.999999999951
2021.05.10,855.0000000000058,107.00000000001265,146.00000000000168,-841.0000000000028,-165.9999999999995,-417.99999999999613,-855.9999999999901,415.9999999999968,-292.9999999999877,51.000000000001044,,-998.9999999999585
2021.05.10,768.0000000000131,24.000000000001798,157.00000000000713,-818.0000000000076,-209.9999999999991,-436.9999999999985,-715.9999999999833,255.00000000002387,-133.99999999998968,119.99999999999788,,-990.9999999999344
2021.05.10,869.0000000000086,-11.999999999989797,171.00000000001003,-947.000000000009,-243.99999999999977,-473.99999999999665,-807.9999999999865,308.9999999999975,-201.99999999999108,136.00000000000279,,-1201.999999999954
2021.05.10,926.0000000000045,0.0,232.00000000000998,-970.0000000000042,-283.99999999999534,-508.9999999999928,-744.9999999999957,320.0000000000216,-225.99999999999287,121.00000000000443,,-1134.9999999999404
2021.05.10,958.0000000000144,32.999999999994145,248.00000000000378,-929.000000000002,-259.9999999999936,-529.0000000000017,-743.9999999999891,276.00000000001046,-95.999999999985,158.99999999999804,,-883.9999999999503
2021.05.10,1000.0000000000009,25.00000000000835,239.0000000000003,-1015.9999999999947,-275.99999999999847,-591.9999999999925,-827.0,358.0000000000041,-123.99999999999079,112.000000000001,,-1100.9999999999618
2021.05.10,1058.0000000000034,62.000000000006494,245.0000000000063,-920.9999999999941,-200.00000000000017,-595.9999999999966,-882.9999999999893,349.00000000001796,-129.99999999998568,114.99999999999844,,-900.9999999999332
2021.05.10,1267.0000000000182,48.000000000003595,308.00000000000824,-1073.0000000000127,-236.99999999999832,-691.9999999999926,-1005.9999999999958,299.0000000000066,-68.99999999998573,187.9999999999993,,-966.9999999999493
2021.05.10,1429.0000000000136,188.00000000001037,308.00000000000824,-1173.0000000000018,-210.99999999999451,-766.0,-1211.999999999991,305.0000000000068,-180.99999999998673,51.000000000001044,,-1261.9999999999338
2021.05.10,1313.0000000000086,290.00000000001245,309.0000000000037,-1082.0000000000052,-219.00000000000253,-674.9999999999923,-1059.9999999999943,349.00000000001796,-204.99999999998852,-9.00000000000345,,-988.9999999999435
2021.05.10,1067.000000000018,11.00000000000545,87.00000000000374,-1086.9999999999936,-144.99999999999514,-635.9999999999922,-1254.9999999999839,286.00000000000136,-293.99999999999426,31.999999999998696,,-1933.999999999932
2021.05.10,1366.0000000000005,80.00000000001339,136.00000000000279,-1241.0000000000032,-125.99999999999278,-763.0000000000026,-1519.999999999988,292.0000000000016,-266.999999999995,51.99999999999649,,-1990.9999999999668
2021.05.10,1354.0000000000107,283.000000000011,114.00000000000298,-1205.0000000000116,-93.99999999999409,-791.9999999999927,-1553.9999999999886,239.00000000000432,-73.99999999999629,-34.000000000000696,,-1762.999999999955
2021.05.10,1318.000000000019,351.99999999999676,145.00000000000622,-1185.9999999999982,-126.99999999999933,-764.9999999999934,-1442.9999999999943,264.00000000001,-35.999999999991594,-58.99999999999794,,-1536.9999999999427
2021.05.10,1471.0,344.00000000001097,175.00000000000293,-1208.000000000009,-90.0000000000012,-805.0000000000001,-1566.0000000000007,304.00000000000205,-2.999999999997449,22.999999999995246,,-1354.9999999999975
2021.05.10,1368.0000000000136,378.999999999996,116.00000000000499,-1158.9999999999989,-63.00000000000195,-751.9999999999972,-1567.9999999999916,359.00000000000887,-95.999999999985,-60.99999999999994,,-1476.9999999999511
2021.05.10,1382.0000000000166,329.00000000000153,62.000000000006494,-1302.0000000000032,-87.99999999999919,-822.9999999999959,-1710.999999999996,314.0000000000214,-129.99999999998568,-109.00000000000354,,-2075.9999999999372
2021.05.10,1374.0000000000086,375.9999999999986,58.000000000002494,-1330.0000000000089,-100.00000000000009,-848.9999999999998,-1712.9999999999868,325.00000000001705,-103.99999999999298,-160.00000000000458,,-2122.9999999999663
2021.05.10,1396.0000000000196,381.0000000000091,23.00000000000635,-1357.0000000000082,-70.99999999999883,-848.9999999999998,-1828.9999999999918,335.00000000000796,-148.99999999999915,-173.00000000000094,,-2292.999999999956
2021.05.10,1400.0000000000011,246.99999999999721,-73.99999999999629,-1384.9999999999918,1.0000000000065512,-890.9999999999974,-2049.9999999999964,173.00000000000182,-251.99999999998556,-175.00000000000293,,-3005.9999999999636
2021.05.10,1302.0000000000032,214.00000000000307,-154.99999999999403,-1327.0000000000116,55.000000000005045,-873.999999999997,-2105.9999999999854,165.99999999999682,-393.99999999998323,-270.0000000000036,,-3388.999999999967
2021.05.10,1310.0000000000111,314.99999999999864,-118.99999999999133,-1330.9999999999934,26.000000000003798,-878.9999999999965,-2034.9999999999868,143.00000000000068,-313.99999999999204,-295.99999999999625,,-3179.999999999942
2021.05.10,1279.000000000008,293.99999999999426,-178.99999999999582,-1334.000000000013,62.000000000006494,-891.9999999999928,-2135.9999999999823,78.00000000000296,-346.9999999999862,-329.00000000000153,,-3503.9999999999604
2021.05.10,1207.0000000000025,273.0000000000121,-200.00000000000017,-1278.0000000000014,75.9999999999983,-883.9999999999959,-2089.999999999992,46.999999999997044,-313.99999999999204,-336.9999999999984,,-3499.999999999969
2021.05.10,1122.0000000000007,212.99999999999653,-284.9999999999908,-1212.000000000013,163.00000000000205,-895.9999999999968,-2103.9999999999945,-6.000000000000227,-315.99999999998295,-341.99999999999784,,-3662.999999999977
2021.05.11,1137.0000000000102,238.0000000000049,-266.999999999995,-1185.9999999999982,138.00000000000477,-915.9999999999945,-2118.999999999982,26.00000000001046,-239.99999999999577,-394.00000000000546,,-3582.999999999941
2021.05.11,1149.0,181.9999999999933,-266.999999999995,-1244.0000000000007,124.99999999999733,-900.0000000000008,-2090.9999999999986,51.00000000001614,-379.99999999998033,-356.9999999999962,,-3731.999999999965
2021.05.11,1230.00000000002,207.00000000000162,-218.99999999999142,-1271.0,111.00000000000554,-885.999999999998,-2159.0,52.99999999999727,-391.9999999999924,-322.00000000000006,,-3647.9999999999573
2021.05.11,1239.0000000000123,293.99999999999426,-179.99999999999127,-1269.000000000009,82.00000000000429,-880.9999999999984,-2078.9999999999864,106.00000000002296,-381.99999999999346,-368.00000000000165,,-3437.9999999999472
2021.05.11,1217.0000000000014,242.00000000000887,-220.99999999999343,-1256.999999999997,109.00000000000354,-878.9999999999965,-2145.9999999999814,106.00000000002296,-389.99999999997925,-341.0000000000024,,-3559.999999999913
2021.05.11,1263.000000000014,259.0000000000092,-165.9999999999995,-1282.0000000000055,75.00000000000284,-885.0000000000025,-2079.999999999993,163.0000000000109,-342.9999999999822,-311.00000000000574,,-3306.999999999952
2021.05.11,1200.0000000000011,181.00000000000892,-262.999999999991,-1306.9999999999916,113.00000000000753,-896.9999999999923,-2227.9999999999854,120.00000000000455,-394.9999999999898,-324.9999999999975,,-3800.9999999999254
2021.05.11,1122.0000000000007,112.000000000001,-305.99999999999517,-1252.999999999993,145.00000000000622,-885.999999999998,-2228.9999999999923,146.000000000015,-519.9999999999872,-385.99999999999744,,-4054.9999999999404
2021.05.11,1110.000000000011,137.00000000000932,-278.9999999999959,-1210.0,138.00000000000477,-849.9999999999952,-2135.9999999999823,183.00000000002115,-527.9999999999951,-378.999999999996,,-3813.999999999918
2021.05.11,1129.0000000000023,177.00000000000495,-248.99999999999923,-1161.9999999999964,146.99999999999713,-829.0000000000019,-2103.9999999999945,177.00000000002092,-506.9999999999908,-361.0000000000002,,-3581.999999999958
2021.05.11,1175.9999999999993,234.00000000000088,-175.99999999999838,-1207.0000000000025,75.9999999999983,-829.9999999999974,-1994.9999999999911,219.0000000000225,-426.9999999999996,-334.9999999999964,,-3264.999999999964
2021.05.11,1230.00000000002,275.000000000003,-157.99999999999147,-1195.999999999997,97.00000000000264,-832.9999999999949,-2024.999999999988,260.0000000000193,-462.9999999999912,-348.00000000000387,,-3160.999999999922
2021.05.11,1219.0000000000146,262.00000000000665,-197.99999999999818,-1212.9999999999975,118.00000000000699,-834.9999999999968,-2099.999999999991,246.00000000000932,-462.9999999999912,-348.9999999999993,,-3312.9999999999372
2021.05.11,1164.0000000000095,242.99999999999324,-245.99999999999068,-1198.9999999999945,138.00000000000477,-830.9999999999928,-2132.999999999985,198.0000000000075,-495.000000000001,-380.00000000000256,,-3540.999999999952
2021.05.11,1241.0000000000032,268.0000000000016,-244.99999999999523,-1261.000000000001,143.9999999999997,-861.9999999999961,-2230.999999999983,211.00000000001273,-473.99999999999665,-373.00000000000114,,-3581.9999999999563
2021.05.11,1210.0,202.9999999999976,-322.00000000000006,-1218.000000000008,221.00000000000452,-846.0000000000023,-2373.0000000000027,130.00000000002387,-581.9999999999936,-385.99999999999744,,-3962.999999999978
2021.05.11,1230.00000000002,290.00000000001245,-227.99999999999488,-1241.0000000000032,133.00000000000534,-839.9999999999964,-2178.9999999999977,185.00000000000227,-452.99999999999227,-363.99999999999767,,-3466.999999999942
2021.05.11,1229.0000000000134,297.0000000000139,-178.00000000000037,-1273.9999999999973,70.99999999999883,-849.9999999999952,-2071.999999999985,192.00000000000728,-293.99999999999426,-299.00000000000483,,-3177.9999999999436
2021.05.11,1072.0000000000064,195.9999999999962,-262.999999999991,-1275.0000000000039,68.99999999999685,-803.9999999999936,-2063.999999999999,163.0000000000109,-351.99999999999676,-299.00000000000483,,-3556.999999999979
2021.05.11,1061.000000000001,198.00000000000927,-258.9999999999981,-1346.0000000000027,21.00000000000435,-834.0000000000014,-2044.9999999999857,147.99999999999613,-385.99999999999744,-358.9999999999982,,-3800.9999999999727
2021.05.11,1240.0000000000189,110.00000000001009,-295.99999999999625,-1527.9999999999961,43.999999999999595,-891.9999999999928,-2360.999999999991,165.00000000002046,-505.99999999998425,-309.0000000000037,,-4332.9999999999145
2021.05.11,1201.0000000000077,129.00000000000134,-271.9999999999945,-1557.0000000000084,-17.999999999995797,-839.9999999999964,-2239.9999999999977,277.00000000001523,-623.9999999999801,-358.0000000000028,,-4301.999999999951
2021.05.11,1039.000000000012,144.0000000000108,-236.99999999999832,-1452.0000000000089,-70.0000000000034,-729.0000000000018,-1957.9999999999932,282.0000000000107,-486.999999999993,-282.0000000000045,,-3749.9999999999695
2021.05.11,1364.0000000000095,270.99999999999903,-96.99999999999153,-1554.000000000011,-92.00000000000318,-795.0000000000013,-2052.9999999999936,373.0000000000189,-406.9999999999796,-192.99999999999872,,-3182.999999999951
2021.05.11,1301.0000000000189,248.00000000000378,-139.00000000000023,-1419.999999999999,-12.000000000000899,-729.0000000000018,-2062.9999999999927,418.00000000000637,-478.999999999985,-189.00000000000583,,-3063.9999999999563
2021.05.11,1309.0000000000045,148.99999999999915,-108.99999999999244,-1573.0000000000023,-121.99999999999989,-734.9999999999968,-1998.9999999999952,426.00000000001614,-410.99999999998363,-82.99999999999974,,-3147.9999999999495
2021.05.11,1349.0000000000002,161.00000000001114,-87.99999999999919,-1611.0000000000068,-136.99999999999824,-773.9999999999969,-2014.999999999989,229.00000000001342,-324.9999999999975,-58.99999999999794,,-3269.9999999999604
2021.05.11,1216.000000000017,192.99999999999872,-140.99999999999113,-1468.0000000000027,-75.9999999999983,-707.9999999999975,-1966.9999999999854,271.000000000015,-437.99999999998283,-158.99999999999804,,-3276.9999999999254
2021.05.11,1456.0000000000127,212.99999999999653,-95.99999999999609,-1619.9999999999993,-80.00000000000229,-793.9999999999947,-2167.9999999999923,215.0000000000034,-461.99999999998465,-121.99999999999989,,-3457.9999999999563
2021.05.11,1414.000000000004,141.99999999999767,-104.99999999999955,-1591.000000000009,-78.00000000000028,-778.9999999999964,-2135.9999999999823,153.99999999999636,-489.99999999999045,-99.00000000000463,,-3567.999999999984
2021.05.11,1421.0000000000057,129.00000000000134,-212.99999999999653,-1543.0000000000055,46.999999999997044,-785.9999999999978,-2389.999999999981,76.99999999999818,-718.9999999999808,-212.99999999999653,,-4189.999999999956
2021.05.11,1471.0,144.99999999999514,-262.999999999991,-1676.000000000011,45.000000000006146,-815.9999999999945,-2570.99999999999,124.00000000002365,-790.9999999999861,-261.99999999999557,,-4593.999999999944
2021.05.11,1253.9999999999995,107.00000000001265,-306.9999999999906,-1520.9999999999945,62.000000000006494,-790.0000000000018,-2394.9999999999914,-146.99999999999136,-776.9999999999833,-336.00000000000296,,-4849.999999999937
2021.05.11,1495.0000000000018,371.99999999999454,-17.999999999995797,-1675.0000000000043,-164.99999999999292,-805.0000000000001,-2034.9999999999868,146.000000000015,-495.99999999998533,-248.00000000000378,,-3428.9999999999577
2021.05.11,1366.0000000000005,217.0000000000005,-184.99999999999073,-1476.999999999995,29.999999999996696,-734.9999999999968,-2251.000000000003,121.00000000000932,-793.9999999999836,-299.00000000000483,,-4006.9999999999677
2021.05.11,1395.000000000013,219.99999999999798,-239.99999999999577,-1621.0000000000057,17.000000000000348,-814.9999999999991,-2420.999999999984,-37.99999999998249,-752.9999999999815,-343.9999999999999,,-4599.999999999937
2021.05.11,1501.000000000019,371.99999999999454,-80.99999999999774,-1659.9999999999948,-95.00000000000064,-807.9999999999976,-2190.000000000003,36.000000000001364,-533.99999999999,-265.0000000000041,,-3723.999999999973
2021.05.11,1439.0000000000125,275.000000000003,-143.9999999999997,-1648.000000000005,-63.99999999999739,-788.9999999999952,-2256.9999999999977,85.00000000000796,-664.9999999999823,-283.99999999999534,,-4051.9999999999495
2021.05.11,1446.9999999999982,131.99999999999878,-220.99999999999343,-1757.999999999993,-49.99999999999449,-827.9999999999955,-2438.9999999999914,45.000000000015916,-737.9999999999942,-251.00000000000122,,-4660.99999999995
2021.05.11,1601.000000000008,228.00000000000597,-182.99999999999983,-1946.0000000000032,-109.99999999999899,-927.0,-2556.9999999999873,34.000000000020236,-680.9999999999983,-290.9999999999968,,-4831.999999999951
2021.05.11,1523.0000000000077,314.00000000001427,-144.99999999999514,-1883.0000000000125,-153.00000000000313,-905.0000000000002,-2362.999999999982,56.000000000011596,-562.9999999999802,-324.9999999999975,,-4443.999999999936
2021.05.11,1574.0000000000086,336.00000000000296,-128.99999999999022,-1950.9999999999916,-180.99999999999784,-946.9999999999978,-2380.9999999999886,66.0000000000025,-603.9999999999824,-373.00000000000114,,-4589.999999999935
2021.05.11,1499.000000000006,347.9999999999928,-111.99999999998988,-1940.0000000000084,-224.9999999999974,-954.9999999999948,-2254.0000000000005,28.999999999996362,-475.99999999998755,-372.0000000000057,,-4457.999999999989
2021.05.11,1532.0,312.00000000000114,-131.99999999999878,-1922.0000000000016,-180.0000000000024,-961.0000000000008,-2344.9999999999973,46.999999999997044,-566.9999999999842,-377.0000000000051,,-4592.999999999993
2021.05.11,1452.0000000000089,347.9999999999928,-103.99999999999298,-1836.9999999999998,-195.00000000000074,-898.9999999999942,-2183.999999999986,60.000000000002274,-517.9999999999962,-358.9999999999982,,-4235.999999999964
2021.05.11,1383.000000000001,239.99999999999577,-169.99999999999238,-1829.9999999999982,-170.00000000000347,-897.9999999999987,-2240.999999999982,24.00000000000091,-508.9999999999817,-317.0000000000006,,-4487.99999999996
2021.05.11,1385.000000000014,246.99999999999721,-183.99999999999528,-1848.0000000000052,-166.99999999999494,-907.9999999999977,-2271.000000000001,-8.99999999998613,-493.99999999999443,-327.99999999999494,,-4576.999999999958
2021.05.11,1366.0000000000005,192.99999999999872,-168.99999999999693,-1750.000000000007,-139.99999999999568,-929.9999999999975,-2137.9999999999955,-48.99999999997817,-400.00000000000034,-265.0000000000041,,-4281.999999999976
2021.05.12,1397.0000000000039,202.9999999999976,-161.00000000000003,-1863.999999999999,-190.00000000000128,-936.999999999999,-2190.000000000003,-39.99999999999204,-393.99999999998323,-324.00000000000205,,-4499.999999999978
2021.05.12,1364.0000000000095,256.00000000001177,-152.99999999999204,-1717.000000000013,-108.99999999999244,-910.9999999999951,-2151.999999999998,-57.999999999992724,-295.99999999998516,-283.99999999999534,,-4059.9999999999422
2021.05.12,1338.000000000017,212.99999999999653,-175.99999999999838,-1767.9999999999918,-149.99999999999457,-890.9999999999974,-2200.9999999999864,-43.99999999998272,-529.999999999986,-331.999999999999,,-4540.999999999923
2021.05.12,1369.0000000000202,229.99999999999687,-178.00000000000037,-1822.0000000000125,-159.9999999999935,-905.9999999999957,-2244.999999999986,-13.999999999981583,-583.9999999999845,-370.9999999999991,,-4680.999999999936
2021.05.12,1338.000000000017,248.00000000000378,-188.9999999999947,-1793.0000000000002,-151.00000000000114,-885.0000000000025,-2237.0,7.000000000005002,-589.9999999999794,-387.000000000004,,-4638.999999999955
2021.05.12,1306.000000000007,225.00000000000853,-192.99999999999872,-1795.9999999999975,-161.99999999999548,-886.9999999999934,-2206.9999999999814,40.99999999999682,-596.9999999999809,-392.00000000000347,,-4661.999999999938
2021.05.12,1299.0000000000057,225.99999999999287,-200.00000000000017,-1815.0000000000111,-173.00000000000094,-881.9999999999939,-2204.9999999999905,66.0000000000025,-544.9999999999955,-365.0000000000042,,-4593.999999999995
2021.05.12,1224.000000000003,119.00000000000244,-341.99999999999784,-1788.9999999999961,-70.99999999999883,-875.999999999999,-2437.0000000000005,46.00000000002069,-744.9999999999957,-433.0000000000056,,-5303.999999999967
2021.05.12,1128.000000000018,123.00000000000644,-339.0000000000004,-1744.9999999999966,-97.9999999999981,-839.0000000000009,-2305.0000000000014,82.99999999999841,-750.9999999999906,-461.99999999999574,,-5204.999999999961
2021.05.12,1169.00000000002,97.9999999999981,-423.9999999999911,-1808.0000000000095,-34.99999999999615,-863.9999999999981,-2553.9999999999895,97.00000000000841,-819.9999999999985,-478.9999999999961,,-5619.999999999953
2021.05.12,1130.0000000000089,72.0000000000054,-434.9999999999965,-1805.000000000012,-44.99999999999504,-856.0000000000013,-2532.9999999999854,86.00000000001273,-753.9999999999881,-439.99999999999596,,-5579.999999999948
2021.05.12,1080.9999999999986,-7.0000000000014495,-498.9999999999939,-1811.9999999999914,-10.999999999994348,-886.9999999999934,-2618.9999999999936,46.00000000002069,-788.9999999999952,-461.99999999999574,,-5958.999999999939
2021.05.12,1109.0000000000043,-1.0000000000065512,-552.9999999999924,-1825.9999999999943,43.999999999999595,-902.9999999999983,-2778.999999999998,-3.9999999999906777,-912.999999999986,-529.0000000000017,,-6354.9999999999645
2021.05.12,1043.0000000000161,-107.99999999999699,-700.999999999996,-1819.9999999999993,148.0000000000037,-919.9999999999986,-3037.999999999985,-94.99999999999886,-989.9999999999798,-551.0000000000015,,-7031.999999999937
2021.05.12,1094.0000000000173,-62.99999999999084,-667.9999999999908,-1855.0000000000066,121.99999999999989,-925.9999999999935,-3022.9999999999977,-28.999999999996362,-1014.9999999999882,-575.0000000000033,,-6937.99999999995
2021.05.12,1101.0000000000186,-1.999999999990898,-665.9999999999999,-1842.9999999999945,133.00000000000534,-929.9999999999975,-3033.9999999999814,-48.00000000000182,-1050.9999999999798,-636.0000000000032,,-6975.999999999925
2021.05.12,1182.0000000000164,69.00000000000794,-589.9999999999906,-1888.0000000000007,78.00000000000028,-925.9999999999935,-2952.9999999999836,6.000000000000227,-1046.999999999998,-631.0000000000038,,-6699.999999999945
2021.05.12,1120.0000000000098,-19.999999999997797,-627.9999999999952,-1869.9999999999939,95.00000000000064,-929.9999999999975,-2970.9999999999905,-34.99999999999659,-1152.9999999999818,-658.9999999999985,,-7050.99999999994
2021.05.12,1275.0000000000039,116.00000000000499,-519.9999999999983,-1897.9999999999998,55.000000000005045,-961.0000000000008,-2906.9999999999927,11.000000000024102,-1067.99999999998,-660.000000000005,,-6556.99999999994
2021.05.12,1294.0000000000173,165.9999999999995,-488.999999999995,-1882.000000000006,43.999999999999595,-966.9999999999957,-2861.0000000000023,-14.999999999986358,-1085.999999999987,-695.0000000000011,,-6490.999999999957
2021.05.12,1341.9999999999986,303.0000000000088,-458.9999999999983,-1988.9999999999964,-19.999999999997797,-983.0000000000006,-2850.9999999999814,8.000000000009777,-967.9999999999911,-722.9999999999959,,-6339.999999999944
2021.05.12,1310.0000000000111,307.00000000001285,-474.9999999999921,-1868.000000000003,51.000000000001044,-959.9999999999942,-2854.000000000001,24.00000000000091,-1120.9999999999943,-799.0000000000052,,-6384.9999999999645
2021.05.12,1321.0000000000166,226.99999999999943,-519.9999999999983,-1861.0000000000016,99.00000000000463,-956.0000000000013,-2972.9999999999814,-1.999999999981128,-1147.9999999999934,-746.0000000000023,,-6558.999999999938
2021.05.12,1368.0000000000136,326.0000000000041,-522.9999999999957,-1933.0000000000068,84.0000000000063,-991.9999999999928,-3041.999999999989,-22.999999999996135,-1215.9999999999948,-863.0000000000026,,-6813.999999999954
2021.05.12,1243.0000000000164,347.0000000000084,-510.99999999999477,-1832.0000000000114,68.00000000000139,-924.9999999999981,-2844.0000000000023,-13.999999999981583,-1079.999999999992,-809.9999999999997,,-6357.999999999954
2021.05.12,1301.0000000000189,337.99999999999386,-525.9999999999932,-1783.0000000000014,139.00000000000023,-954.9999999999948,-2966.9999999999864,-18.999999999977035,-1178.9999999999968,-843.0000000000049,,-6493.999999999941
2021.05.12,1345.0000000000184,364.9999999999931,-504.9999999999999,-1784.0000000000077,139.00000000000023,-973.999999999997,-2963.999999999989,-39.99999999999204,-1064.9999999999827,-805.0000000000001,,-6287.999999999956
2021.05.12,1392.0000000000155,331.999999999999,-518.9999999999917,-1920.999999999995,100.00000000000009,-1064.9999999999936,-3056.9999999999986,-204.99999999998408,-986.9999999999824,-802.9999999999982,,-6732.99999999993
2021.05.12,1291.00000000002,273.9999999999965,-546.9999999999975,-1886.00000000001,97.9999999999981,-1008.9999999999932,-3003.0,-173.99999999997817,-1007.9999999999867,-777.0000000000055,,-6740.999999999956
2021.05.12,1262.0000000000075,337.0000000000095,-518.9999999999917,-1900.0000000000127,45.000000000006146,-1039.0000000000011,-2892.99999999999,-192.99999999998363,-880.9999999999984,-805.9999999999956,,-6586.99999999995
2021.05.12,1202.9999999999984,459.0000000000094,-556.9999999999964,-1828.9999999999918,126.0000000000039,-996.9999999999924,-2882.999999999991,-185.99999999997863,-894.9999999999792,-912.0000000000017,,-6470.999999999919
2021.05.12,1295.0000000000018,512.0000000000014,-568.9999999999973,-1903.9999999999945,104.99999999999955,-975.9999999999991,-3050.9999999999814,233.0000000000041,-1166.0000000000005,-1000.0000000000009,,-6520.999999999966
2021.05.12,1049.0000000000111,353.0000000000033,-832.9999999999949,-1940.0000000000084,206.00000000000617,-1083.9999999999961,-3357.9999999999945,16.999999999995907,-1213.9999999999818,-1166.999999999996,,-7970.9999999999545
2021.05.12,1180.0000000000032,520.9999999999936,-771.9999999999949,-2051.0000000000027,151.9999999999966,-1113.9999999999927,-3376.0000000000014,195.99999999999795,-1223.9999999999807,-1244.0000000000007,,-7731.999999999982
2021.05.12,1022.0000000000118,459.99999999999375,-917.9999999999966,-2052.9999999999936,204.99999999999963,-1107.999999999998,-3515.999999999986,156.0000000000059,-1435.9999999999927,-1399.0000000000057,,-8586.999999999962
