date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.11.22,-92.99999999999864,-33.00000000001635,-49.00000000001015,63.00000000000239,-22.0000000000109,-45.99999999999049,-14.999999999998348,199.00000000001583,35.999999999991594,-46.00000000000648,68.00000000000139,-28.000000000005798,-41.9999999999976,-107.00000000001265,19.000000000005457,22.999999999995246,-99.99999999998899,72.99999999998974,1.0000000000047748,-48.99999999999238,-4.000000000004,-5.999999999994898,-99.99999999998899,,-258.00000000001023
2021.11.22,-95.00000000000064,-55.000000000005045,-33.00000000001635,103.9999999999992,-21.00000000000435,-42.999999999993044,-92.00000000000318,236.99999999999832,68.99999999998573,-117.00000000000443,90.0000000000012,-28.000000000005798,21.999999999999797,-93.00000000000975,145.00000000001023,7.0000000000014495,-126.99999999998823,445.0000000000065,22.00000000000557,24.00000000000091,-22.999999999995246,107.99999999999699,-251.99999999998556,,293.9999999999942
2021.11.22,-180.0000000000024,78.00000000000028,-158.99999999999804,162.9999999999967,-97.00000000001374,-17.000000000000348,-116.00000000000499,204.00000000000418,25.999999999992696,-153.0000000000058,143.9999999999997,-111.00000000000554,-19.999999999997797,-15.999999999993797,68.00000000001205,100.99999999999554,57.00000000001815,374.999999999992,100.99999999999909,17.000000000010118,60.00000000000449,82.99999999999974,-350.9999999999902,,257.00000000001205
2021.11.22,-166.99999999999494,61.99999999998429,-134.00000000001188,227.00000000000387,-152.0000000000188,-35.999999999991594,-124.00000000000189,212.00000000001216,39.999999999995595,-233.99999999999466,104.99999999999955,-87.99999999999919,-4.999999999999449,-120.00000000000898,164.0000000000157,4.999999999988347,-21.999999999988695,425.0000000000087,121.99999999999989,-18.000000000000682,73.99999999999629,53.999999999998494,-333.9999999999899,,56.000000000002274
2021.11.22,-81.9999999999932,-90.00000000001229,-5.000000000010552,117.999999999995,-104.00000000001519,43.999999999999595,-58.000000000002494,235.00000000000742,63.99999999999739,-231.99999999999932,67.00000000000594,-97.00000000000264,-11.00000000000545,-242.00000000000887,187.00000000001182,-97.9999999999981,-34.000000000000696,465.99999999998863,132.99999999999557,-15.999999999991132,129.9999999999968,6.0000000000060005,-348.9999999999993,,31.999999999964984
2021.11.22,-134.0000000000008,12.999999999996348,-80.00000000001339,152.00000000000102,-107.00000000001265,-18.999999999991246,-128.00000000000588,213.00000000001873,51.99999999998539,-195.99999999999795,106.00000000000608,-75.00000000000284,19.00000000000235,-124.99999999999733,144.00000000000546,-11.00000000000545,-63.99999999999739,517.9999999999962,81.99999999999363,41.00000000001103,56.0000000000005,89.00000000000574,-363.0000000000022,,182.9999999999954
2021.11.22,-131.99999999999878,-42.0000000000087,-26.999999999999247,256.0000000000002,-55.000000000005045,9.00000000000345,-55.000000000005045,261.0000000000001,98.99999999998244,-316.0000000000025,132.0000000000099,-102.00000000000209,-46.00000000000159,-121.99999999999989,321.0000000000264,-21.00000000000435,-71.99999999998319,425.99999999999307,195.99999999999795,-117.999999999995,56.0000000000005,34.99999999999615,-300.99999999999574,,382.0000000000089
2021.11.22,-214.00000000000307,76.99999999999375,-160.00000000000458,248.99999999999523,-125.00000000001954,9.00000000000345,-119.99999999999788,260.0000000000158,69.9999999999923,-200.00000000000284,156.00000000000057,-158.99999999999804,-46.00000000000159,-63.99999999999739,160.000000000025,66.99999999999484,104.00000000001519,388.9999999999949,188.0000000000024,-36.99999999999193,104.00000000000409,68.00000000000139,-392.9999999999989,,383.00000000002314
2021.11.22,-173.00000000000094,4.999999999988347,-124.99999999999733,262.00000000000045,-85.00000000000173,53.00000000000304,-68.00000000000139,270.99999999999903,53.999999999998494,-266.9999999999959,149.00000000001023,-170.00000000000347,-65.99999999999939,-93.00000000000975,214.00000000002706,72.99999999998974,156.00000000000057,314.99999999999864,246.9999999999999,-106.99999999999932,129.9999999999968,33.000000000005244,-380.9999999999869,,427.0000000000215
2021.11.22,-188.9999999999947,39.999999999995595,-168.0000000000126,218.00000000000352,-100.0000000000112,23.00000000000635,-101.00000000000664,260.0000000000158,29.999999999996696,-204.9999999999983,153.00000000000313,-157.00000000000713,-45.000000000006146,-73.99999999999629,115.0000000000091,107.99999999999699,155.00000000001623,330.0000000000081,185.00000000000227,-37.9999999999967,109.99999999999899,63.99999999999739,-390.0000000000015,,324.000000000019
