names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['AUDCHF', 'EURCAD']",80.0,0.7076587301587302,S
GBPUSD,15,"['EURGBP', 'CADCHF', 'AUDCHF', 'USDJPY']",80.0,0.6,S
EURUSD,20,"['NZDUSD', 'CHFJPY', 'CADJPY', 'AUDUSD', 'NZDJPY', 'USDJPY', 'EURCAD']",100.0,-0.9633333333333334,B
USDJPY,15,"['EURNZD', 'EURGBP', 'NZDUSD', 'CADJPY']",100.0,-0.58,B
USDCAD,10,['NZDCAD'],80.0,1.0,S
AUDUSD,10,"['GBPAUD', 'AUDJPY', 'EURAUD', 'EURJPY', 'USDCAD', 'GBPUSD']",80.0,-0.47133333333333327,B
NZDUSD,10,"['AUDUSD', 'GBPUSD', 'GBPAUD', 'AUDJPY']",80.0,-0.06,B
GBPCHF,30,"['EURNZD', 'NZDCHF']",80.0,-0.11728715728715726,B
EURCHF,10,"['EURAUD', 'EURCAD']",100.0,-1.0,B
CHFJPY,10,['GBPUSD'],80.0,0.9580000000000001,S
CADCHF,10,"['EURNZD', 'NZDUSD', 'NZDCAD', 'AUDUSD', 'NZDJPY', 'CHFJPY']",80.0,-0.52,B
AUDCHF,10,"['AUDCHF', 'NZDCHF']",100.0,0.78,S
NZDCHF,10,['AUDNZD'],80.0,1.0,S
GBPCAD,15,['GBPCHF'],80.0,0.5694199134199137,S
EURJPY,10,['NZDCAD'],80.0,-1.0,B
EURCAD,10,['EURNZD'],80.0,0.23983333333333332,S
EURAUD,15,"['USDCHF', 'NZDCAD']",80.0,0.98,S
EURNZD,10,['GBPUSD'],80.0,-0.95,B
AUDJPY,15,['CHFJPY'],80.0,-0.5303888888888888,B
NZDJPY,10,['GBPUSD'],100.0,0.9540000000000001,S
AUDCAD,15,"['USDCHF', 'GBPUSD', 'EURUSD', 'USDCAD', 'EURJPY']",100.0,-0.44194444444444486,B
NZDCAD,10,"['NZDUSD', 'EURAUD', 'GBPUSD', 'EURNZD']",80.0,0.06642857142857142,S
AUDNZD,10,"['EURGBP', 'GBPJPY', 'AUDCHF']",80.0,0.48,S
