date,GBPUSD,EURUSD,AUDUSD,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURAUD,empty,sum
2016.07.18,-48.000000000003595,-12.999999999996348,50.99999999998994,63.00000000000195,-40.00000000000669,-4.000000000004,-184.00000000000637,-53.999999999998494,,-229.00000000002362
2016.07.18,-181.9999999999933,-4.000000000004,39.00000000000014,70.0000000000034,48.99999999999905,-92.00000000000318,-405.9999999999952,-18.999999999991246,,-544.9999999999844
2016.07.18,-591.0000000000082,34.000000000000696,75.9999999999983,184.00000000000637,234.99999999999633,-285.00000000000193,-846.0000000000134,-64.99999999998174,,-1258.0000000000036
2016.07.18,-487.99999999999955,80.99999999999774,56.0000000000005,151.9999999999966,-414.00000000000324,-189.00000000000583,-775.0000000000146,-153.9999999999875,,-1731.0000000000157
2016.07.18,-645.999999999991,69.9999999999923,65.99999999999939,177.00000000000495,-467.0000000000063,-282.99999999999994,-985.0000000000136,-146.99999999998602,,-2215.0000000000005
2016.07.18,-455.99999999998977,59.99999999999339,5.999999999994898,129.9999999999968,-479.0000000000072,-179.00000000000693,-858.0000000000032,-237.99999999998266,,-2014.0000000000045
2016.07.18,-490.999999999997,62.99999999999084,-103.00000000000864,31.000000000003247,-496.00000000000756,-197.99999999999818,-1163.000000000003,-463.9999999999977,,-2821.0000000000177
2016.07.18,-543.999999999989,72.0000000000054,3.999999999992898,133.00000000000534,-409.99999999999926,-223.00000000000654,-983.0000000000006,-266.999999999995,,-2217.999999999987
2016.07.18,-767.9999999999909,187.00000000000384,4.999999999999449,84.0000000000063,-430.00000000000813,-275.99999999999847,-1273.000000000013,-412.9999999999967,,-2883.9999999999977
2016.07.18,-675.9999999999877,184.00000000000637,7.9999999999968985,90.99999999999665,-358.0000000000028,-224.000000000002,-1153.000000000004,-413.99999999998107,,-2541.9999999999777
2016.07.18,-587.9999999999885,134.99999999999625,52.99999999999194,146.99999999999713,-383.0,-206.00000000000617,-941.9999999999984,-261.9999999999845,,-2045.9999999999923
2016.07.18,-418.9999999999916,117.99999999999588,-20.0000000000089,90.0000000000012,-470.9999999999992,-108.00000000000809,-883.0000000000116,-383.99999999998437,,-2077.000000000007
