date,GBPUSD,EURUSD,AUDUSD,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURAUD,empty,sum
2016.07.18,-97.9999999999981,-53.999999999998494,0.0,-53.00000000000304,-40.00000000000669,-168.00000000000148,-184.00000000000637,-56.99999999999594,,-654.00000000001
2016.07.18,-215.99999999999397,-32.999999999994145,-18.0000000000069,-9.00000000000345,-39.00000000000014,-103.00000000000864,-436.00000000001415,-162.99999999997982,,-1017.0000000000011
2016.07.18,-838.9999999999898,-5.000000000010552,5.999999999994898,58.99999999999794,80.99999999999774,-424.00000000000216,-1207.0000000000025,-160.99999999998892,,-2490.0000000000036
2016.07.18,-709.9999999999884,19.999999999997797,-90.0000000000012,33.000000000005244,-483.0000000000001,-353.0000000000033,-1305.0000000000007,-373.99999999998545,,-3261.9999999999764
2016.07.18,-761.999999999996,43.999999999999595,-28.000000000005798,100.99999999999554,-486.00000000000864,-375.0000000000031,-1156.0000000000014,-307.99999999999716,,-2970.0000000000173
2016.07.18,-663.999999999998,15.00000000000945,-45.000000000006146,97.00000000000264,-533.0000000000057,-290.00000000000136,-1002.9999999999983,-302.9999999999866,,-2725.9999999999836
2016.07.18,-617.0000000000009,17.000000000000348,-125.00000000000844,23.00000000000635,-504.9999999999999,-253.0000000000032,-1241.0000000000032,-483.99999999999557,,-3185.0000000000045
2016.07.18,-648.0000000000041,46.999999999997044,-104.00000000000409,31.999999999998696,-496.00000000000756,-281.00000000000904,-1161.9999999999964,-465.99999999998863,,-3078.000000000014
2016.07.18,-790.0000000000018,41.000000000002146,-98.0000000000092,24.999999999997247,-487.0000000000041,-304.00000000000426,-1323.0000000000075,-463.9999999999977,,-3400.000000000025
2016.07.18,-817.000000000001,157.00000000000713,-54.00000000000959,33.000000000005244,-456.00000000000085,-308.00000000000824,-1356.0000000000016,-503.99999999999335,,-3305.0000000000023
2016.07.18,-706.0000000000066,124.99999999999733,2.999999999997449,85.00000000000173,-392.00000000000347,-270.0000000000036,-1167.0000000000068,-421.99999999998903,,-2744.000000000013
2016.07.18,-682.0000000000048,107.99999999999699,-23.00000000000635,68.00000000000139,-480.0000000000027,-231.99999999999886,-1041.000000000003,-405.9999999999952,,-2688.0000000000127
2016.07.18,-523.0000000000068,120.99999999999334,-19.00000000000235,82.99999999999974,-478.0000000000006,-153.00000000000313,-907.0000000000133,-391.9999999999924,,-2268.0000000000255
2016.07.18,-480.99999999999807,130.0000000000079,21.999999999999797,121.99999999999989,-378.00000000000057,-123.00000000000644,-827.0,-328.9999999999793,,-1863.999999999977
2016.07.18,-417.0000000000007,117.99999999999588,-2.000000000002,107.00000000000153,-324.00000000000205,-77.00000000000485,-720.0000000000095,-348.9999999999993,,-1664.0000000000211
2016.07.18,-592.9999999999991,116.99999999998934,12.999999999996348,117.99999999999588,-331.0000000000035,-186.00000000000838,-878.000000000001,-326.9999999999884,,-2067.000000000019
2016.07.18,-583.0000000000002,127.99999999999478,26.999999999999247,119.00000000000244,-318.00000000000716,-195.00000000000074,-907.0000000000133,-315.99999999998295,,-2045.000000000008
2016.07.18,-553.0000000000035,130.0000000000079,40.99999999999105,116.00000000000499,-309.99999999999915,-155.00000000000514,-893.0000000000105,-344.99999999999534,,-1969.0000000000095
2016.07.18,-635.9999999999922,55.99999999998939,3.999999999992898,134.99999999999625,-278.00000000000045,-167.00000000000603,-851.0000000000017,-281.99999999998226,,-2019.000000000004
2016.07.18,-449.9999999999948,11.999999999989797,-73.00000000000084,56.0000000000005,-303.0000000000088,-136.99999999999824,-910.0000000000108,-436.9999999999985,,-2242.000000000022
2016.07.18,-792.9999999999993,-18.0000000000069,-23.00000000000635,111.00000000000554,-184.00000000000637,-369.0000000000082,-1011.0000000000064,-284.9999999999797,,-2572.0000000000077
2016.07.18,-734.9999999999968,-38.0000000000047,74.99999999999174,236.00000000000287,-133.00000000000534,-362.00000000000676,-1002.000000000014,-74.99999999998064,,-2034.0000000000139
2016.07.18,-1058.0000000000034,-12.999999999996348,53.999999999998494,156.99999999999602,-170.99999999999892,-524.0000000000023,-1357.0000000000082,-109.99999999998789,,-3022.0000000000023
2016.07.18,-913.0000000000083,-9.999999999998899,103.99999999999298,217.99999999999596,-143.9999999999997,-484.00000000000665,-1110.9999999999952,-47.99999999998139,,-2388.0000000000014
2016.07.18,-892.9999999999883,-15.00000000000945,93.99999999999409,216.0000000000051,-142.00000000000878,-464.00000000000887,-1187.0000000000048,-35.999999999991594,,-2427.0000000000127
2016.07.18,-828.0000000000065,-124.99999999999733,-4.000000000004,136.00000000000279,-226.99999999999943,-435.0000000000076,-1144.999999999996,-88.99999999998354,,-2716.999999999992
2016.07.18,-601.000000000007,-121.99999999999989,-4.000000000004,141.99999999999767,-218.00000000000708,-319.99999999999807,-913.0000000000083,-97.9999999999981,,-2134.0000000000246
2016.07.18,-548.9999999999995,-76.99999999999375,-3.0000000000085514,141.00000000000225,-219.99999999999798,-280.00000000000244,-916.0000000000057,-150.99999999999002,,-2054.999999999996
