date,USDCHF,USDJPY,GBPCHF,EURGBP,EURCAD,AUDJPY,empty,sum
2021.01.04,-83.9999999999952,-106.00000000000875,245.99999999999068,7.0000000000014495,144.0000000000108,76.99999999999818,,283.99999999999716
2021.01.04,-136.99999999999824,-78.00000000000296,336.9999999999873,59.99999999999339,85.00000000000173,48.00000000000182,,314.99999999998306
2021.01.04,-139.00000000000023,-171.00000000000648,409.99999999999926,47.9999999999925,117.99999999999588,237.99999999999955,,503.99999999998045
2021.01.04,-95.99999999999609,-125.0,458.00000000000284,46.00000000000159,234.00000000000088,237.99999999999955,,755.0000000000088
2021.01.04,-151.00000000000114,10.99999999999568,407.99999999998613,-18.0000000000069,273.9999999999965,-34.000000000006025,,489.9999999999642
2021.01.04,-151.9999999999966,58.9999999999975,468.9999999999861,63.99999999999739,221.00000000000452,-154.00000000001057,,506.9999999999783
2021.01.04,-190.00000000000128,3.0000000000001137,604.9999999999889,100.00000000000009,83.00000000001084,66.99999999999307,,667.9999999999917
2021.01.04,-139.99999999999568,64.99999999999773,537.9999999999941,37.99999999999359,68.00000000000139,149.99999999999147,,718.9999999999826
2021.01.04,-129.9999999999968,103.9999999999992,571.9999999999948,56.0000000000005,53.999999999998494,99.99999999999432,,755.9999999999905
2021.01.04,-130.99999999999224,137.99999999999102,612.9999999999969,93.99999999999409,8.000000000008,67.99999999999784,,789.9999999999956
2021.01.04,-136.99999999999824,137.99999999999102,644.0000000000001,82.99999999999974,-4.000000000004,102.99999999999443,,826.9999999999832
2021.01.04,-149.99999999999457,173.99999999999238,668.9999999999862,105.99999999999498,-9.999999999998899,67.99999999999784,,856.9999999999781
2021.01.04,-198.99999999999363,122.99999999999045,638.9999999999895,81.9999999999932,-63.99999999999739,30.9999999999917,,611.9999999999739
2021.01.04,-191.99999999999218,123.99999999999523,588.9999999999951,56.0000000000005,-19.999999999997797,-41.00000000001103,,515.9999999999898
2021.01.04,-215.99999999999397,80.99999999998886,549.9999999999839,27.999999999994696,5.000000000010552,-96.00000000000364,,351.9999999999804
2021.01.04,-144.99999999999514,115.99999999999966,553.9999999999878,27.999999999994696,96.00000000000719,10.99999999999568,,659.9999999999899
2021.01.04,-195.9999999999962,91.99999999999875,548.9999999999995,41.000000000002146,-4.000000000004,37.9999999999967,,519.999999999997
2021.01.04,-90.99999999999665,131.00000000000023,493.99999999999443,34.000000000000696,29.00000000001235,76.99999999999818,,674.0000000000092
2021.01.04,-78.99999999999574,155.9999999999917,547.999999999993,12.999999999996348,70.0000000000145,149.0000000000009,,857.0000000000007
2021.01.04,-71.99999999999429,208.99999999998897,492.9999999999879,-12.000000000000899,62.000000000006494,103.9999999999992,,783.9999999999874
2021.01.04,146.00000000000168,290.9999999999968,116.00000000000499,-126.0000000000039,229.99999999999687,46.999999999997044,,703.9999999999936
2021.01.04,174.00000000000747,317.99999999999784,184.99999999999073,-116.00000000000499,164.00000000000858,158.00000000000125,,883.000000000001
2021.01.04,285.00000000000193,368.9999999999998,-73.00000000001194,-280.9999999999979,218.00000000000708,128.99999999999068,,646.9999999999897
2021.01.04,241.99999999999778,375.99999999999056,-70.0000000000145,-319.0000000000026,178.99999999999582,74.99999999998863,,482.99999999995566
2021.01.04,209.9999999999991,361.99999999999477,56.99999999999594,-257.0000000000072,160.00000000000458,119.99999999999034,,651.9999999999775
2021.01.04,253.0000000000032,320.99999999999795,88.99999999998354,-185.00000000000182,207.00000000000162,126.99999999999534,,811.9999999999798
2021.01.04,314.99999999999864,295.0000000000017,-86.0000000000083,-289.0000000000059,303.0000000000088,115.99999999999966,,653.9999999999947
2021.01.04,234.00000000000088,263.9999999999958,-80.00000000001339,-341.99999999999784,334.9999999999964,60.000000000002274,,470.99999999998414
2021.01.04,309.0000000000037,253.99999999999068,-239.99999999999577,-429.0000000000016,383.0,58.9999999999975,,335.99999999999443
2021.01.04,367.0000000000062,209.99999999999375,-404.0000000000044,-521.0000000000048,590.0000000000016,28.999999999996362,,270.9999999999888
