date,CHFJPY,empty,sum
2020.12.07,-79.9999999999983,,-79.9999999999983
2020.12.07,-204.9999999999983,,-204.9999999999983
2020.12.07,-264.00000000001,,-264.00000000001
2020.12.07,-189.99999999999773,,-189.99999999999773
2020.12.07,-169.00000000001114,,-169.00000000001114
2020.12.07,-141.00000000000534,,-141.00000000000534
2020.12.07,-127.00000000000955,,-127.00000000000955
2020.12.07,-160.0000000000108,,-160.0000000000108
2020.12.07,-127.00000000000955,,-127.00000000000955
2020.12.07,-109.99999999999943,,-109.99999999999943
2020.12.07,-115.0000000000091,,-115.0000000000091
2020.12.07,-79.00000000000773,,-79.00000000000773
2020.12.07,-109.99999999999943,,-109.99999999999943
2020.12.07,-124.00000000000944,,-124.00000000000944
2020.12.07,-118.00000000000921,,-118.00000000000921
2020.12.07,-183.9999999999975,,-183.9999999999975
2020.12.07,-183.9999999999975,,-183.9999999999975
2020.12.07,-189.99999999999773,,-189.99999999999773
2020.12.07,-123.00000000000466,,-123.00000000000466
2020.12.07,-156.0000000000059,,-156.0000000000059
2020.12.07,-12.000000000000455,,-12.000000000000455
2020.12.07,-26.00000000001046,,-26.00000000001046
2020.12.07,-17.000000000010118,,-17.000000000010118
2020.12.07,-94.0000000000083,,-94.0000000000083
2020.12.07,-156.0000000000059,,-156.0000000000059
2020.12.07,-204.00000000000773,,-204.00000000000773
2020.12.07,-221.00000000000364,,-221.00000000000364
2020.12.07,-313.0000000000024,,-313.0000000000024
2020.12.07,-293.00000000000637,,-293.00000000000637
2020.12.07,-261.0000000000099,,-261.0000000000099
2020.12.07,-270.00000000001023,,-270.00000000001023
2020.12.07,-285.0000000000108,,-285.0000000000108
2020.12.07,-304.00000000000205,,-304.00000000000205
2020.12.07,-498.00000000000466,,-498.00000000000466
2020.12.07,-432.00000000000216,,-432.00000000000216
2020.12.07,-400.0000000000057,,-400.0000000000057
2020.12.07,-267.0000000000101,,-267.0000000000101
2020.12.07,-329.9999999999983,,-329.9999999999983
2020.12.07,-284.000000000006,,-284.000000000006
2020.12.07,-276.00000000001046,,-276.00000000001046
2020.12.07,-216.00000000000819,,-216.00000000000819
2020.12.07,-206.00000000000307,,-206.00000000000307
2020.12.07,-186.00000000000705,,-186.00000000000705
2020.12.07,-148.00000000001035,,-148.00000000001035
2020.12.07,-188.0000000000024,,-188.0000000000024
2020.12.07,-146.0000000000008,,-146.0000000000008
2020.12.07,-151.00000000001046,,-151.00000000001046
2020.12.07,-100.99999999999909,,-100.99999999999909
2020.12.08,-115.99999999999966,,-115.99999999999966
2020.12.08,-132.000000000005,,-132.000000000005
2020.12.08,-84.00000000000318,,-84.00000000000318
2020.12.08,-105.00000000000398,,-105.00000000000398
2020.12.08,-69.00000000000261,,-69.00000000000261
2020.12.08,-117.00000000000443,,-117.00000000000443
2020.12.08,-102.00000000000387,,-102.00000000000387
2020.12.08,-121.99999999999989,,-121.99999999999989
2020.12.08,-106.00000000000875,,-106.00000000000875
2020.12.08,-130.00000000000966,,-130.00000000000966
2020.12.08,-133.00000000000978,,-133.00000000000978
2020.12.08,-118.99999999999977,,-118.99999999999977
2020.12.08,-118.00000000000921,,-118.00000000000921
2020.12.08,-129.0000000000049,,-129.0000000000049
2020.12.08,-161.00000000000136,,-161.00000000000136
2020.12.08,-141.00000000000534,,-141.00000000000534
2020.12.08,-124.00000000000944,,-124.00000000000944
2020.12.08,-176.00000000000193,,-176.00000000000193
2020.12.08,-173.00000000000182,,-173.00000000000182
2020.12.08,-219.0000000000083,,-219.0000000000083
2020.12.08,-185.00000000000227,,-185.00000000000227
2020.12.08,-302.0000000000067,,-302.0000000000067
2020.12.08,-340.0000000000034,,-340.0000000000034
2020.12.08,-310.0000000000023,,-310.0000000000023
2020.12.08,-222.99999999999898,,-222.99999999999898
2020.12.08,-231.99999999999932,,-231.99999999999932
2020.12.08,-379.0000000000049,,-379.0000000000049
2020.12.08,-320.0000000000074,,-320.0000000000074
2020.12.08,-445.0000000000074,,-445.0000000000074
2020.12.08,-394.00000000000546,,-394.00000000000546
2020.12.08,-412.00000000000614,,-412.00000000000614
2020.12.08,-414.0000000000015,,-414.0000000000015
2020.12.08,-487.99999999999955,,-487.99999999999955
2020.12.08,-505.00000000000966,,-505.00000000000966
2020.12.08,-416.000000000011,,-416.000000000011
