date,GBPUSD,USDJPY,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPCAD,EURNZD,NZDCAD,AUDNZD,empty,sum
2015.04.20,30.0000000000189,24.00000000000091,-4.000000000004,19.00000000001345,-29.999999999996696,-209.00000000000364,-7.0000000000014495,-101.00000000001774,240.00000000001796,87.99999999999919,-182.0000000000155,,-131.99999999998857
2015.04.20,42.0000000000087,-4.9999999999954525,11.00000000000545,-78.00000000000028,49.00000000001015,-148.0000000000037,-26.000000000003798,-240.00000000001796,213.00000000001873,106.99999999999044,-104.00000000001519,,-179.00000000000296
2015.04.20,-34.99999999998504,-30.9999999999917,-134.99999999999625,-42.999999999993044,-87.99999999999919,-239.99999999999577,-58.99999999999794,-162.00000000001768,321.0000000000157,64.99999999999284,-70.99999999999883,,-477.9999999999669
2015.04.20,-102.99999999998644,10.000000000005116,-141.99999999999767,-24.000000000001798,-87.99999999999919,-178.99999999999582,-41.9999999999976,-188.00000000001037,169.00000000001913,-13.00000000000745,-164.00000000000858,,-763.9999999999807
2015.04.20,51.000000000001044,-51.9999999999925,-113.99999999999189,-45.99999999999049,-84.99999999999064,-282.99999999999994,-44.99999999999504,-152.0000000000188,387.000000000004,119.99999999999788,-73.99999999999629,,-292.9999999999726
2015.04.20,38.0000000000047,-96.00000000000364,-95.00000000000064,-24.999999999986144,-120.99999999999334,-263.99999999999756,-16.0000000000049,-47.00000000001925,309.0000000000037,54.999999999993946,-39.00000000001125,,-301.0000000000143
2015.04.20,128.000000000017,-78.00000000000296,-170.99999999998784,4.000000000004,-182.99999999999983,-358.9999999999982,-36.999999999998145,5.999999999994898,464.00000000001995,101.99999999999099,-83.9999999999952,,-207.99999999995538
2015.04.20,101.00000000001774,24.00000000000091,-187.00000000000384,-2.999999999997449,-205.99999999999508,-317.9999999999961,-48.99999999999905,39.999999999995595,392.9999999999989,21.999999999999797,-96.00000000000719,,-278.99999999998585
2015.04.20,200.00000000000017,-12.999999999991019,-208.00000000000819,-1.0000000000065512,-211.99999999998997,-375.9999999999986,-60.00000000000449,18.999999999991246,487.99999999999955,87.99999999999919,-32.999999999994145,,-108.0000000000028
2015.04.20,42.0000000000087,22.00000000000557,-289.0000000000059,-14.000000000002899,-234.99999999999633,-397.0000000000029,-114.00000000000298,-27.00000000002145,563.0000000000024,85.99999999999719,11.00000000000545,,-352.0000000000133
2015.04.20,124.00000000001299,-58.9999999999975,-322.00000000000006,5.999999999994898,-251.99999999999667,-376.99999999999403,-111.00000000000554,-28.000000000005798,489.0000000000061,35.999999999991594,11.00000000000545,,-482.99999999998863
2015.04.20,72.0000000000054,-58.9999999999975,-316.99999999998954,12.000000000012001,-290.9999999999968,-464.9999999999932,-104.00000000000409,67.9999999999792,651.0000000000016,106.99999999999044,69.9999999999923,,-256.0000000000002
2015.04.20,86.0000000000083,-72.00000000000273,-303.9999999999932,22.0000000000109,-316.99999999998954,-486.999999999993,-83.9999999999952,143.99999999998857,668.0000000000019,106.99999999999044,83.9999999999952,,-152.99999999997831
2015.04.20,-21.999999999988695,-33.00000000000125,-339.0000000000004,-1.999999999990898,-333.9999999999899,-458.00000000000284,-126.99999999999933,147.99999999999258,660.0000000000161,24.999999999997247,34.000000000000696,,-447.9999999999668
2015.04.20,49.00000000001015,-128.0000000000001,-309.0000000000037,-22.999999999995246,-327.99999999999494,-447.99999999999284,-121.99999999999989,157.99999999999147,661.0000000000005,67.9999999999903,45.99999999999049,,-376.0000000000042
2015.04.20,-63.99999999999739,-128.0000000000001,-340.9999999999913,-78.00000000000028,-337.99999999999386,-441.0000000000025,-177.00000000000495,143.99999999998857,733.0000000000059,49.99999999999449,21.00000000000435,,-618.999999999997
2015.04.20,-55.99999999998939,-299.99999999999716,-333.9999999999899,-79.00000000000685,-397.99999999999835,-547.999999999993,-178.99999999999582,291.9999999999812,929.000000000002,103.99999999999298,7.0000000000014495,,-561.9999999999928
2015.04.20,-29.999999999996696,-301.9999999999925,-306.9999999999906,-87.99999999999919,-370.9999999999991,-536.9999999999986,-172.00000000000549,269.9999999999925,923.0000000000072,123.99999999999079,21.00000000000435,,-468.9999999999875
2015.04.20,-78.99999999998464,-283.9999999999918,-175.99999999999838,-56.99999999999594,-328.9999999999904,-519.9999999999983,-80.99999999999774,339.0000000000004,818.0000000000076,137.9999999999937,-29.00000000001235,,-259.9999999999678
2015.04.20,-100.99999999999554,-373.9999999999952,204.00000000000418,-285.00000000000193,-129.9999999999968,-307.99999999999716,-48.000000000003595,360.9999999999891,725.0000000000201,111.99999999998988,-11.00000000000545,,145.0000000000075
2015.04.20,-183.99999999998417,-274.0000000000009,252.99999999999213,-380.9999999999869,-161.00000000000003,-265.99999999999955,-94.00000000000519,504.9999999999999,799.0000000000164,17.999999999995797,-89.00000000000574,,126.00000000002177
2015.04.20,-16.999999999978144,-224.00000000000375,120.00000000000898,-401.99999999999125,-156.99999999999602,-268.0000000000016,-170.99999999999892,318.9999999999804,827.0,25.999999999992696,-106.00000000000608,,-52.999999999993605
2015.04.20,91.00000000001884,-212.99999999999386,-202.9999999999976,-258.0000000000027,-315.9999999999941,-383.0,-231.99999999999886,270.99999999999903,836.9999999999989,-17.000000000000348,-7.0000000000014495,,-429.99999999997203
2015.04.20,-116.99999999998934,-131.00000000000023,-371.99999999999454,-235.99999999999176,-486.999999999993,-502.9999999999979,-309.99999999999915,463.9999999999977,1035.0000000000082,-72.0000000000054,59.99999999999339,,-668.999999999972
2015.04.20,-447.99999999998175,-25.99999999999625,-451.0000000000014,-120.99999999999334,-583.9999999999957,-551.0000000000015,-258.9999999999981,576.9999999999831,973.0000000000016,-123.00000000000644,58.000000000002494,,-954.9999999999874
2015.04.20,-320.9999999999935,-66.0000000000025,-551.9999999999969,8.000000000008,-612.9999999999969,-619.9999999999983,-221.99999999999997,522.0000000000002,907.0000000000133,-74.00000000000739,63.99999999999739,,-966.9999999999765
2015.04.20,-207.99999999998596,-6.999999999990791,-611.000000000006,65.00000000000395,-538.9999999999895,-619.9999999999983,-214.00000000000307,273.9999999999965,850.0000000000174,12.999999999996348,11.00000000000545,,-985.999999999954
2015.04.20,-436.9999999999985,134.00000000000034,-855.9999999999901,62.000000000006494,-662.9999999999914,-736.9999999999987,-333.0000000000055,242.99999999999324,1073.0000000000127,14.999999999998348,70.99999999999883,,-1427.999999999974
2015.04.20,-292.9999999999877,135.99999999999568,-780.9999999999873,53.999999999998494,-510.99999999999477,-653.0000000000035,-312.00000000000114,-15.00000000000945,931.0000000000151,91.99999999999208,109.99999999998789,,-1241.9999999999945
2015.04.20,-386.9999999999818,108.00000000000409,-723.0000000000069,11.00000000000545,-483.0000000000001,-607.0000000000019,-307.99999999999716,-2.0000000000131024,904.0000000000159,66.99999999999484,112.99999999998533,,-1306.999999999996
2015.04.20,-621.9999999999892,103.9999999999992,-343.99999999998875,-99.99999999998899,-348.9999999999993,-519.9999999999983,-209.9999999999991,211.99999999998997,948.0000000000155,95.99999999999609,209.9999999999991,,-574.9999999999638
2015.04.20,-459.99999999999375,60.000000000002274,-226.99999999999943,-208.99999999999253,-322.00000000000006,-470.9999999999992,-211.00000000000563,250.99999999997902,922.0000000000006,75.9999999999983,201.99999999999108,,-389.0000000000194
2015.04.20,-566.9999999999842,129.0000000000049,-141.99999999999767,-265.99999999998846,-287.9999999999994,-363.99999999999767,-211.00000000000563,286.99999999999284,804.0000000000047,-8.000000000008,198.99999999999363,,-426.9999999999851
2015.04.20,-587.9999999999885,144.00000000000546,219.99999999999798,-459.99999999999375,-188.9999999999947,-203.99999999999307,-165.00000000000404,524.9999999999977,802.0000000000139,-90.0000000000012,171.99999999999437,,167.00000000003388
2015.04.20,-601.9999999999915,376.0000000000048,78.00000000000028,-312.00000000000114,-338.9999999999893,-117.00000000000044,-129.00000000000134,689.9999999999907,383.0,-388.0000000000106,468.9999999999861,,108.99999999998755
2015.04.20,-456.9999999999963,322.00000000000273,-78.00000000000028,-228.00000000000597,-458.9999999999983,-121.99999999999989,-141.99999999999767,763.9999999999869,289.0000000000059,-514.0000000000033,463.9999999999977,,-161.0000000000084
2015.04.20,-421.99999999998903,355.000000000004,-231.0000000000034,-85.99999999998609,-453.99999999999886,-151.9999999999966,-131.00000000000333,559.9999999999827,159.00000000002024,-480.0000000000027,499.000000000005,,-382.99999999996817
2015.04.20,-460.9999999999781,341.99999999999875,-62.99999999999084,-131.99999999999878,-413.99999999999216,-148.0000000000037,-78.00000000000028,676.9999999999943,225.00000000000853,-437.0000000000096,480.99999999999807,,-7.9999999999736815
2015.04.20,-519.9999999999872,418.00000000000637,-32.999999999994145,-112.000000000001,-398.9999999999938,-112.99999999999643,-43.999999999999595,683.9999999999957,111.00000000001664,-465.0000000000043,459.99999999999375,,-12.999999999964018
2015.04.20,-531.9999999999991,445.99999999999795,-42.999999999993044,-238.0000000000049,-324.9999999999975,-70.0000000000034,-139.99999999999568,474.999999999981,212.00000000001216,-415.0000000000098,429.99999999999704,,-200.00000000001523
2015.04.20,-554.9999999999944,448.0000000000075,-78.00000000000028,-313.99999999999204,-303.9999999999932,-19.00000000000235,-209.9999999999991,406.9999999999796,213.00000000001873,-469.0000000000083,334.9999999999964,,-545.9999999999877
2015.04.20,-644.9999999999844,466.99999999999875,-160.99999999998892,-272.00000000000557,-383.99999999999545,-68.00000000000139,-217.0000000000005,490.999999999997,251.00000000000122,-503.000000000009,368.9999999999971,,-671.9999999999911
2015.04.20,-638.9999999999895,406.9999999999965,-235.99999999999176,-201.99999999999108,-446.9999999999974,-121.99999999999989,-204.99999999999963,545.9999999999799,256.00000000001177,-536.0000000000032,375.9999999999986,,-801.9999999999857
2015.04.20,-567.9999999999907,365.0000000000091,-263.99999999999756,-187.99999999998818,-400.9999999999958,-153.99999999999858,-214.00000000000307,411.99999999999017,287.000000000015,-440.00000000000705,388.9999999999949,,-775.9999999999719
2015.04.20,-518.9999999999806,328.00000000000296,-275.9999999999874,-185.99999999999727,-426.9999999999996,-153.00000000000313,-224.000000000002,454.9999999999832,314.00000000001427,-469.0000000000083,340.9999999999913,,-815.9999999999864
2015.04.20,-485.99999999998647,305.9999999999974,-252.0000000000078,-218.00000000000708,-361.9999999999957,-149.99999999999457,-231.99999999999886,322.9999999999844,327.00000000001063,-397.0000000000029,390.0000000000015,,-750.9999999999994
2015.04.20,-609.9999999999994,308.00000000000693,-234.00000000000088,-158.99999999999804,-376.99999999999403,-187.9999999999993,-187.9999999999993,385.99999999999744,353.0000000000033,-361.0000000000002,434.9999999999854,,-634.9999999999982
2015.04.20,-519.9999999999872,266.9999999999959,-235.99999999999176,-185.99999999999727,-377.9999999999894,-229.00000000000142,-214.99999999999852,376.9999999999829,491.0000000000192,-304.00000000000426,482.00000000000466,,-450.9999999999669
