date,GBPUSD,USDJPY,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPCAD,EURNZD,NZDCAD,AUDNZD,empty,sum
2015.04.20,-99.99999999998899,-4.9999999999954525,-34.000000000000696,-89.99999999999008,-67.9999999999903,-278.9999999999959,-36.999999999998145,-104.99999999999955,0.0,-43.999999999999595,-275.000000000003,,-1036.9999999999616
2015.04.20,-10.999999999983245,-33.00000000000125,-69.00000000000794,-99.99999999998899,-39.999999999995595,-234.00000000000088,-39.00000000000014,-306.00000000000625,135.00000000001845,50.99999999998994,-185.00000000001293,,-830.9999999999889
2015.04.20,-34.99999999998504,-105.00000000000398,-164.00000000000858,-96.00000000000719,-118.99999999999133,-270.99999999999903,-60.99999999999994,-299.00000000000483,150.00000000000568,-23.00000000000635,-198.99999999999363,,-1221.9999999999943
2015.04.20,-109.99999999998789,-27.999999999991587,-170.99999999998784,-56.99999999999594,-113.99999999999189,-402.00000000000233,-63.00000000000195,-189.00000000001694,87.00000000001484,-70.0000000000034,-304.00000000001535,,-1420.9999999999804
2015.04.20,-115.99999999998278,-78.99999999999352,-255.99999999998957,-62.000000000006494,-205.99999999999508,-312.9999999999966,-78.99999999999574,-239.00000000001143,92.00000000000318,-84.0000000000063,-182.99999999999983,,-1524.999999999974
2015.04.20,6.000000000017103,-134.00000000000034,-180.99999999998673,-53.999999999998494,-146.99999999999713,-320.9999999999935,-48.000000000003595,-179.00000000001802,270.00000000001467,31.999999999998696,-100.0000000000112,,-855.9999999999786
2015.04.20,-35.999999999991594,-173.99999999999238,-205.99999999999508,-39.999999999995595,-210.99999999999451,-383.99999999999545,-60.99999999999994,-117.00000000001154,313.00000000000773,43.999999999999595,-107.00000000001265,,-978.9999999999815
2015.04.20,93.00000000000975,-90.99999999999397,-215.99999999999397,-18.0000000000069,-242.99999999999324,-365.99999999999966,-60.99999999999994,-14.000000000002899,377.0000000000051,-3.0000000000085514,-146.00000000000168,,-687.999999999986
2015.04.20,84.0000000000174,-19.99999999999602,-252.0000000000078,-7.0000000000014495,-236.99999999999832,-383.99999999999545,-63.00000000000195,-77.00000000001594,300.00000000001137,-6.0000000000060005,-146.00000000000168,,-807.9999999999958
2015.04.20,-14.999999999987246,-43.99999999999693,-329.00000000000153,-28.999999999990145,-292.9999999999988,-431.99999999999903,-121.99999999999989,-48.000000000003595,487.99999999999955,17.000000000000348,-109.00000000000354,,-915.9999999999809
