date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,AUDCAD,empty,sum
2019.06.03,-2.999999999997449,-106.99999999999044,-48.000000000003595,-8.000000000008,-43.999999999999595,-173.00000000000094,-9.999999999998899,-65.00000000000395,-40.00000000000669,-6.0000000000060005,-32.00000000001069,-127.00000000001043,-38.99999999998904,-84.99999999999375,-51.000000000001044,-56.000000000011596,-65.99999999999939,,-960.0000000000316
2019.06.03,-30.999999999981043,-43.999999999999595,-31.000000000003247,-22.0000000000109,-5.999999999994898,-127.99999999999478,-49.99999999999449,-104.00000000000409,-30.000000000007798,-43.00000000000415,66.0000000000025,-43.999999999999595,38.0000000000047,-78.99999999999352,-39.00000000001125,-80.99999999999774,-76.99999999999375,,-704.9999999999836
2019.06.03,31.000000000003247,12.000000000012001,30.999999999981043,-52.000000000007596,-3.999999999992898,-130.0000000000079,-69.9999999999923,-50.0000000000056,-76.0000000000094,-60.00000000000449,4.9999999999954525,15.999999999993797,113.00000000000753,-66.99999999999307,36.999999999998145,-161.99999999999548,-24.999999999997247,,-451.0000000000148
2019.06.03,104.00000000001519,29.999999999996696,43.999999999999595,-79.00000000000685,-8.999999999992347,-133.99999999998968,-76.99999999999375,21.999999999999797,-82.99999999999974,-52.000000000007596,7.000000000005002,121.99999999999989,188.00000000001037,19.000000000005457,127.99999999999478,-168.0000000000126,-5.999999999994898,,56.000000000029345
2019.06.03,155.00000000000514,46.999999999997044,58.99999999998684,-52.99999999999194,-5.999999999994898,-134.99999999999625,-80.99999999999774,58.99999999999794,-95.00000000000064,-53.00000000000304,24.00000000000091,141.99999999999767,187.00000000000384,-75.9999999999934,150.99999999999002,-200.00000000000017,-17.000000000000348,,108.00000000000097
2019.06.03,166.00000000001057,39.00000000001125,58.99999999998684,-34.000000000000696,13.00000000000745,-153.00000000000313,-95.999999999985,56.99999999999594,-113.00000000000753,-58.000000000002494,42.00000000000159,117.99999999999588,245.99999999999068,-46.999999999997044,136.99999999998712,-246.99999999999721,-46.999999999997044,,81.99999999999721
2019.06.03,166.00000000001057,83.9999999999952,78.99999999998464,-39.00000000001125,-91.99999999999208,-103.99999999999298,-75.99999999998718,22.999999999995246,-119.00000000000244,-38.0000000000047,90.99999999997976,147.99999999999258,96.99999999999153,-128.0000000000001,133.00000000000534,-265.0000000000041,-46.999999999997044,,-87.00000000003703
2019.06.03,203.00000000000873,151.00000000001222,129.99999999998568,26.999999999999247,-100.00000000000009,-106.00000000000608,-92.00000000000318,38.0000000000047,-30.000000000007798,-41.000000000002146,180.99999999998317,143.99999999998857,106.99999999999044,-191.0000000000025,119.00000000000244,-73.99999999999629,57.00000000000705,,522.9999999999641
2019.06.03,204.00000000000418,150.00000000000568,107.99999999999699,52.000000000007596,-108.99999999999244,-109.00000000000354,-95.999999999985,32.999999999994145,-37.00000000000925,-21.999999999999797,182.99999999999272,123.99999999999079,89.00000000000574,-153.99999999999636,82.99999999998863,-60.000000000015596,31.000000000003247,,469.99999999998766
2019.06.03,233.00000000000543,177.00000000000495,142.99999999998204,87.99999999999919,-203.99999999999307,-150.00000000000568,-112.99999999998533,-11.00000000000545,-60.99999999999994,-42.0000000000087,132.000000000005,61.99999999998429,-93.99999999999409,-149.0000000000009,66.99999999999484,-83.00000000001084,31.000000000003247,,25.99999999997494
