date,GBPUSD,EURUSD,EURCHF,CADCHF,EURCAD,EURAUD,EURNZD,empty,sum
2018.03.26,-70.99999999999883,-54.0000000000207,-143.00000000000423,-58.000000000002494,-119.00000000000244,-253.99999999999866,-127.99999999999478,,-827.0000000000222
2018.03.26,-180.0000000000024,-111.00000000001664,-121.99999999999989,-21.00000000000435,-174.00000000000747,-217.99999999998488,-175.99999999999838,,-1002.0000000000141
2018.03.26,-251.00000000000122,-177.00000000000495,-139.00000000000023,-21.999999999999797,-175.00000000001404,-195.9999999999962,-211.99999999998997,,-1172.0000000000064
2018.03.26,-216.00000000001617,-174.00000000000747,-162.00000000001768,21.999999999999797,-211.00000000000563,-192.99999999999872,-139.00000000000023,,-1073.0000000000464
2018.03.26,-234.00000000000088,-173.00000000000094,-165.00000000001512,54.999999999993946,-181.9999999999933,-197.00000000000273,-113.99999999999189,,-1010.0000000000109
2018.03.26,-208.00000000000819,-142.0000000000199,-154.0000000000097,92.99999999999864,-80.00000000001339,-97.9999999999981,-45.000000000006146,,-634.0000000000567
2018.03.26,-256.00000000001177,-150.00000000000568,-175.00000000001404,98.99999999999353,-76.99999999999375,22.0000000000109,35.999999999991594,,-501.0000000000292
2018.03.26,-297.0000000000139,-321.0000000000157,-251.00000000000122,114.99999999999844,-157.00000000000713,-5.999999999994898,19.999999999997797,,-897.0000000000366
2018.03.26,-304.9999999999997,-203.00000000001984,-229.00000000001253,151.9999999999966,-29.00000000001235,107.99999999999699,110.99999999999443,,-395.00000000005645
2018.03.26,-309.0000000000037,-217.0000000000005,-229.00000000001253,154.99999999999403,-56.000000000011596,60.99999999999994,103.00000000000864,,-492.0000000000257
2018.03.26,-314.99999999999864,-221.00000000000452,-233.00000000001654,164.99999999999292,-49.99999999999449,110.99999999999443,174.00000000000747,,-369.00000000001944
2018.03.26,-323.0000000000066,-265.0000000000041,-256.00000000001177,161.00000000000003,-104.00000000001519,83.00000000001084,360.0000000000048,,-344.00000000002217
2018.03.26,-392.00000000001455,-314.00000000001427,-255.00000000000523,124.99999999999733,-154.99999999999403,45.000000000006146,492.0000000000035,,-454.00000000002126
2018.03.26,-353.0000000000033,-272.00000000000557,-243.99999999999977,151.00000000000114,-87.99999999999919,120.00000000000898,455.0000000000054,,-230.99999999999233
2018.03.26,-358.9999999999982,-252.0000000000078,-257.0000000000183,161.00000000000003,-102.00000000000209,89.00000000000574,414.00000000000324,,-306.0000000000172
2018.03.26,-343.00000000000443,-264.0000000000198,-260.0000000000158,157.99999999999147,-114.99999999999844,35.00000000000725,388.0000000000106,,-401.0000000000291
