,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,50,"['CHFJPY', 'USDJPY', 'NZDUSD', 'GBPUSD', 'EURJPY', 'NZDCAD', 'USDCHF', 'EURUSD']",80.0,0.5630844444444445,B
1,1,GBPUSD,10,['USDJPY'],100.0,0.5962555555555727,B
2,2,AUDUSD,20,"['USDCAD', 'EURCHF']",80.0,-0.24782449592074818,S
3,3,NZDUSD,10,"['USDCAD', 'EURNZD']",80.0,0.33690642857142716,B
4,4,GBPCHF,10,['GBPJPY'],80.0,-0.4275272619047536,S
5,5,EURCHF,10,"['NZDUSD', 'EURJPY', 'CHFJPY', 'USDCHF', 'EURUSD', 'USDCAD', 'EURNZD']",80.0,-0.3855,S
6,6,CHFJPY,10,['GBPJPY'],80.0,0.43106801587300786,B
7,7,CADCHF,10,"['GBPCAD', 'CADJPY']",100.0,-0.8923,S
8,8,AUDCHF,50,['EURUSD'],80.0,-0.33601347979447477,S
9,9,NZDCHF,10,"['AUDJPY', 'EURNZD', 'USDCAD', 'GBPAUD', 'NZDCHF']",100.0,0.38903896825397016,B
10,10,EURGBP,10,['GBPJPY'],80.0,0.428243214285706,B
11,11,GBPJPY,10,"['CHFJPY', 'USDJPY', 'NZDUSD', 'GBPUSD', 'EURJPY']",80.0,-0.3759,S
12,12,GBPCAD,15,['EURCHF'],80.0,-0.5576957223332167,S
13,13,GBPAUD,15,"['AUDJPY', 'USDJPY']",80.0,0.3031521212121178,B
14,14,EURJPY,10,['GBPJPY'],80.0,0.42928551587300673,B
15,15,EURCAD,15,"['EURJPY', 'CHFJPY', 'USDCHF', 'EURUSD']",100.0,-0.9172382703407694,S
16,16,EURAUD,15,"['AUDJPY', 'USDCAD']",80.0,-0.7114229209679074,S
17,17,EURNZD,50,"['EURAUD', 'AUDJPY', 'AUDCHF', 'USDCAD', 'NZDCAD', 'AUDUSD', 'EURNZD', 'NZDCHF']",100.0,-0.20035344912997372,S
18,18,AUDJPY,10,"['AUDJPY', 'EURNZD', 'USDCAD', 'GBPAUD', 'NZDCHF']",100.0,0.3827442460317475,B
19,19,NZDJPY,10,"['EURNZD', 'USDCAD', 'CADJPY']",80.0,0.9984,B
20,20,AUDCAD,15,['USDCAD'],80.0,0.7754582681207446,B
21,21,NZDCAD,15,['USDCAD'],80.0,0.5535694910644804,B
22,22,AUDNZD,20,"['EURGBP', 'GBPCHF', 'GBPCAD', 'EURNZD']",100.0,-0.996,S
