date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,AUDCHF,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2015.09.07,-34.000000000000696,-65.00000000000395,-48.99999999999238,-17.999999999984695,-14.000000000002899,-2.000000000002,-4.999999999999449,-5.000000000032756,-8.999999999970143,-67.00000000000728,-49.99999999999449,-9.000000000000341,-16.000000000005343,-46.00000000000159,,-388.99999999999807
2015.09.07,-19.999999999997797,-31.000000000003247,19.000000000005457,-19.999999999997797,60.99999999999994,23.00000000000635,75.00000000000284,-55.000000000005045,212.00000000001216,-87.99999999999386,55.99999999998939,64.99999999999773,0.0,56.0000000000005,,353.00000000001666
2015.09.07,11.00000000000545,4.000000000004,48.00000000000182,38.0000000000047,-38.0000000000047,56.99999999999594,-31.000000000003247,51.99999999998539,82.00000000000429,-64.99999999999773,-36.999999999998145,-138.9999999999958,-52.99999999999727,-143.9999999999997,,-214.99999999999497
2015.09.07,58.000000000002494,89.00000000000574,143.00000000000068,90.00000000001229,-9.00000000000345,63.00000000000195,-29.999999999996696,234.99999999998522,153.00000000002535,-167.0000000000016,-36.999999999998145,-161.99999999999193,-109.99999999999943,-92.00000000000318,,224.00000000003922
2015.09.07,46.00000000000159,15.999999999993797,162.00000000000614,90.00000000001229,-55.000000000005045,51.000000000001044,-51.99999999999649,253.99999999997647,160.00000000002677,-228.00000000000864,75.00000000000284,-197.00000000000273,-64.99999999999773,-192.00000000000327,,65.00000000000708
2015.09.07,48.99999999999905,26.999999999999247,137.00000000000045,129.00000000000134,-163.99999999999747,24.999999999997247,-170.00000000000347,406.99999999995737,-118.99999999998023,-242.999999999995,11.999999999989797,-349.9999999999943,-79.00000000000773,-375.9999999999986,,-715.0000000000323
2015.09.07,-12.999999999996348,-112.000000000001,26.00000000001046,238.0000000000049,-227.99999999999488,58.000000000002494,-261.0000000000001,505.99999999998425,-498.9999999999828,-284.9999999999966,-38.0000000000047,-510.9999999999957,-171.99999999999704,-490.999999999997,,-1781.999999999964
2015.09.07,-31.000000000003247,-168.99999999999693,-96.9999999999942,229.00000000001253,-150.00000000000568,197.99999999999818,-95.00000000000064,447.9999999999595,-226.9999999999772,-360.99999999999,740.0000000000073,-265.99999999999113,115.99999999999966,-361.0000000000002,,-25.999999999982094
2015.09.07,-58.000000000002494,-120.00000000000898,161.00000000000136,144.0000000000108,-192.00000000000327,153.00000000000313,-153.99999999999858,371.99999999999454,-312.00000000000114,-427.99999999999727,479.99999999999153,-427.99999999999727,-14.000000000010004,-378.999999999996,,-775.0000000000136
2015.09.07,29.000000000001247,-66.99999999999484,286.00000000000136,78.00000000000028,-265.99999999999955,124.00000000000189,-329.999999999997,292.9999999999655,-551.9999999999748,-659.9999999999966,265.99999999998846,-747.9999999999905,-230.00000000000398,-441.99999999999795,,-2218.9999999999964
2015.09.07,34.000000000000696,9.999999999998899,311.9999999999976,94.00000000001629,-209.9999999999991,134.99999999999625,-270.0000000000036,266.99999999997283,-348.9999999999771,-575.000000000017,350.9999999999902,-597.999999999999,-180.00000000000682,-336.00000000000296,,-1315.0000000000327
2015.09.07,9.00000000000345,8.000000000008,331.00000000000307,66.00000000001049,-168.00000000000148,182.99999999999983,-136.00000000000279,248.99999999998812,-278.00000000000045,-507.000000000005,497.99999999999847,-485.99999999999,-70.99999999999795,-282.0000000000045,,-583.9999999999908
2015.09.07,31.999999999998696,9.999999999998899,401.00000000001046,-13.999999999980695,-217.99999999999596,182.00000000000438,-214.99999999999852,134.99999999999625,-390.9999999999858,-536.0000000000014,409.99999999999926,-628.0000000000001,-133.00000000000978,-282.99999999999994,,-1247.9999999999643
2015.09.07,43.00000000000415,79.00000000000685,480.000000000004,42.0000000000087,-148.99999999999915,234.00000000000088,-146.99999999999713,234.99999999998522,-133.99999999998968,-534.9999999999966,564.9999999999933,-525.9999999999962,-61.99999999999761,-227.99999999999488,,-102.99999999996828
2015.09.07,61.999999999995396,79.00000000000685,373.00000000000466,114.0000000000141,-95.99999999999609,282.99999999999994,-109.00000000000354,322.9999999999844,15.00000000000945,-485.99999999999,662.9999999999914,-465.999999999994,3.0000000000001137,-212.99999999999653,,545.0000000000261
2015.09.07,75.9999999999983,79.00000000000685,362.000000000009,128.000000000017,-26.999999999999247,287.0000000000039,-70.99999999999883,318.9999999999582,180.00000000002458,-455.0000000000125,636.9999999999986,-364.9999999999949,10.99999999999568,-126.0000000000039,,1035.0000000000027
2015.09.07,109.00000000000354,87.99999999999919,393.0000000000007,68.00000000000139,-85.00000000000173,224.9999999999974,-128.00000000000588,187.99999999998818,-35.99999999996939,-450.00000000001705,496.99999999999187,-405.9999999999917,-37.9999999999967,-163.99999999999747,,261.0000000000023
