date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,AUDCHF,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2015.09.07,67.00000000000594,-14.000000000002899,40.00000000000625,9.999999999998899,61.999999999995396,41.000000000002146,61.999999999995396,64.99999999998174,250.00000000003908,-64.99999999999773,146.00000000000168,88.00000000000807,27.999999999991587,75.9999999999983,,856.0000000000239
2015.09.07,12.999999999996348,1.999999999990898,61.99999999999761,42.0000000000087,80.99999999999774,82.00000000000429,105.99999999999498,103.99999999997078,333.0000000000055,-60.000000000002274,239.99999999999577,88.99999999999864,63.00000000000239,95.00000000000064,,1251.999999999962
2015.09.07,63.99999999999739,130.99999999999224,151.00000000001046,160.00000000000458,7.9999999999968985,80.00000000000229,9.00000000000345,329.99999999998585,229.99999999999687,-4.9999999999954525,19.999999999997797,-55.999999999997385,9.999999999990905,-85.00000000000173,,1046.999999999984
2015.09.07,65.00000000000395,119.00000000000244,285.0000000000108,92.00000000000318,26.999999999999247,92.00000000000318,24.000000000001798,262.999999999991,313.00000000000773,-161.00000000000136,82.00000000000429,-125.99999999999056,-61.99999999999761,-17.000000000000348,,996.0000000000375
2015.09.07,63.00000000000195,59.99999999999339,215.0000000000034,144.0000000000108,-46.999999999997044,72.0000000000054,-46.999999999997044,407.99999999996396,181.00000000003115,-163.0000000000109,121.99999999999989,-168.99999999999693,-45.000000000001705,-156.00000000000057,,638.0000000000057
2015.09.07,55.000000000005045,31.000000000003247,255.00000000000966,255.00000000000523,-133.00000000000534,104.00000000000409,-121.99999999999989,606.9999999999798,-52.99999999999194,-237.99999999999955,269.9999999999925,-295.0000000000017,-25.000000000005684,-343.00000000000443,,367.9999999999909
2015.09.07,-7.9999999999968985,-87.99999999999919,70.00000000000739,300.00000000001137,-19.999999999997797,273.000000000001,26.000000000003798,625.999999999971,245.0000000000063,-176.00000000001614,936.0000000000035,-37.9999999999967,286.00000000000136,-226.99999999999943,,2204.9999999999995
2015.09.07,-9.00000000000345,-87.99999999999919,237.00000000000898,256.00000000001177,-117.00000000000044,211.00000000000563,-65.00000000000395,495.99999999996317,-119.99999999998678,-359.00000000000887,775.9999999999989,-265.99999999999113,115.99999999999966,-322.9999999999955,,744.9999999999986
2015.09.07,36.999999999998145,-29.00000000001235,302.99999999999727,147.00000000000824,-163.00000000000205,236.99999999999832,-136.99999999999824,414.9999999999654,-171.99999999997218,-362.99999999999955,737.9999999999942,-365.99999999999966,102.99999999999443,-305.99999999999517,,443.99999999997686
2015.09.07,146.00000000000168,31.999999999987594,523.0000000000103,121.99999999999989,-170.99999999999892,153.00000000000313,-229.00000000000142,334.9999999999742,-231.99999999996555,-536.0000000000014,418.0000000000073,-527.000000000001,-138.00000000000523,-302.0000000000023,,-405.9999999999917
2015.09.07,36.999999999998145,48.99999999998794,364.0000000000043,115.00000000002063,-131.99999999999878,192.99999999999872,-105.99999999999498,278.00000000000045,-166.99999999998383,-340.0000000000034,523.0000000000068,-369.99999999999034,12.000000000000455,-241.00000000000233,,215.00000000004383
2015.09.07,53.00000000000304,45.99999999999049,493.0000000000092,97.00000000001374,-129.00000000000134,217.99999999999596,-119.00000000000244,299.999999999967,-107.99999999999699,-485.99999999999,581.9999999999936,-456.00000000000307,-42.00000000000159,-227.99999999999488,,220.99999999998272
2015.09.07,60.99999999999994,80.99999999999774,541.000000000011,43.00000000001525,-141.99999999999767,233.00000000000543,-139.99999999999568,240.9999999999801,-114.99999999999844,-503.9999999999907,570.0000000000039,-507.99999999999557,-60.000000000002274,-210.99999999999451,,90.00000000003845
2015.09.07,61.999999999995396,117.99999999999588,552.9999999999973,150.00000000000568,-83.9999999999952,317.0000000000006,-87.99999999999919,392.9999999999989,58.0000000000247,-466.0000000000082,746.9999999999866,-444.0000000000026,39.00000000000148,-204.00000000000418,,1150.9999999999973
2015.09.07,80.99999999999774,89.00000000000574,375.0,177.00000000000495,53.999999999998494,385.000000000002,39.999999999995595,393.99999999996106,448.000000000004,-306.0000000000116,990.000000000002,-156.99999999999648,232.99999999998988,-38.0000000000047,,2764.999999999949
2015.09.07,153.00000000000313,148.99999999999915,537.0000000000061,133.00000000000534,27.999999999994696,311.00000000000574,-36.999999999998145,335.9999999999808,369.0000000000193,-412.00000000000614,679.0000000000074,-299.99999999999716,46.999999999997044,-46.00000000000159,,1947.0000000000155
