date,EURUSD,USDCAD,EURCHF,GBPJPY,EURJPY,EURNZD,NZDCAD,AUDNZD,empty,sum
2019.09.02,0.0,-1.0000000000065512,-140.0000000000068,-157.0000000000107,-103.9999999999992,-215.00000000000963,-87.00000000000374,-195.00000000001182,,-899.0000000000484
2019.09.02,-7.0000000000014495,60.99999999999994,-76.99999999999375,-132.000000000005,-45.000000000001705,-235.99999999999176,-132.0000000000099,-218.00000000000708,,-786.0000000000107
2019.09.02,-66.00000000001049,45.99999999999049,-76.99999999999375,-381.0000000000002,-218.9999999999941,-354.0000000000099,-185.00000000000182,-168.99999999999693,,-1405.0000000000168
2019.09.02,-45.000000000006146,26.999999999999247,-76.99999999999375,-360.99999999999,-189.00000000000716,-232.00000000000998,-146.00000000000168,-171.00000000001003,,-1194.0000000000196
2019.09.02,-43.999999999999595,28.999999999990145,-32.999999999994145,-384.9999999999909,-216.00000000000819,-188.9999999999947,-153.00000000000313,-191.00000000000784,,-1182.0000000000086
2019.09.02,-26.0000000000149,26.999999999999247,-28.999999999990145,-365.0000000000091,-200.00000000000284,-269.00000000000813,-149.00000000001023,-175.99999999999838,,-1187.0000000000346
2019.09.02,-14.000000000002899,31.000000000003247,-55.000000000005045,-384.9999999999909,-240.99999999999966,-357.99999999999164,-116.00000000000499,-199.00000000001583,,-1337.0000000000077
2019.09.02,-13.000000000018552,25.00000000000835,-55.000000000005045,-379.99999999999545,-246.9999999999999,-507.9999999999973,-36.0000000000027,-246.99999999999721,,-1461.000000000008
2019.09.02,-11.00000000000545,31.000000000003247,-56.99999999999594,-306.0000000000116,-210.00000000000796,-438.00000000000506,-24.000000000001798,-249.00000000001032,,-1264.0000000000348
2019.09.02,-32.0000000000098,-1.999999999990898,-106.00000000000608,-451.9999999999982,-301.00000000000193,-397.0000000000029,-173.00000000000094,-219.99999999999798,,-1683.0000000000086
2019.09.02,-11.00000000000545,-4.000000000004,-120.99999999999334,-429.00000000000205,-269.999999999996,-124.00000000001299,-165.9999999999995,-138.0000000000159,,-1263.000000000029
2019.09.02,-22.0000000000109,18.999999999991246,-116.00000000000499,-387.00000000000045,-242.00000000000443,-99.00000000000463,-190.00000000000128,-107.99999999999699,,-1145.0000000000325
2019.09.02,-32.0000000000098,15.00000000000945,-116.00000000000499,-405.00000000000114,-274.0000000000009,-66.99999999999484,-211.00000000000563,-63.000000000013046,,-1153.000000000021
2019.09.02,-28.000000000005798,18.0000000000069,-119.00000000000244,-402.00000000001523,-269.00000000000546,-59.000000000009045,-211.00000000000563,-66.00000000001049,,-1136.0000000000473
2019.09.02,-21.00000000000435,25.999999999992696,-109.00000000000354,-376.0000000000048,-218.00000000000352,-110.00000000001009,-169.00000000000804,-85.00000000000173,,-1062.0000000000434
2019.09.02,-26.0000000000149,26.999999999999247,-116.00000000000499,-403.99999999999636,-224.99999999999432,-147.99999999999258,-162.0000000000066,-85.00000000000173,,-1139.0000000000123
2019.09.02,3.999999999981796,-4.000000000004,-157.99999999999147,-455.0000000000125,-260.9999999999957,-32.999999999994145,-174.00000000000747,-60.000000000015596,,-1141.000000000039
2019.09.02,-1.0000000000065512,-5.999999999994898,-157.00000000000713,-469.99999999999886,-256.0000000000002,-24.000000000001798,-185.00000000000182,-56.99999999999594,,-1156.0000000000073
2019.09.02,-26.0000000000149,1.0000000000065512,-180.0000000000024,-598.0000000000132,-269.999999999996,-85.00000000000173,-165.00000000000404,-104.00000000001519,,-1427.0000000000412
2019.09.02,-5.000000000010552,21.00000000000435,-161.00000000001114,-509.9999999999909,-222.99999999999898,-63.000000000013046,-163.00000000000205,-137.00000000000932,,-1241.0000000000316
2019.09.02,36.999999999998145,18.999999999991246,-201.99999999999108,-530.0000000000011,-296.0000000000065,-104.99999999999955,-147.00000000000824,-140.0000000000068,,-1364.0000000000239
2019.09.02,38.99999999998904,42.999999999993044,-212.99999999999653,-444.9999999999932,-262.00000000000045,-99.00000000000463,-247.00000000000833,-130.0000000000079,,-1314.000000000029
2019.09.02,24.000000000001798,106.00000000000608,-168.99999999999693,-167.0000000000016,-305.9999999999974,11.00000000000545,-253.0000000000032,-63.000000000013046,,-816.9999999999989
2019.09.02,68.00000000000139,151.9999999999966,-18.999999999991246,44.999999999987494,-237.99999999999955,92.99999999998754,-310.0000000000103,-12.999999999996348,,-222.00000000002444
2019.09.02,163.00000000000205,171.00000000001003,-24.000000000001798,175.99999999998772,-177.99999999999727,259.9999999999936,-343.00000000000443,29.999999999996696,,254.99999999998658
2019.09.02,200.00000000000017,182.99999999999983,-12.999999999996348,179.00000000000205,-191.0000000000025,387.000000000004,-328.0000000000061,45.99999999999049,,462.9999999999916
2019.09.02,224.000000000002,139.00000000000023,-5.000000000010552,212.99999999999386,-177.99999999999727,428.00000000000614,-347.0000000000084,70.99999999999883,,544.9999999999848
2019.09.02,207.99999999998596,154.99999999999403,-8.000000000008,186.00000000000705,-236.99999999999477,283.99999999999534,-310.0000000000103,97.9999999999981,,375.9999999999675
2019.09.02,163.00000000000205,191.00000000000784,-2.999999999997449,12.000000000000455,-233.99999999999466,252.0000000000078,-298.0000000000094,131.99999999999878,,215.00000000001543
2019.09.02,147.99999999999258,184.99999999999073,-42.999999999993044,55.00000000000682,-233.99999999999466,251.00000000000122,-317.0000000000006,132.99999999998312,,177.99999999998613
2019.09.02,192.99999999999872,201.00000000000674,-66.99999999999484,239.00000000000432,-221.00000000000364,144.99999999999514,-380.00000000000256,114.99999999999844,,225.00000000000236
2019.09.02,202.9999999999976,322.00000000000006,-60.99999999999994,245.00000000000455,-204.9999999999983,164.99999999999292,-375.0000000000031,109.99999999998789,,403.9999999999817
2019.09.02,227.99999999998377,289.0000000000059,-56.99999999999594,284.9999999999966,-191.0000000000025,173.00000000000094,-303.0000000000088,90.99999999999665,,514.9999999999765
2019.09.02,225.99999999999287,241.00000000000233,-1.0000000000065512,377.9999999999859,-149.0000000000009,188.9999999999947,-291.0000000000079,112.99999999998533,,705.9999999999458
