date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.09.03,-19.00000000001345,-7.000000000005002,-195.9999999999962,-61.999999999995396,-25.999999999992696,-110.00000000001009,-153.0000000000058,-111.00000000000554,-80.99999999999774,-90.0000000000012,-36.999999999998145,-22.999999999996135,-133.00000000000534,-148.00000000001478,-108.00000000000409,-34.99999999999659,-195.00000000000074,,-1534.0000000000389
2018.09.03,17.000000000000348,15.000000000000568,-124.99999999999733,-21.999999999999797,-26.999999999999247,-4.000000000004,-173.00000000000182,-56.99999999999594,-53.999999999998494,-49.99999999999449,-45.000000000006146,31.00000000000591,-140.0000000000068,-120.00000000000898,-114.00000000000432,-19.000000000005457,-117.99999999999588,,-1005.0000000000119
2018.09.03,58.99999999998684,9.000000000000341,-232.99999999999432,-36.0000000000027,7.0000000000014495,11.999999999989797,-240.99999999999966,-48.99999999999905,-43.999999999999595,-46.00000000000159,-14.000000000002899,24.00000000000091,-282.0000000000045,-147.00000000000824,-206.00000000000307,9.000000000000341,-204.99999999999963,,-1383.0000000000355
2018.09.03,83.9999999999952,79.9999999999983,-219.99999999999798,-63.99999999999739,-41.9999999999976,64.99999999998174,-257.000000000005,-73.00000000000084,-78.00000000000028,-43.00000000000415,65.99999999998829,123.00000000001887,-205.99999999999508,-239.99999999999577,-210.99999999999852,6.000000000000227,-219.00000000000253,,-1229.0000000000125
2018.09.03,87.99999999999919,73.99999999999807,-157.99999999999147,-70.0000000000034,-135.99999999999167,86.99999999999264,-260.0000000000051,-73.00000000000084,-162.0000000000066,-14.000000000002899,156.00000000000057,78.00000000000296,-165.9999999999995,-219.99999999999798,-206.99999999999363,-109.99999999999943,-204.99999999999963,,-1297.9999999999986
2018.09.03,46.999999999997044,57.999999999992724,-147.99999999999258,-56.99999999999594,-115.99999999999389,34.99999999998504,-267.0000000000101,-68.99999999999685,-145.00000000000622,-46.999999999997044,42.999999999993044,91.00000000000819,-160.00000000000458,-192.00000000001438,-177.99999999999727,-84.00000000000318,-178.99999999999582,,-1368.0000000000318
2018.09.03,59.99999999999339,1.9999999999953388,-151.9999999999966,-56.99999999999594,-120.99999999999334,56.99999999999594,-218.00000000000352,-65.99999999999939,-150.00000000000568,-46.999999999997044,85.99999999998609,24.00000000000091,-130.0000000000079,-221.00000000000452,-158.99999999999181,-134.00000000000034,-175.99999999999838,,-1402.000000000023
2018.09.03,55.99999999998939,-81.00000000000307,-160.99999999998892,-80.00000000000229,-161.00000000000003,82.99999999998863,-152.00000000000102,-70.99999999999883,-175.99999999999838,-43.00000000000415,112.99999999998533,-117.999999999995,-147.00000000000824,-235.00000000000742,-129.0000000000049,-245.9999999999951,-195.00000000000074,,-1743.0000000000448
2018.09.03,31.000000000003247,-132.99999999999557,-86.99999999999264,-109.00000000000354,-184.99999999999073,63.99999999999739,-64.00000000000716,-97.9999999999981,-192.99999999999872,-34.000000000000696,82.99999999998863,-183.9999999999975,-104.99999999999955,-270.99999999999903,-30.000000000001137,-296.99999999999704,-197.00000000000273,,-1808.999999999995
2018.09.03,19.999999999997797,-97.99999999999898,-126.0000000000039,-234.99999999999633,-207.99999999999707,65.99999999998829,-54.000000000002046,-207.00000000000162,-214.99999999999852,-36.999999999998145,129.99999999998568,-160.99999999997294,-112.000000000001,-523.0000000000068,-72.00000000000273,-301.9999999999925,-336.9999999999984,,-2470.999999999999
