date,GBPUSD,EURUSD,USDJPY,EURCHF,AUDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,AUDNZD,empty,sum
2018.02.26,-1.0000000000065512,-7.999999999985796,-97.99999999999898,-117.99999999999588,-83.9999999999952,-73.99999999999629,-8.99999999998613,-77.00000000001594,-65.00000000000395,-114.99999999999844,,-648.9999999999832
2018.02.26,115.99999999998278,24.000000000001798,-54.99999999999261,-120.99999999999334,-1.999999999990898,51.000000000001044,20.000000000010232,-93.00000000000975,14.999999999987246,2.999999999997449,,-42.000000000006054
2018.02.26,147.99999999999258,-19.999999999997797,-182.99999999999272,-178.00000000001148,28.000000000005798,112.000000000001,94.99999999999886,-134.99999999999625,-14.000000000002899,62.99999999999084,,-84.00000000001208
2018.02.26,148.99999999999915,4.000000000004,-123.00000000000466,-174.00000000000747,23.00000000000635,72.0000000000054,84.00000000000318,-134.00000000001188,-19.00000000001345,160.99999999998892,,42.99999999996953
2018.02.26,178.99999999999582,26.999999999999247,-138.00000000000523,-167.00000000000603,-54.999999999993946,-45.99999999999049,74.00000000001228,-154.0000000000097,-85.00000000000173,35.999999999991594,,-329.0000000000082
2018.02.26,124.99999999999733,-1.999999999990898,-243.99999999999977,-59.99999999999339,-142.99999999999312,-182.99999999999983,199.00000000001228,-326.0000000000041,-238.0000000000049,-34.000000000000696,,-905.9999999999771
2018.02.26,44.99999999998394,-59.99999999999339,-362.99999999999955,-76.99999999999375,-127.99999999999478,-188.00000000001037,271.99999999999136,-297.0000000000139,-224.000000000002,-28.000000000005798,,-1048.0000000000382
2018.02.26,0.9999999999843467,-117.99999999999588,-522.9999999999961,-66.00000000001049,-88.99999999999464,-46.999999999997044,361.99999999999477,-243.00000000001543,-100.0000000000112,-14.000000000002899,,-837.0000000000448
2018.02.26,-109.00000000000354,-181.9999999999933,-554.000000000002,-2.999999999997449,-73.00000000000084,11.999999999989797,429.00000000000205,-270.99999999999903,-51.000000000001044,-68.00000000000139,,-870.0000000000067
2018.02.26,-214.00000000000307,-258.99999999998704,-655.9999999999917,-24.000000000001798,-10.999999999994348,137.9999999999937,468.9999999999941,-300.00000000001137,74.99999999998064,-53.00000000001415,,-835.000000000035
2018.02.26,-182.99999999999983,-243.99999999999977,-602.9999999999944,-39.00000000001125,34.000000000000696,201.00000000000674,426.9999999999925,-287.000000000015,144.99999999999514,-93.00000000000975,,-642.000000000035
2018.02.26,-157.00000000000713,-211.99999999998997,-545.0000000000017,-53.999999999998494,29.000000000001247,161.99999999999548,401.00000000001046,-234.00000000000088,121.99999999999989,-128.000000000017,,-616.0000000000082
2018.02.26,-132.00000000002098,-190.00000000000128,-557.0000000000022,-59.99999999999339,13.00000000000745,107.99999999999699,421.99999999999704,-217.0000000000005,53.999999999998494,-131.00000000001444,,-690.0000000000327
2018.02.26,-167.00000000000603,-212.99999999999653,-501.99999999999534,-56.000000000011596,25.00000000000835,110.00000000001009,379.99999999999545,-225.00000000000853,95.999999999985,-137.00000000000932,,-689.0000000000285
2018.02.26,-245.0000000000063,-248.99999999998812,-495.00000000000455,-75.00000000000284,56.0000000000005,114.99999999999844,276.00000000001046,-238.0000000000049,133.99999999998968,-133.00000000000534,,-854.0000000000131
2018.02.26,-317.0000000000117,-349.99999999998363,-575.0000000000028,-83.00000000001084,65.99999999999939,178.99999999999582,250.0,-275.000000000003,179.99999999998016,-141.00000000001333,,-1066.00000000005
