date,EURUSD,USDJPY,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,EURCAD,EURAUD,NZDCAD,AUDNZD,empty,sum
2015.05.04,-14.000000000002899,0.0,-24.000000000001798,-63.000000000013046,-24.000000000001798,-66.99999999999484,-17.999999999995797,-62.99999999999084,-182.99999999999983,-109.00000000000354,-141.00000000001333,,-706.0000000000177
2015.05.04,-21.00000000000435,10.000000000005116,14.999999999987246,-49.00000000001015,12.000000000000899,-25.999999999992696,4.999999999999449,18.0000000000069,-93.99999999999409,-143.00000000000423,-138.0000000000159,,-411.0000000000218
2015.05.04,-9.000000000014552,-4.0000000000048885,-78.00000000000028,-24.000000000001798,19.999999999997797,-6.999999999990347,-51.99999999999649,19.999999999997797,-97.9999999999981,-115.00000000000954,-184.00000000000637,,-531.0000000000268
2015.05.04,-74.0000000000185,12.000000000000455,-92.00000000000318,0.9999999999843467,-7.9999999999968985,-78.99999999999574,-68.99999999999685,-54.99999999998284,-310.9999999999946,-174.00000000000747,-205.00000000001074,,-1054.000000000022
2015.05.04,-70.0000000000145,34.99999999999659,-100.99999999999554,31.999999999987594,11.00000000000545,-54.999999999993946,-74.99999999999174,-24.000000000001798,-63.000000000013046,-156.00000000000057,-66.00000000001049,,-532.000000000032
2015.05.04,-102.00000000000209,34.000000000006025,-51.000000000001044,34.000000000000696,16.0000000000049,-31.999999999998696,-46.999999999997044,-7.999999999985796,-112.000000000001,-130.0000000000079,-124.00000000001299,,-521.9999999999949
2015.05.04,-156.00000000000057,67.99999999999784,-73.00000000001194,24.000000000001798,14.999999999998348,10.000000000010001,-61.999999999995396,19.00000000001345,2.999999999997449,-89.00000000000574,-141.00000000001333,,-382.0000000000081
2015.05.04,-163.00000000000205,66.99999999999307,-86.0000000000083,-2.0000000000131024,34.99999999999615,70.0000000000034,-62.99999999999084,22.0000000000109,14.000000000002899,-15.00000000000945,-162.00000000001768,,-283.000000000035
2015.05.04,-54.0000000000207,72.00000000000273,-134.00000000001188,-31.000000000003247,31.000000000003247,-1.999999999990898,-48.99999999999905,109.00000000000354,68.00000000000139,-104.99999999999955,-131.00000000001444,,-226.00000000002882
2015.05.04,-5.000000000010552,75.00000000000284,-156.00000000000057,-55.000000000005045,29.000000000001247,-58.99999999999794,-45.99999999999049,152.0000000000188,-56.99999999999594,-182.00000000000438,-180.0000000000024,,-483.9999999999844
2015.05.04,-80.00000000001339,84.99999999999375,-69.9999999999923,-20.000000000020002,92.00000000000318,-20.999999999993246,-48.99999999999905,171.00000000001003,65.99999999998829,-207.00000000000162,-10.000000000021103,,-43.00000000004546
2015.05.04,-84.0000000000174,126.99999999999534,-113.99999999999189,8.999999999992347,101.00000000000664,-11.999999999989797,-60.99999999999994,152.0000000000188,4.000000000004,-203.00000000000873,-125.00000000001954,,-206.00000000001017
2015.05.04,-45.000000000006146,182.00000000000216,-116.00000000000499,12.999999999996348,87.00000000000374,45.000000000006146,-66.99999999999484,152.0000000000188,-19.00000000001345,-155.00000000000514,-113.00000000000753,,-36.00000000000492
2015.05.04,-74.0000000000185,155.00000000000114,-168.0000000000126,-2.0000000000131024,60.99999999999994,6.0000000000060005,-86.99999999999264,135.00000000001845,-66.99999999999484,-159.00000000000912,-157.00000000000713,,-357.0000000000224
2015.05.04,-65.00000000000395,152.00000000000102,-164.00000000000858,0.9999999999843467,60.99999999999994,0.0,-78.99999999999574,123.00000000000644,-96.00000000000719,-192.00000000000327,-132.00000000002098,,-391.000000000048
2015.05.04,-36.0000000000138,140.00000000000057,-147.00000000000824,-45.000000000006146,34.000000000000696,-17.000000000000348,-63.99999999999739,145.00000000001734,2.999999999997449,-190.00000000000128,-74.0000000000185,,-251.00000000002967
2015.05.04,-6.000000000017103,140.00000000000057,-110.99999999999443,-70.99999999999883,21.00000000000435,-68.99999999999685,-9.999999999998899,136.00000000000279,99.99999999998899,-246.00000000000176,3.999999999981796,,-112.0000000000294
2015.05.04,-4.000000000004,138.9999999999958,-107.99999999999699,-109.00000000000354,16.0000000000049,-91.99999999999208,-5.999999999994898,138.0000000000159,59.99999999999339,-295.0000000000008,19.999999999997797,,-240.99999999998454
2015.05.04,75.99999999998718,176.00000000000193,-205.00000000001074,-231.0000000000034,-68.99999999999685,-139.99999999999568,17.000000000000348,129.00000000000134,52.99999999999194,-289.0000000000059,-20.000000000020002,,-503.00000000004985
2015.05.04,-124.00000000001299,155.00000000000114,-429.99999999999704,-319.0000000000026,-290.00000000000136,-328.9999999999904,-21.999999999999797,-58.000000000002494,-45.000000000006146,-220.00000000000907,-47.00000000001925,,-1729.00000000004
2015.05.04,-335.00000000001864,31.999999999996476,-585.9999999999976,-345.0000000000175,-365.0000000000042,-402.9999999999978,-114.99999999999844,-365.99999999999966,-483.0000000000112,-235.00000000000742,-114.0000000000141,,-3315.00000000007
2015.05.04,-413.00000000001893,67.99999999999784,-652.9999999999925,-221.00000000000452,-404.0000000000044,-355.99999999998965,-210.99999999999451,-425.99999999999307,-448.000000000004,-114.00000000000298,-155.00000000001623,,-3333.0000000000236
2015.05.04,-567.0000000000064,88.99999999999864,-723.0000000000069,-123.00000000000644,-404.0000000000044,-451.9999999999969,-356.00000000000074,-634.9999999999856,-665.0000000000044,-243.99999999999977,-72.0000000000054,,-4152.000000000018
2015.05.04,-525.0000000000199,94.99999999999886,-663.999999999998,-91.00000000001884,-412.00000000000125,-459.99999999999375,-346.9999999999973,-756.0000000000011,-685.0000000000023,-216.0000000000051,-55.000000000005045,,-4116.000000000044
2015.05.04,-545.0000000000177,48.99999999999238,-605.9999999999955,-35.00000000000725,-502.9999999999979,-427.99999999999505,-342.9999999999933,-933.9999999999905,-670.9999999999993,-135.00000000000733,26.999999999999247,,-4124.000000000013
2015.05.04,-652.0000000000082,34.99999999999659,-479.99999999999153,68.99999999998573,-526.9999999999997,-389.99999999999034,-320.9999999999935,-1029.9999999999975,-822.0000000000116,-51.000000000001044,7.999999999985796,,-4161.000000000026
2015.05.04,-670.9999999999993,12.000000000000455,-334.00000000001205,118.99999999998023,-507.9999999999973,-420.9999999999936,-286.99999999999284,-1100.9999999999964,-866.0000000000113,-42.0000000000087,-13.000000000018552,,-4112.000000000049
2015.05.04,-698.0000000000208,-15.000000000000568,-147.00000000000824,219.99999999999798,-426.00000000000415,-300.0000000000003,-236.99999999999832,-1066.9999999999957,-795.0000000000124,27.999999999994696,-41.000000000002146,,-3478.00000000005
2015.05.04,-594.0000000000057,-15.000000000000568,-85.00000000000173,253.99999999999866,-500.00000000000045,-214.99999999999852,-219.99999999999798,-1204.9999999999893,-695.0000000000011,143.9999999999997,-34.000000000000696,,-3164.9999999999977
2015.05.04,-644.0000000000001,-37.9999999999967,-1.0000000000065512,256.99999999999613,-454.9999999999943,-233.99999999998977,-204.99999999999963,-1140.999999999992,-781.0000000000094,112.99999999999643,-90.00000000001229,,-3219.000000000008
2015.05.04,-602.0000000000136,-30.000000000001137,-22.0000000000109,112.000000000001,-478.0000000000006,-280.9999999999979,-122.99999999999534,-1001.9999999999918,-770.000000000004,44.99999999999504,-132.00000000002098,,-3283.0000000000405
2015.05.04,-312.00000000000114,43.00000000000637,-8.999999999992347,159.99999999998238,-453.0000000000034,-134.99999999999625,-134.99999999999625,-992.9999999999994,-574.0000000000078,215.99999999999397,-144.0000000000108,,-2336.0000000000246
2015.05.04,-205.00000000001074,81.00000000000307,133.99999999998968,132.99999999998312,-356.9999999999962,-93.99999999999409,-47.9999999999925,-834.9999999999858,-327.99999999999494,93.99999999999409,-106.00000000000608,,-1531.0000000000105
2015.05.04,-345.0000000000175,34.99999999999659,248.00000000000378,254.999999999983,-285.9999999999974,-107.99999999999699,-73.00000000000084,-849.9999999999952,-472.00000000000574,39.00000000000014,-6.000000000017103,,-1563.000000000047
2015.05.04,-513.0000000000078,37.9999999999967,-19.999999999997797,227.99999999998377,-439.0000000000005,-272.99999999998994,-162.99999999999093,-1041.9999999999873,-805.9999999999956,8.999999999992347,-62.000000000006494,,-3043.000000000003
2015.05.04,-553.0000000000035,72.00000000000273,-25.999999999992696,168.99999999999693,-431.0000000000036,-287.9999999999994,-180.99999999999784,-1048.9999999999889,-827.0,22.999999999995246,-116.00000000000499,,-3206.999999999996
2015.05.04,-432.0000000000102,4.9999999999954525,-69.9999999999923,101.99999999997988,-468.9999999999972,-242.99999999999324,-139.99999999999568,-1021.9999999999895,-727.0000000000109,68.99999999999685,-147.00000000000824,,-3074.000000000025
2015.05.04,-509.00000000000387,-30.000000000001137,-141.99999999999767,96.99999999999153,-583.0000000000002,-269.9999999999925,-151.9999999999966,-1146.0000000000025,-731.9999999999993,171.99999999999437,-162.00000000001768,,-3457.000000000025
2015.05.04,-522.0000000000002,-31.999999999996476,-112.000000000001,112.000000000001,-529.0000000000017,-225.99999999999287,-156.99999999999602,-1112.0000000000018,-792.9999999999993,212.99999999999653,-238.0000000000049,,-3395.999999999997
2015.05.04,-392.00000000001455,46.999999999997044,-79.99999999999119,97.9999999999981,-487.99999999999955,-179.99999999999127,-130.99999999999224,-1015.9999999999947,-794.0000000000058,256.0000000000007,-296.0000000000074,,-2976.000000000001
2015.05.04,-412.00000000001234,64.99999999999773,-75.00000000000284,98.99999999998244,-485.99999999999756,-174.99999999999181,-114.99999999999844,-985.999999999998,-777.0000000000055,187.9999999999993,-276.00000000000955,,-2950.000000000037
