date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2019.01.21,-230.000000000008,-85.00000000000173,0.0,-4.999999999999449,-209.9999999999991,-164.00000000000858,-134.00000000000034,-95.00000000000064,-111.99999999999477,-62.000000000006494,-164.00000000000858,-159.00000000000603,-96.00000000000719,-85.99999999999852,-88.00000000000807,0.0,-26.000000000003798,0.0,,-1716.000000000052
2019.01.21,-163.00000000000205,-75.00000000000284,25.99999999999625,-37.00000000000925,-117.99999999999588,-108.00000000001918,-93.00000000000352,-161.00000000000003,-125.0,-69.9999999999923,-178.00000000001148,-173.00000000000182,-195.00000000001182,-91.99999999999875,-91.00000000000819,45.99999999999227,-34.000000000000696,333.0000000000055,,-1308.000000000064
2019.01.21,-179.00000000000693,-90.00000000001229,1.0000000000047748,-48.99999999999905,-177.99999999998929,-147.00000000000824,-96.9999999999942,-197.00000000000273,-126.00000000000477,-52.000000000007596,-6.000000000017103,-153.0000000000058,-239.00000000001143,-78.99999999999352,-55.999999999997385,67.99999999999784,-24.999999999997247,323.99999999999096,,-1280.0000000000541
2019.01.21,-220.00000000000907,-90.00000000001229,-18.999999999991246,-29.000000000001247,-85.00000000000173,-175.00000000001404,-94.99999999999886,-279.00000000000705,8.000000000009777,12.000000000012001,-211.00000000000563,-162.00000000000614,-253.99999999999866,-46.999999999997044,-58.000000000006935,51.9999999999925,-68.99999999999685,337.0000000000095,,-1384.000000000023
2019.01.21,-216.0000000000051,-182.0000000000155,-87.99999999999386,-34.000000000000696,-82.99999999998863,-231.0000000000034,-21.000000000000796,-284.0000000000065,131.00000000000023,15.00000000000945,-243.99999999999977,-147.00000000000557,-346.0000000000019,23.000000000010346,-6.000000000000227,121.99999999999989,-65.00000000000395,347.9999999999928,,-1308.000000000013
2019.01.21,-202.0000000000022,-168.0000000000126,-60.99999999999284,-26.999999999999247,-119.00000000000244,-232.00000000000998,-66.0000000000025,-295.0000000000008,48.00000000000182,49.00000000001015,-107.00000000001265,-165.00000000000625,-292.00000000000335,-53.999999999987836,-28.999999999996362,164.99999999999204,-14.000000000002899,463.9999999999977,,-1105.0000000000305
2019.01.21,-189.00000000000583,-167.00000000000603,-201.99999999999818,-143.00000000000423,-55.99999999998939,-219.00000000001364,24.00000000000091,-290.00000000000136,181.0000000000116,-21.999999999988695,-135.00000000001845,-108.00000000000409,-364.00000000000875,-3.9999999999906777,12.999999999991019,218.9999999999941,-26.000000000003798,466.9999999999952,,-1021.00000000004
2019.01.21,-209.00000000000364,-182.0000000000155,-155.00000000000114,-124.00000000000189,-79.00000000000685,-234.00000000000088,36.000000000001364,-278.00000000000045,199.00000000001228,82.00000000000429,-46.0000000000127,-73.0000000000075,-295.0000000000008,35.0000000000108,72.99999999999329,301.9999999999925,14.999999999998348,461.0000000000003,,-472.0000000000385
2019.01.21,-203.00000000000873,-200.00000000000017,-161.00000000000136,-118.00000000000699,-96.00000000000719,-258.0000000000027,28.000000000005798,-300.0000000000003,134.9999999999909,100.0000000000112,-447.0000000000196,-149.0000000000009,-293.99999999999426,-51.9999999999925,-150.99999999999625,194.00000000000261,-136.99999999999824,482.999999999989,,-1626.0000000000296
2019.01.21,-217.0000000000005,-211.00000000000563,-63.00000000000239,4.999999999999449,-83.9999999999952,-285.00000000000193,-81.99999999999363,-313.00000000000773,1.0000000000047748,99.00000000000463,-269.00000000000813,-242.00000000000443,-290.9999999999968,-91.99999999999875,-117.00000000000443,161.99999999999193,-73.00000000000084,550.000000000006,,-1522.000000000014
2019.01.21,-175.00000000000293,-181.00000000000892,-28.999999999996362,0.999999999995449,-79.00000000000685,-225.00000000000853,-60.99999999999284,-285.00000000000193,26.00000000001046,102.00000000000209,-192.00000000001438,-219.0000000000083,-275.000000000003,-68.9999999999884,-103.00000000000864,161.99999999999193,-73.00000000000084,543.999999999989,,-1131.0000000000528
2019.01.21,-170.99999999999892,-178.00000000001148,-52.99999999999727,-2.000000000002,-38.0000000000047,-219.00000000001364,-24.00000000000091,-291.0000000000079,135.99999999999568,103.99999999999298,-177.00000000000495,-159.00000000000603,-299.00000000000483,-12.999999999991019,-34.000000000006025,271.99999999999136,-55.000000000005045,601.000000000007,,-600.0000000000675
2019.01.21,-175.00000000000293,-163.00000000000205,-84.00000000000318,-26.000000000003798,-120.00000000000898,-212.00000000001216,-13.999999999995794,-279.00000000000705,104.00000000001342,21.00000000000435,-143.00000000000423,-125.0,-320.9999999999935,1.0000000000047748,-21.000000000000796,331.99999999999363,-63.00000000000195,679.9999999999917,,-608.0000000000285
2019.01.21,-194.0000000000053,-195.00000000001182,-113.99999999999011,-11.00000000000545,-126.99999999998823,-252.0000000000078,34.99999999999659,-257.0000000000072,111.99999999999477,21.00000000000435,-110.00000000001009,-114.00000000000432,-266.999999999995,11.00000000000989,-3.0000000000001137,381.0000000000002,-45.000000000006146,724.9999999999978,,-404.0000000000276
2019.01.21,-216.0000000000051,-197.00000000000273,-108.99999999999466,10.999999999994348,-170.00000000000347,-262.00000000000665,54.000000000002046,-256.0000000000007,117.999999999995,62.000000000006494,-143.00000000000423,-115.99999999999966,-259.0000000000092,-7.999999999995566,-28.999999999996362,370.9999999999951,-63.00000000000195,743.0000000000048,,-469.0000000000223
2019.01.21,-209.00000000000364,-197.00000000000273,-146.0000000000008,32.999999999994145,-167.00000000000603,-265.0000000000041,78.00000000000296,-252.0000000000078,110.00000000001364,34.000000000000696,-116.00000000000499,-97.00000000000841,-279.00000000000705,-3.9999999999906777,-22.00000000000557,362.99999999999955,-65.99999999999939,716.9999999999899,,-485.00000000004036
2019.01.21,-209.9999999999991,-200.00000000000017,-134.00000000000034,30.999999999992145,-182.99999999999983,-269.00000000000813,94.0000000000083,-241.99999999999778,111.99999999999477,12.999999999996348,-242.00000000000887,-91.00000000000819,-276.00000000000955,15.000000000000568,-73.0000000000075,305.9999999999974,-131.99999999999878,703.0000000000092,,-778.0000000000397
2019.01.21,-192.99999999999872,-214.00000000000307,-140.00000000000057,80.99999999999774,-187.99999999998818,-283.000000000011,76.99999999999818,-265.0000000000041,92.00000000001296,-34.000000000000696,-246.00000000001288,-106.99999999999932,-310.0000000000103,25.000000000005684,-64.99999999999773,256.9999999999908,-131.00000000000333,652.9999999999925,,-991.0000000000323
2019.01.21,-214.00000000000307,-320.00000000000915,-164.99999999999204,44.99999999999504,-194.99999999998963,-343.00000000000443,63.00000000000239,-294.00000000000534,80.99999999998886,-150.00000000000568,-165.9999999999995,-207.00000000000784,-461.0000000000003,50.00000000001137,-40.99999999999682,254.99999999999545,-138.00000000000477,602.999999999998,,-1597.0000000000275
2019.01.21,-198.00000000000927,-284.00000000001756,-150.99999999999625,26.999999999999247,-181.9999999999933,-317.0000000000117,58.000000000006935,-307.0000000000017,112.99999999999955,-156.00000000000057,-206.00000000001728,-180.99999999999739,-445.99999999999085,60.000000000002274,-36.000000000001364,198.99999999999807,-148.0000000000037,527.9999999999951,,-1627.0000000000396
