date,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.01.18,-19.999999999997797,-73.99999999999629,-336.9999999999891,-46.00000000000159,-287.9999999999994,-10.99999999999568,-68.00000000000139,-51.99999999999649,-456.9999999999741,-34.99999999999659,-42.0000000000087,-456.00000000001194,-323.0000000000075,-474.00000000000375,-214.99999999999852,-308.9999999999926,,-3206.9999999999714
2016.01.18,46.999999999997044,-133.00000000000534,-283.9999999999918,108.99999999999244,-150.00000000000568,172.00000000001125,26.000000000003798,-65.00000000000395,-550.000000000006,9.000000000000341,185.99999999999727,-618.0000000000074,-430.9999999999974,-563.0000000000024,-195.00000000000074,-344.99999999999534,,-2785.000000000014
2016.01.18,66.00000000001049,-104.99999999999955,-330.99999999998886,163.99999999999747,-53.999999999998494,279.0000000000106,131.99999999999878,-70.0000000000034,-624.0000000000023,94.99999999999886,211.00000000000563,-588.0000000000107,-477.00000000000387,-629.0000000000049,-234.99999999999633,-390.99999999999693,,-2556.9999999999836
2016.01.18,156.00000000000057,-42.0000000000087,-399.9999999999915,176.99999999999383,72.99999999998974,317.0000000000073,131.00000000000333,12.999999999996348,-461.0000000000003,215.0000000000034,190.00000000000128,-580.0000000000027,-448.99999999999807,-691.0000000000025,-265.99999999999955,-459.99999999999375,,-2077.0000000000014
2016.01.18,134.99999999999625,-49.99999999999449,-450.9999999999934,163.99999999999747,69.9999999999923,332.00000000000784,146.00000000000168,-12.000000000000899,-400.00000000000034,242.999999999995,195.9999999999962,-546.000000000002,-516.0000000000053,-703.000000000003,-231.99999999999886,-393.9999999999944,,-2018.000000000006
2016.01.18,59.99999999999339,-102.00000000000209,-494.99999999999034,145.9999999999906,28.999999999990145,389.00000000001,148.99999999999915,-41.000000000002146,-776.9999999999833,289.99999999999204,177.00000000000495,-839.9999999999964,-564.0000000000072,-743.9999999999998,-329.999999999997,-373.99999999999653,,-3026.999999999994
2016.01.18,121.99999999999989,-269.9999999999925,-705.9999999999889,268.99999999999704,160.99999999998892,332.9999999999984,234.00000000000088,46.00000000000159,-1261.000000000001,265.00000000000057,407.0000000000018,-1476.999999999995,-868.9999999999998,-1027.000000000001,-427.99999999999505,-388.9999999999949,,-4589.999999999979
2016.01.18,160.00000000000458,-246.99999999999721,-685.9999999999928,410.9999999999947,374.0000000000077,326.0000000000076,418.0000000000073,104.99999999999955,-1495.9999999999861,319.9999999999932,702.9999999999869,-1683.0000000000123,-942.9999999999978,-1171.999999999997,-454.00000000000995,-451.9999999999969,,-4315.999999999989
2016.01.18,163.00000000000205,-229.99999999999687,-646.9999999999914,505.99999999999534,397.99999999998727,365.0000000000091,465.9999999999998,124.99999999999733,-1563.9999999999877,308.9999999999975,855.9999999999901,-1720.9999999999948,-882.000000000005,-1096.999999999994,-549.9999999999949,-463.9999999999977,,-3966.999999999984
2016.01.18,154.0000000000097,-262.00000000000665,-609.9999999999994,498.9999999999939,347.9999999999928,280.00000000000114,458.00000000000284,90.99999999999665,-1656.9999999999752,244.99999999999034,814.0000000000036,-1890.0000000000139,-939.9999999999977,-1063.0000000000023,-494.00000000000557,-348.9999999999993,,-4376.000000000009
