date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,CADCHF,GBPJPY,GBPCAD,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.06.15,5.999999999994898,90.00000000001229,60.000000000015596,-50.0000000000056,-90.0000000000012,-32.0000000000098,-258.9999999999981,129.99999999999545,252.0000000000078,-50.99999999997884,-221.00000000000364,-92.00000000000318,292.9999999999988,,36.00000000002444
2020.06.15,-60.99999999999994,29.00000000001235,58.000000000002494,119.00000000000244,62.000000000006494,-110.00000000001009,-265.99999999999955,174.99999999998295,193.00000000002092,296.0000000000074,-91.00000000000819,129.00000000000134,97.00000000000264,,630.0000000000213
2020.06.15,-2.999999999997449,36.999999999998145,71.00000000002105,85.00000000000173,142.00000000000878,-5.000000000010552,-97.00000000000264,346.00000000000364,433.0000000000167,651.0000000000016,-108.00000000000409,-73.00000000000084,119.00000000000244,,1598.0000000000384
2020.06.15,29.999999999996696,9.999999999998899,112.000000000001,29.000000000001247,154.0000000000097,56.99999999999594,-84.0000000000063,234.99999999998522,380.00000000000256,738.0000000000164,-50.00000000001137,-136.00000000000279,112.000000000001,,1586.9999999999882
2020.06.15,56.0000000000005,-92.99999999998754,84.0000000000174,100.99999999999554,229.00000000000142,185.99999999999727,-36.999999999998145,-33.00000000001546,304.00000000001535,912.0000000000017,111.99999999999477,-75.9999999999983,41.9999999999976,,1787.000000000022
2020.06.15,109.00000000000354,-11.999999999989797,160.00000000000458,122.99999999999534,225.00000000000853,175.99999999999838,22.999999999995246,36.000000000001364,464.00000000001995,1013.0000000000194,125.0,-70.99999999999883,73.99999999999629,,2445.000000000054
2020.06.15,92.99999999999864,24.000000000001798,157.00000000000713,81.9999999999932,172.00000000000549,124.99999999999733,-36.0000000000027,48.00000000000182,420.00000000002035,872.0000000000061,82.99999999999841,-78.00000000000028,92.00000000000318,,2054.000000000031
2020.06.15,90.99999999999665,-92.00000000000318,104.00000000001519,268.0000000000016,325.00000000000864,231.99999999998778,22.999999999995246,-188.0000000000166,407.0000000000018,1209.0000000000157,295.99999999999227,100.99999999999554,-43.999999999999595,,2731.999999999991
2020.06.15,102.99999999999754,-26.999999999999247,140.0000000000068,132.99999999999423,243.00000000000432,195.9999999999962,-7.9999999999968985,-60.000000000002274,380.00000000000256,1038.0000000000057,185.99999999999284,-19.00000000000235,-2.000000000002,,2302.9999999999977
2020.06.15,104.99999999999955,114.0000000000141,234.00000000000088,-17.000000000000348,143.9999999999997,55.000000000005045,-82.99999999999974,69.99999999999318,393.0000000000211,909.0000000000042,84.99999999999375,-113.00000000000753,16.0000000000049,,1912.0000000000289
