date,AUDUSD,NZDUSD,NZDCHF,EURNZD,NZDJPY,AUDCAD,empty,sum
2018.10.08,-16.0000000000049,-13.00000000000745,-1.0000000000065512,-146.00000000000168,-29.000000000010573,-44.99999999999504,,-250.0000000000262
2018.10.08,-14.000000000002899,17.999999999995797,12.000000000000899,-168.99999999999693,9.000000000000341,-34.99999999999615,,-178.99999999999892
2018.10.08,-2.000000000002,21.999999999999797,13.999999999991797,-120.99999999999334,-13.00000000000523,-39.00000000000014,,-139.0000000000091
2018.10.08,-9.00000000000345,5.999999999994898,29.999999999996696,-177.00000000000495,-55.00000000000682,1.0000000000065512,,-204.00000000001705
2018.10.08,-45.000000000006146,-56.0000000000005,-52.000000000007596,-323.99999999999096,-103.9999999999992,-47.9999999999925,,-628.9999999999969
2018.10.08,-58.000000000002494,-74.00000000000739,-68.00000000000139,-336.9999999999873,-130.00000000000966,-48.99999999999905,,-716.0000000000074
2018.10.08,-26.999999999999247,-63.00000000000195,-50.0000000000056,-380.00000000000256,-91.99999999999875,-8.999999999992347,,-621.0000000000005
2018.10.08,-75.00000000000284,-145.00000000000622,-124.00000000000189,-513.0000000000078,-143.00000000000068,-51.99999999999649,,-1052.0000000000161
2018.10.08,-68.99999999999685,-135.00000000000733,-118.00000000000699,-503.99999999999335,-115.99999999999966,-29.000000000001247,,-971.0000000000055
2018.10.08,-45.000000000006146,-121.00000000000443,-75.9999999999983,-398.9999999999938,-70.00000000000739,4.999999999999449,,-706.0000000000107
2018.10.08,-31.000000000003247,-112.000000000001,-63.00000000000195,-368.9999999999971,-78.00000000000296,30.000000000007798,,-622.9999999999984
2018.10.08,-79.00000000000685,-109.00000000000354,-60.00000000000449,-337.99999999999386,-87.0000000000033,-0.999999999995449,,-674.0000000000075
2018.10.08,-40.00000000000669,-85.00000000000173,-41.000000000002146,-292.9999999999877,-49.000000000006594,55.000000000005045,,-452.99999999999983
2018.10.08,2.999999999997449,-24.000000000001798,-21.999999999999797,-86.99999999999264,15.999999999991132,147.00000000000824,,33.000000000002586
2018.10.08,10.999999999994348,-1.0000000000065512,3.999999999992898,9.999999999998899,49.99999999999716,204.00000000000418,,277.9999999999809
2018.10.08,34.99999999999615,7.9999999999968985,5.999999999994898,-4.999999999988347,68.9999999999884,226.00000000000398,,338.999999999992
2018.10.08,31.000000000003247,29.000000000001247,34.000000000000696,92.00000000000318,76.99999999999818,225.00000000000853,,488.00000000001506
2018.10.08,29.000000000001247,29.000000000001247,51.99999999999649,163.00000000000205,46.999999999997044,236.99999999999832,,556.9999999999964
2018.10.08,41.000000000002146,17.999999999995797,13.999999999991797,156.00000000000057,34.99999999999659,253.0000000000032,,516.9999999999901
2018.10.08,-21.999999999999797,-7.9999999999968985,7.0000000000014495,147.00000000000824,3.0000000000001137,265.0000000000041,,392.00000000001717
2018.10.08,-12.999999999996348,-2.000000000002,-9.999999999998899,188.9999999999947,0.999999999990564,291.0000000000079,,455.9999999999959
