names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['EURJPY'],80.0,-0.982,B
EURUSD,10,['EURJPY'],80.0,0.922,S
USDJPY,15,['CADCHF'],80.0,-0.11677367077367079,B
USDCAD,10,"['CHFJPY', 'EURCHF', 'AUDCHF']",80.0,0.62,S
AUDUSD,20,"['EURCHF', 'AUDCHF']",100.0,-1.0,B
NZDUSD,10,['EURCHF'],80.0,-1.0,B
EURCHF,50,['GBPJPY'],80.0,-0.4609021233847805,B
CHFJPY,10,"['NZDCAD', 'GBPCAD', 'EURJPY']",100.0,-0.38,B
CADCHF,10,['GBPAUD'],100.0,-0.7383174603174606,B
AUDCHF,15,['AUDCHF'],80.0,-0.748683261183261,B
EURGBP,50,"['EURUSD', 'GBPCHF', 'USDCHF', 'USDCAD', 'EURGBP']",80.0,0.5765396825396827,S
GBPJPY,10,"['USDCHF', 'EURNZD', 'NZDCHF', 'EURUSD']",80.0,-0.48,B
GBPAUD,50,"['USDCHF', 'EURCAD']",80.0,0.244426592080987,S
EURJPY,10,"['GBPCAD', 'EURCAD', 'NZDCAD', 'USDJPY', 'GBPCHF', 'CADJPY', 'GBPUSD']",80.0,-1.0,B
EURCAD,20,"['AUDCAD', 'AUDUSD']",80.0,0.46404501054501085,S
EURAUD,10,['EURCHF'],80.0,0.7654920634920634,S
CADJPY,20,"['AUDCAD', 'EURAUD', 'AUDUSD']",100.0,-0.3546924186924187,B
AUDCAD,30,['EURCHF'],100.0,-0.4116909244679134,B
AUDNZD,10,"['CHFJPY', 'GBPCHF']",80.0,0.8,S
