date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.09.28,185.99999999999727,-62.99999999999084,-5.999999999994898,49.99999999999449,21.00000000000435,80.99999999999774,-141.00000000001333,-5.999999999994898,21.000000000000796,88.99999999999464,-2.000000000002,42.0000000000087,-38.000000000010914,5.999999999994898,-54.9999999999784,76.99999999999375,35.999999999991594,216.99999999997831,32.00000000001069,36.0000000000027,34.99999999999615,95.999999999985,,713.9999999999658
2015.09.28,182.99999999999983,-126.0000000000039,-8.000000000008,29.999999999996696,60.00000000000449,75.00000000000284,-320.00000000000915,-38.99999999998904,34.000000000006025,108.99999999999244,32.999999999994145,72.0000000000054,-188.0000000000166,-121.99999999999989,-81.99999999999363,59.000000000009045,126.99999999998823,243.99999999999977,66.0000000000025,81.00000000000884,17.999999999995797,143.99999999998857,,449.99999999997436
2015.09.28,292.00000000000335,-51.99999999998539,15.00000000000945,52.99999999999194,143.00000000000423,136.00000000000279,-415.0000000000098,-119.00000000000244,67.00000000000728,195.00000000000074,48.000000000003595,24.000000000001798,-219.0000000000225,14.000000000002899,-125.0,117.00000000001154,332.9999999999833,364.9999999999931,121.99999999999989,216.0000000000051,65.00000000000395,357.99999999999164,,1632.9999999999964
2015.09.28,289.0000000000059,-68.99999999998573,-11.00000000000545,46.999999999997044,84.0000000000063,136.00000000000279,-426.9999999999996,-134.99999999999625,35.0000000000108,210.99999999999451,-1.0000000000065512,9.999999999998899,-176.00000000001614,4.999999999988347,-104.99999999998977,79.99999999999119,265.0000000000041,323.99999999999096,86.00000000001273,146.00000000000168,77.00000000000485,265.99999999998846,,1136.999999999999
2015.09.28,285.00000000000193,-24.000000000001798,-39.00000000001125,-11.00000000000545,36.999999999998145,67.00000000000594,-384.00000000000654,-153.00000000000313,-18.000000000000682,161.00000000000003,-48.99999999999905,-32.999999999994145,-32.00000000001069,-30.0000000000189,-75.9999999999934,-25.999999999992696,201.99999999999108,89.99999999999008,69.00000000000261,31.999999999998696,26.000000000003798,74.99999999998064,,168.9999999999352
2015.09.28,299.00000000000483,-102.00000000000209,-79.00000000000685,-43.00000000001525,78.00000000000028,124.00000000000189,-476.0000000000098,-205.99999999999508,-108.99999999999466,151.9999999999966,-19.999999999997797,-26.999999999999247,-2.0000000000095497,-185.00000000001293,-36.000000000001364,-120.00000000000898,346.9999999999862,161.99999999999548,175.00000000001137,62.000000000006494,117.99999999999588,224.99999999998633,,336.99999999993173
2015.09.28,206.00000000000617,-92.99999999998754,-164.99999999999292,0.9999999999843467,89.00000000000574,53.999999999998494,-331.0000000000146,-191.00000000000784,-92.99999999998931,108.99999999999244,54.999999999993946,-87.99999999999919,146.99999999999136,-99.99999999998899,-36.99999999997772,-181.00000000000892,489.99999999999045,-162.00000000001768,246.9999999999999,104.99999999999955,-2.999999999997449,122.99999999998423,,181.99999999996444
2015.09.28,258.9999999999981,-68.00000000000139,-43.999999999999595,20.999999999982144,-5.999999999994898,192.99999999999872,-382.0000000000157,-127.00000000001043,-9.999999999990905,156.99999999999602,-72.0000000000054,-20.999999999993246,-27.000000000015234,-38.99999999998904,-42.00000000000159,0.0,106.99999999999044,395.99999999999636,40.00000000000625,-7.9999999999968985,175.00000000000293,203.99999999998198,,705.9999999999386
2015.09.28,221.99999999999997,-28.000000000005798,-25.999999999992696,-4.000000000004,-9.999999999998899,187.9999999999993,-287.000000000015,-65.99999999998829,-1.9999999999953388,117.00000000000044,-55.000000000005045,-27.999999999994696,83.99999999997476,-24.999999999986144,25.000000000005684,-4.999999999988347,68.99999999998573,416.9999999999785,63.00000000000239,-29.999999999996696,175.99999999999838,190.99999999998562,,985.9999999999598
2015.09.28,316.0000000000052,-76.99999999999375,70.99999999999883,-42.0000000000087,-26.999999999999247,231.99999999999886,-477.0000000000163,-79.99999999999119,-149.0000000000009,166.99999999999494,-136.99999999999824,60.99999999999994,56.99999999998795,-148.99999999999915,167.0000000000016,79.00000000000685,-107.99999999999699,694.999999999979,58.000000000006935,-81.9999999999932,260.00000000000466,243.99999999999977,,1078.9999999999868
