date,USDCHF,USDJPY,EURCHF,CADCHF,EURGBP,GBPJPY,AUDJPY,empty,sum
2020.11.23,0.0,0.0,0.0,0.0,0.0,-187.99999999998818,-73.0000000000075,,-260.9999999999957
2020.11.23,24.999999999997247,46.00000000000648,22.0000000000109,8.999999999992347,33.000000000005244,-221.00000000000364,-121.99999999999989,,-207.9999999999913
2020.11.23,46.999999999997044,61.00000000000705,48.000000000003595,22.999999999995246,31.000000000003247,-317.99999999998363,-163.0000000000109,,-270.9999999999884
2020.11.23,10.999999999994348,65.00000000001194,56.000000000011596,48.99999999999905,44.0000000000107,-299.99999999998295,-210.00000000000796,,-284.9999999999633
2020.11.23,-20.0000000000089,40.00000000000625,63.000000000013046,40.99999999999105,45.000000000006146,-367.999999999995,-257.000000000005,,-455.9999999999924
2020.11.23,-32.0000000000098,44.00000000001114,70.0000000000145,56.99999999999594,60.99999999999994,-336.9999999999891,-268.0000000000007,,-404.99999999997806
2020.11.23,-67.00000000000594,-30.000000000001137,58.000000000002494,60.99999999999994,-5.999999999994898,-415.9999999999968,-278.0000000000058,,-678.0000000000022
2020.11.23,-53.00000000000304,-12.999999999991019,75.00000000000284,72.99999999998974,-7.9999999999968985,-438.99999999999295,-255.00000000000966,,-620.000000000001
2020.11.23,-45.000000000006146,-10.99999999999568,86.0000000000083,82.99999999999974,-6.999999999990347,-430.9999999999832,-252.00000000000955,,-576.9999999999768
2020.11.23,-47.00000000000814,-18.000000000000682,75.00000000000284,78.99999999999574,-4.999999999999449,-405.00000000000114,-216.00000000000819,,-537.000000000019
2020.11.23,-43.999999999999595,-15.000000000000568,72.0000000000054,79.99999999999119,-13.999999999991797,-406.0000000000059,-209.00000000000318,,-536.0000000000045
2020.11.23,-43.00000000000415,-7.999999999995566,65.00000000000395,63.99999999999739,-8.999999999992347,-400.0000000000057,-200.00000000000284,,-530.9999999999993
2020.11.23,-34.000000000000696,-3.0000000000001137,70.99999999999883,49.99999999999449,20.0000000000089,-360.99999999999,-177.0000000000067,,-433.9999999999953
2020.11.23,-25.00000000000835,-4.9999999999954525,80.99999999999774,45.99999999999049,29.000000000001247,-335.00000000000796,-166.00000000001103,,-375.0000000000333
