date,USDCHF,EURUSD,USDJPY,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2018.06.11,-5.999999999994898,-15.00000000000945,0.0,-30.000000000001137,-5.999999999994898,0.0,0.0,-61.99999999998429,-66.99999999999484,-48.000000000003595,-49.00000000001015,-113.99999999999189,0.0,0.0,-29.000000000001247,,-425.9999999999864
2018.06.11,14.999999999998348,-19.00000000001345,6.000000000000227,39.00000000000148,92.99999999999864,29.999999999996696,19.000000000005457,157.00000000000713,-39.999999999995595,85.00000000000173,-39.999999999995595,-90.99999999999665,156.0000000000059,72.00000000000273,-31.000000000003247,,451.00000000001387
2018.06.11,21.999999999999797,-14.000000000002899,10.99999999999568,43.00000000000637,129.00000000000134,54.999999999993946,24.00000000000091,134.00000000001188,-93.99999999999409,132.99999999998312,-32.999999999994145,-170.99999999998784,162.9999999999967,67.99999999999784,21.999999999999797,,492.00000000000836
2018.06.11,45.000000000006146,-16.000000000016,115.99999999999966,149.0000000000009,157.00000000000713,82.99999999999974,154.00000000002478,161.99999999999548,-90.99999999999665,182.99999999999983,-18.0000000000069,-148.99999999999915,275.0000000000057,137.00000000000045,54.999999999993946,,1242.0000000000148
2018.06.11,40.00000000000669,-31.000000000003247,78.00000000000296,114.00000000000432,184.00000000000637,88.99999999999464,154.00000000002478,167.00000000000603,-52.000000000007596,180.99999999998673,-2.999999999997449,-142.99999999998204,237.00000000000898,141.00000000000534,29.000000000001247,,1185.0000000000575
2018.06.11,50.0000000000056,-128.000000000017,84.00000000000318,117.00000000000443,175.00000000000293,124.99999999999733,166.00000000002524,155.00000000001623,-41.000000000002146,113.99999999999189,-42.999999999993044,-129.99999999998568,219.99999999999886,146.0000000000008,3.999999999992898,,1014.0000000000416
2018.06.11,60.99999999999994,-124.00000000001299,97.99999999999898,102.00000000000387,228.00000000000597,148.99999999999915,197.00000000000273,225.00000000000853,-60.99999999999994,139.00000000000023,-97.9999999999981,-83.9999999999952,281.9999999999965,159.00000000000603,2.999999999997449,,1276.0000000000134
2018.06.11,31.999999999998696,-267.0000000000172,97.99999999999898,106.00000000000875,231.0000000000034,159.9999999999935,202.0000000000266,197.00000000000273,-36.0000000000138,-2.999999999997449,-109.00000000000354,-116.99999999998934,298.0000000000018,174.0000000000066,-9.999999999998899,,956.0000000000209
2018.06.11,14.000000000002899,-286.00000000000847,120.99999999999511,206.00000000000307,185.00000000000182,179.99999999999127,301.00000000001614,158.99999999999804,65.99999999998829,-34.000000000000696,-112.000000000001,-129.99999999998568,307.00000000000216,272.99999999999613,-55.000000000005045,,1194.999999999994
2018.06.11,-34.000000000000696,-345.0000000000175,105.00000000000398,207.9999999999984,168.99999999999693,173.00000000000094,294.00000000001114,121.00000000001555,68.99999999998573,-92.00000000000318,-114.99999999999844,-165.9999999999995,296.99999999999704,269.999999999996,-68.00000000000139,,885.9999999999851
2018.06.11,0.0,-327.00000000001063,123.00000000000466,186.00000000000705,236.99999999999832,210.99999999999451,297.00000000002547,226.00000000001506,114.99999999999844,-15.00000000000945,-96.99999999999153,-153.9999999999875,346.00000000000364,304.00000000000205,-33.000000000005244,,1419.0000000000446
2018.06.11,70.0000000000034,-270.99999999999903,167.0000000000016,183.00000000000693,255.00000000000523,220.99999999999343,326.0000000000218,261.0000000000001,120.99999999999334,-4.000000000004,-109.00000000000354,-81.9999999999821,374.00000000000944,325.00000000000284,-29.000000000001247,,1808.0000000000484
2018.06.11,114.99999999999844,-240.00000000001796,356.9999999999993,329.00000000000773,285.00000000000193,251.99999999999667,526.0000000000105,304.00000000001535,158.99999999999804,34.000000000000696,-75.00000000000284,-122.99999999998423,513.9999999999958,453.00000000000296,-26.000000000003798,,2864.000000000019
2018.06.11,111.00000000000554,-209.9999999999991,409.9999999999966,371.9999999999999,285.9999999999974,268.0000000000016,600.0000000000227,306.00000000000625,195.9999999999962,52.99999999999194,-32.0000000000098,-79.99999999999119,555.0000000000068,506.0000000000002,-31.999999999998696,,3309.000000000026
2018.06.11,95.00000000000064,-201.00000000000674,433.9999999999975,409.9999999999966,268.99999999999704,224.9999999999974,618.9999999999998,324.9999999999975,161.99999999999548,68.00000000000139,-62.000000000006494,-83.9999999999952,579.0000000000077,503.0000000000001,-19.00000000000235,,3322.999999999981
2018.06.11,92.99999999999864,-263.00000000001324,460.9999999999985,466.99999999999875,267.00000000000614,224.9999999999974,658.0000000000155,280.9999999999979,156.99999999998494,-5.000000000010552,-85.00000000000173,-108.99999999998133,594.0000000000083,519.999999999996,-33.000000000005244,,3227.9999999999895
2018.06.11,92.99999999999864,-262.00000000000665,459.99999999999375,451.0000000000076,257.0000000000072,230.99999999999233,668.0000000000064,273.9999999999965,136.99999999998712,-42.0000000000087,-133.00000000000534,-142.99999999998204,585.000000000008,527.000000000001,-41.9999999999976,,3060.999999999998
2018.06.11,92.00000000000318,-261.0000000000001,468.9999999999941,418.00000000000637,241.00000000000233,242.99999999999324,632.000000000005,229.00000000001253,174.99999999999181,-73.00000000001194,-106.00000000000608,-130.99999999999224,534.000000000006,516.0000000000053,-60.99999999999994,,2917.00000000001
2018.06.11,123.00000000000644,-426.00000000001523,465.0000000000034,394.999999999996,239.0000000000003,237.99999999999378,582.000000000022,90.99999999999665,34.99999999998504,-205.00000000001074,-241.00000000000233,-285.99999999998624,519.0000000000055,492.00000000000443,-87.99999999999919,,1933.0
2018.06.11,168.00000000000148,-411.0000000000058,664.999999999992,486.0000000000042,300.0000000000003,330.9999999999924,1076.0000000000218,-21.00000000000435,-73.99999999999629,-232.00000000000998,-226.99999999999943,-339.99999999998477,689.0000000000072,701.0000000000076,-119.99999999999788,,2991.000000000028
