date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2016.02.29,-63.00000000000195,-80.99999999999774,-80.00000000001339,-13.00000000000523,0.0,-121.99999999999989,-13.999999999995794,-97.9999999999981,-34.99999999999615,-207.00000000000162,-109.99999999999943,-170.99999999998784,-192.00000000001438,-85.00000000000796,-69.00000000000261,-125.99999999999278,-170.99999999998784,,-1637.0000000000023
2016.02.29,-61.999999999995396,-80.00000000001339,-130.0000000000079,-266.00000000000534,136.99999999998712,-92.00000000000318,-153.99999999999636,-27.999999999994696,-55.000000000005045,-361.9999999999957,-66.0000000000025,-289.9999999999903,-239.00000000001143,-257.000000000005,30.000000000001137,-175.99999999999838,-160.00000000000458,,-2250.0000000000405
2016.02.29,-39.999999999995595,-116.00000000000499,-154.0000000000097,-355.000000000004,170.00000000000347,-97.9999999999981,-243.99999999999977,-21.999999999999797,14.999999999998348,-285.99999999998624,140.00000000000057,-465.0000000000043,-169.00000000001913,-385.0000000000051,140.00000000000057,-239.99999999999577,-137.9999999999937,,-2247.000000000013
2016.02.29,-31.000000000003247,-113.00000000000753,-140.0000000000068,-391.00000000000534,300.99999999999574,-132.99999999999423,-254.99999999999545,67.00000000000594,14.999999999998348,-157.99999999999147,127.00000000000955,-584.9999999999911,-182.99999999999983,-468.0000000000035,55.999999999997385,-353.99999999999875,-167.9999999999904,,-2412.999999999981
2016.02.29,-115.99999999999389,-85.00000000000173,-218.00000000000708,-311.00000000000705,323.0000000000066,-27.999999999994696,-77.99999999998875,114.00000000000298,-168.00000000000148,-462.9999999999912,-13.999999999995794,-669.9999999999928,-770.000000000004,-417.0000000000016,39.00000000000148,-336.00000000000296,46.0000000000127,,-3151.99999999996
2016.02.29,-27.999999999994696,-87.99999999999919,-111.00000000001664,-368.0000000000092,364.9999999999931,60.99999999999994,-239.99999999999488,86.0000000000083,-58.99999999999794,-229.99999999999687,37.00000000000614,-567.9999999999907,-668.0000000000019,-469.99999999999886,57.00000000000216,-339.0000000000004,96.00000000000719,,-2466.9999999999845
2016.02.29,-7.9999999999968985,-90.00000000001229,-209.00000000001472,-543.9999999999969,222.99999999999542,-70.99999999999883,-381.9999999999908,31.000000000003247,29.000000000001247,-139.00000000000023,168.99999999999693,-530.9999999999926,-467.0000000000174,-504.0000000000049,128.0000000000001,-307.99999999999716,-1.999999999990898,,-2675.0000000000173
2016.02.29,-107.99999999999699,-56.99999999999594,-200.00000000000017,-600.9999999999991,160.99999999998892,-17.999999999995797,-412.9999999999967,-23.999999999990695,-109.99999999999899,-303.9999999999932,326.0000000000076,-453.99999999999886,-504.0000000000156,-509.00000000000034,304.00000000000205,-197.00000000000273,-17.000000000000348,,-2724.999999999987
2016.02.29,-107.99999999999699,-95.00000000000064,-222.99999999999542,-625.0,121.99999999999989,-2.000000000002,-349.9999999999943,38.0000000000047,-129.9999999999968,-332.9999999999833,335.9999999999985,-475.99999999998755,-653.0000000000147,-546.0000000000065,304.00000000000205,-148.99999999999915,16.000000000016,,-2873.999999999956
2016.02.29,-90.0000000000012,-79.00000000000685,-222.99999999999542,-650.9999999999962,134.99999999999625,31.000000000003247,-489.9999999999949,-22.999999999995246,-51.99999999999649,-134.99999999999625,376.0000000000048,-468.9999999999861,-675.0000000000034,-536.0000000000014,317.99999999999784,-207.00000000000162,147.00000000000824,,-2622.9999999999654
