date,NZDUSD,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.09.27,-119.99999999999788,-142.99999999999312,-84.99999999999064,-9.000000000014552,91.99999999998454,18.0000000000069,-89.99999999999008,-121.99999999999989,131.99999999999878,39.999999999995595,,-287.00000000000034
2021.09.27,-131.00000000000333,-188.9999999999947,-56.99999999999594,49.99999999998295,84.00000000000318,124.00000000001299,85.00000000000173,-140.99999999999113,217.99999999999596,165.9999999999995,,209.00000000001114
2021.09.27,-134.0000000000008,-197.00000000000273,-22.999999999995246,-176.9999999999925,-57.00000000001637,65.00000000000395,146.00000000000168,-213.99999999999864,234.00000000000088,190.00000000000128,,-166.99999999999838
2021.09.27,-138.00000000000477,-221.99999999999997,-30.999999999992145,-223.0000000000132,-79.00000000000773,97.9999999999981,145.00000000001734,-227.99999999999443,256.0000000000007,195.00000000001182,,-226.9999999999843
2021.09.27,-170.00000000000347,-246.00000000000176,0.0,-118.99999999999977,-32.00000000001069,107.00000000001265,79.00000000000685,-236.0000000000042,281.99999999999335,212.99999999999653,,-122.00000000001057
2021.09.27,-185.99999999999727,-243.99999999999977,-4.999999999999449,-177.99999999999727,-80.0000000000125,80.00000000001339,73.00000000001194,-265.99999999999113,278.00000000000045,222.00000000001108,,-305.9999999999605
2021.09.27,-233.00000000000543,-310.9999999999946,-39.999999999995595,-109.00000000000887,36.000000000001364,-68.00000000000139,-49.99999999999449,-260.9999999999957,324.00000000000205,290.9999999999968,,-420.9999999999957
2021.09.27,-251.99999999999667,-341.99999999999784,-51.000000000001044,-150.00000000000568,16.999999999995907,-99.99999999998899,-153.00000000000313,-313.99999999999295,353.99999999999875,290.00000000001245,,-700.9999999999793
2021.09.27,-297.00000000000284,-352.9999999999922,-18.999999999991246,-105.00000000001819,6.000000000000227,-302.9999999999866,-173.00000000000094,-331.00000000000307,251.99999999999667,304.9999999999997,,-1017.9999999999986
2021.09.27,-329.00000000000153,-409.99999999999926,-47.9999999999925,-123.99999999999523,31.999999999982265,-222.99999999999542,-237.99999999998266,-346.00000000000364,348.9999999999993,321.0000000000157,,-1015.9999999999729
2021.09.27,-265.0000000000041,-366.9999999999951,-14.999999999998348,21.99999999999136,106.99999999999932,-180.0000000000024,-158.99999999999804,-262.999999999991,363.99999999999767,354.0000000000099,,-401.99999999999056
2021.09.27,-289.0000000000059,-407.0000000000018,-18.999999999991246,31.00000000000591,128.99999999999068,-225.99999999999287,-219.99999999999798,-280.00000000000114,383.0,365.0000000000153,,-532.9999999999791
2021.09.27,-277.000000000005,-378.00000000000057,-31.999999999998696,45.99999999999227,153.99999999999636,-176.99999999998272,-137.9999999999937,-224.99999999999432,356.00000000000074,356.00000000000074,,-314.99999999998494
2021.09.27,-209.9999999999991,-326.9999999999995,-35.999999999991594,31.00000000000591,149.0000000000009,-129.99999999998568,26.0000000000149,-155.9999999999917,314.0000000000032,380.00000000000256,,41.000000000059856
2021.09.27,-258.9999999999981,-368.00000000000165,-48.99999999999905,-13.00000000000523,131.00000000000023,-158.99999999999804,-72.99999999998974,-209.00000000000318,353.0000000000033,382.0000000000157,,-263.9999999999759
2021.09.27,-241.00000000000233,-363.0000000000022,-53.999999999998494,25.999999999982037,173.99999999997817,-164.99999999999292,-58.99999999998684,-173.00000000000182,342.9999999999933,387.000000000004,,-125.00000000002717
2021.09.27,-219.00000000000253,-368.00000000000165,-46.999999999997044,-15.00000000001478,129.99999999999545,-149.9999999999835,6.000000000017103,-170.99999999999227,337.99999999999386,409.99999999999926,,-85.99999999998619
2021.09.27,-231.0000000000034,-420.9999999999936,-84.99999999999064,-112.99999999999955,104.99999999998977,-258.99999999998704,-63.99999999999739,-218.00000000000352,317.9999999999961,422.00000000001125,,-545.9999999999781
2021.09.27,-136.00000000000279,-386.9999999999929,-27.999999999994696,-26.00000000001046,90.00000000000341,-271.99999999998334,75.00000000000284,-164.00000000000148,219.00000000000253,405.9999999999952,,-222.99999999998158
2021.09.27,-187.00000000000384,-419.00000000000273,-129.00000000000134,-175.00000000001137,120.00000000000455,-354.9999999999942,-76.99999999999375,-215.99999999999397,209.9999999999991,358.9999999999982,,-868.9999999999995
2021.09.27,-255.00000000000523,-422.00000000000017,-173.9999999999964,-189.99999999999773,170.99999999999227,-473.99999999999665,-209.9999999999991,-245.9999999999951,175.00000000000293,320.00000000000915,,-1304.9999999999861
2021.09.27,-87.99999999999919,-434.9999999999965,-284.9999999999908,-326.9999999999982,221.00000000000364,-420.9999999999825,-95.00000000000064,-162.9999999999967,158.99999999999804,338.0000000000161,,-1095.9999999999468
2021.09.27,-85.00000000000173,-395.99999999999636,-375.9999999999986,-599.000000000018,131.00000000000023,-344.99999999999534,-117.99999999999588,-224.99999999999432,237.99999999999378,356.00000000000074,,-1419.0000000000052
2021.09.27,-41.000000000002146,-373.99999999999653,-451.9999999999969,-747.0000000000141,120.00000000000455,-292.00000000000335,-54.99999999998284,-203.00000000000296,270.99999999999903,395.99999999999636,,-1376.9999999999989
2021.09.27,-90.0000000000012,-370.9999999999991,-351.99999999999676,-695.999999999998,14.999999999986358,-253.99999999999866,-73.99999999999629,-280.9999999999917,270.99999999999903,351.99999999999676,,-1479.9999999999995
2021.09.27,-72.0000000000054,-332.99999999999443,-383.0,-774.0000000000009,-4.000000000019099,-173.00000000000094,-17.999999999984695,-263.9999999999958,263.0000000000021,324.0000000000132,,-1433.9999999999861
2021.09.27,-102.00000000000209,-329.00000000000153,-361.9999999999957,-781.0000000000059,-45.000000000015916,-244.9999999999841,-28.999999999990145,-293.99999999999693,261.0000000000001,368.9999999999971,,-1556.9999999999952
2021.09.27,-65.99999999999939,-258.0000000000027,-301.9999999999912,-707.9999999999984,-76.00000000002183,-127.99999999999478,148.00000000001478,-228.9999999999992,236.99999999999832,371.99999999999454,,-1009.9999999999998
2021.09.27,-28.000000000005798,-313.99999999999204,-404.99999999999983,-861.9999999999948,-55.00000000000682,-167.9999999999904,90.00000000001229,-245.9999999999951,231.0000000000034,354.9999999999942,,-1401.999999999975
2021.09.27,36.0000000000027,-292.9999999999988,-342.9999999999933,-742.999999999995,-49.000000000006594,-176.99999999998272,171.00000000001003,-201.99999999999818,203.99999999999307,378.999999999996,,-1016.999999999973
2021.09.27,-28.000000000005798,-354.9999999999942,-363.99999999999767,-730.0000000000182,-6.000000000000227,-63.99999999999739,53.00000000001415,-227.00000000000387,246.99999999999721,283.000000000011,,-1190.999999999995
2021.09.27,-124.99999999999733,-346.9999999999973,-358.9999999999982,-757.000000000005,-28.00000000002001,-17.000000000000348,-3.999999999981796,-268.99999999999125,348.9999999999993,331.999999999999,,-1224.9999999999932
