date,NZDUSD,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.09.27,-153.00000000000313,-287.9999999999994,-140.99999999999113,-112.99999999999955,-22.00000000001978,-164.99999999999292,-221.99999999998886,-248.99999999999523,-21.00000000000435,-8.999999999992347,,-1382.9999999999866
2021.09.27,-241.99999999999778,-288.9999999999948,-96.99999999999153,-186.00000000000705,38.99999999998727,14.000000000002899,-624.0000000000023,-259.00000000000034,148.0000000000037,-42.999999999993044,,-1538.999999999993
2021.09.27,-163.00000000000205,-235.99999999999176,-65.99999999999939,-247.0000000000141,-64.99999999999773,25.00000000000835,-70.99999999999883,-250.99999999999056,182.99999999999983,90.99999999999665,,-799.9999999999898
2021.09.27,-148.99999999999915,-229.00000000000142,-35.999999999991594,-223.0000000000132,-79.00000000000773,55.000000000005045,109.00000000000354,-230.00000000000398,226.99999999999943,170.00000000000347,,-385.0000000000056
2021.09.27,-195.00000000000074,-276.9999999999939,-29.999999999996696,-228.00000000000864,-90.00000000000341,50.0000000000167,19.00000000001345,-292.0000000000016,248.99999999999923,194.0000000000053,,-599.9999999999704
2021.09.27,-214.00000000000307,-263.99999999999756,-12.999999999996348,-191.0000000000025,-88.00000000002228,63.99999999999739,26.999999999999247,-280.9999999999917,261.0000000000001,209.9999999999991,,-489.00000000001774
2021.09.27,-251.99999999999667,-334.00000000000097,-54.999999999993946,-254.99999999999545,-96.00000000000364,-78.00000000000028,-95.999999999985,-349.9999999999943,276.9999999999939,211.00000000000563,,-1027.9999999999707
2021.09.27,-292.00000000000335,-363.99999999999767,-67.9999999999903,-203.00000000000296,-13.00000000000523,-104.99999999999955,-202.9999999999976,-349.9999999999943,309.0000000000037,248.00000000000378,,-1040.9999999999836
2021.09.27,-302.0000000000023,-373.99999999999653,-61.999999999995396,-177.99999999999727,3.9999999999906777,-319.999999999987,-205.99999999999508,-338.99999999999864,244.99999999999523,270.00000000001467,,-1261.9999999999718
2021.09.27,-365.0000000000042,-435.9999999999919,-60.99999999999994,-155.00000000000114,-10.99999999999568,-354.9999999999942,-305.9999999999841,-378.0000000000001,227.99999999999488,289.0000000000059,,-1549.9999999999704
2021.09.27,-351.99999999999676,-417.99999999999613,-59.99999999999339,-146.000000000015,24.999999999977263,-251.99999999998556,-278.00000000000045,-359.99999999999943,331.999999999999,307.00000000001285,,-1201.9999999999977
2021.09.27,-295.99999999999625,-407.99999999999727,-34.99999999999615,-18.000000000000682,90.99999999997976,-248.99999999998812,-227.99999999998377,-287.9999999999967,358.0000000000028,341.99999999999784,,-730.9999999999785
2021.09.27,-292.9999999999988,-407.0000000000018,-34.99999999999615,16.999999999995907,127.9999999999859,-219.99999999999798,-219.99999999999798,-280.00000000000114,342.9999999999933,344.00000000001097,,-623.0000000000077
2021.09.27,-290.00000000000136,-380.999999999998,-44.99999999999504,12.000000000000455,139.99999999998636,-187.99999999998818,-144.99999999999514,-233.99999999999466,298.9999999999937,329.00000000000153,,-502.9999999999903
2021.09.27,-261.99999999999557,-369.99999999999255,-52.99999999999194,-28.00000000002001,117.999999999995,-159.99999999998238,-76.99999999999375,-212.99999999999386,300.99999999999574,368.00000000001273,,-375.9999999999666
2021.09.27,-263.99999999999756,-385.000000000002,-64.99999999999284,-16.000000000019554,127.9999999999859,-170.99999999998784,-92.99999999998754,-216.99999999999875,315.9999999999941,354.9999999999942,,-412.0000000000117
2021.09.27,-263.99999999999756,-392.9999999999989,-73.99999999999629,-56.000000000011596,117.999999999995,-197.99999999998707,-89.99999999999008,-218.00000000000352,329.00000000000153,377.0000000000051,,-468.9999999999833
2021.09.27,-261.0000000000001,-442.9999999999934,-95.00000000000064,-132.000000000005,85.99999999998431,-262.999999999991,-80.99999999999774,-236.99999999999477,302.9999999999977,375.9999999999986,,-747.000000000002
2021.09.27,-265.0000000000041,-463.0000000000023,-102.99999999999754,-206.00000000001728,22.999999999996135,-366.999999999984,-121.99999999999989,-292.0000000000016,210.99999999999451,388.9999999999949,,-1195.0000000000214
2021.09.27,-214.99999999999852,-434.9999999999965,-129.9999999999968,-182.99999999999272,62.99999999998818,-370.00000000000364,-103.99999999999298,-239.99999999999488,176.99999999999383,323.0000000000066,,-1113.9999999999873
2021.09.27,-272.00000000000557,-478.0000000000006,-219.99999999999798,-250.0,92.99999999998931,-522.0000000000002,-279.99999999999136,-268.0000000000007,153.99999999999858,317.9999999999961,,-1725.0000000000125
2021.09.27,-258.9999999999981,-470.9999999999992,-318.99999999999153,-387.00000000000045,147.99999999999613,-557.9999999999918,-319.0000000000026,-274.9999999999915,148.0000000000037,304.00000000001535,,-1987.99999999996
2021.09.27,-134.0000000000008,-478.0000000000006,-393.9999999999944,-621.0000000000093,117.999999999995,-463.9999999999977,-190.00000000000128,-239.99999999999488,153.00000000000313,327.99999999999494,,-1922.000000000006
2021.09.27,-111.00000000000554,-453.99999999999886,-488.999999999995,-872.0000000000141,42.999999999977945,-394.9999999999898,-170.00000000000347,-286.00000000000136,195.9999999999962,336.00000000000296,,-2202.000000000031
2021.09.27,-126.0000000000039,-424.9999999999976,-451.9999999999969,-795.9999999999923,6.000000000000227,-376.9999999999829,-139.9999999999846,-295.99999999999227,258.9999999999981,351.99999999999676,,-1994.999999999955
2021.09.27,-131.00000000000333,-388.9999999999949,-409.99999999999926,-819.0000000000168,-51.00000000001614,-265.99999999998846,-126.99999999998823,-316.0000000000025,227.99999999999488,322.00000000000006,,-1959.000000000015
2021.09.27,-126.0000000000039,-364.9999999999931,-383.99999999999545,-796.999999999997,-60.000000000002274,-295.99999999998516,-80.99999999999774,-320.99999999999795,217.0000000000005,314.00000000001427,,-1898.999999999958
2021.09.27,-117.00000000000044,-332.99999999999443,-370.9999999999991,-824.0000000000123,-106.99999999999932,-268.9999999999859,-42.999999999993044,-310.99999999999284,226.99999999999943,348.00000000001495,,-1799.9999999999627
2021.09.27,-80.99999999999774,-322.9999999999955,-410.9999999999947,-939.9999999999977,-168.00000000000637,-198.99999999999363,80.00000000001339,-280.00000000000114,198.99999999999363,350.00000000000585,,-1772.9999999999736
2021.09.27,-56.0000000000005,-344.99999999999534,-422.9999999999956,-885.9999999999957,-76.00000000002183,-263.99999999999756,11.00000000000545,-271.99999999999136,171.99999999999437,331.999999999999,,-1806.999999999999
