date,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.07.23,-81.99999999999363,-95.00000000000064,-50.0000000000056,0.0,-99.99999999998899,-11.999999999989797,-73.00000000000084,0.0,-7.000000000005002,0.0,-8.000000000009777,-89.00000000000574,-76.99999999999375,-18.999999999991246,-123.00000000000466,0.0,0.0,-109.00000000000354,,-843.9999999999932
2018.07.23,-74.99999999998863,-113.00000000000753,-16.0000000000049,55.000000000005045,15.00000000000945,1.0000000000065512,-96.00000000000719,85.99999999999719,-13.00000000000523,135.00000000001845,-58.9999999999975,-141.00000000001333,32.0000000000098,-69.99999999999318,-134.00000000000034,43.00000000000637,43.999999999999595,-175.00000000000293,,-480.9999999999683
2018.07.23,-140.00000000000057,-114.0000000000141,4.999999999999449,77.00000000000485,79.00000000000685,18.0000000000069,-97.00000000000264,112.99999999999643,105.99999999999454,96.00000000000719,-3.9999999999906777,-121.99999999999989,110.00000000001009,-27.999999999991587,-180.99999999999739,97.99999999999898,90.0000000000012,-267.00000000000614,,-160.9999999999765
2018.07.23,-86.99999999998909,-42.0000000000087,30.999999999992145,145.00000000000622,128.000000000017,50.0000000000167,-146.00000000000168,188.9999999999947,89.99999999997499,121.99999999999989,-20.000000000010232,-100.0000000000112,231.0000000000034,9.000000000000341,-176.00000000000193,200.00000000000284,114.99999999999844,-309.0000000000037,,429.99999999998005
2018.07.23,-6.000000000000227,53.999999999998494,98.99999999999353,213.00000000000762,101.00000000001774,40.0000000000178,-156.00000000000057,212.99999999999653,20.999999999986585,82.00000000000429,-81.99999999999363,-131.99999999999878,242.99999999999324,-33.999999999991815,-167.0000000000016,151.00000000001046,128.00000000000588,-294.00000000000534,,474.00000000004036
2018.07.23,135.00000000000512,41.99999999998649,84.99999999999064,237.00000000000944,104.00000000001519,43.999999999999595,-108.00000000000809,215.99999999999397,-148.00000000002456,176.00000000002058,-223.0000000000132,-107.99999999999699,293.99999999999426,-135.99999999999568,-79.9999999999983,82.99999999999841,109.00000000000354,-318.00000000000716,,403.9999999999733
2018.07.23,286.00000000000136,19.999999999997797,64.99999999999284,247.00000000000833,12.000000000012001,28.000000000005798,-97.00000000000264,212.99999999999653,-416.00000000002524,192.00000000001438,-402.9999999999916,-161.99999999999548,266.0000000000107,-289.99999999999204,25.99999999999625,-54.000000000002046,90.99999999999665,-345.0000000000064,,-320.99999999998283
2018.07.23,389.00000000001,35.999999999991594,65.99999999999939,235.00000000000742,87.00000000001484,50.0000000000167,-63.00000000000195,202.9999999999976,-360.00000000001364,262.00000000000665,-389.00000000001,-182.0000000000155,192.99999999999872,-274.0000000000009,123.99999999999523,-52.99999999999727,80.99999999999774,-365.0000000000042,,39.9999999999925
2018.07.23,197.00000000000273,-13.000000000018552,-14.000000000002899,204.00000000000418,47.00000000001925,48.000000000003595,-24.000000000001798,195.9999999999962,-360.00000000001364,306.00000000000625,-371.0000000000093,-205.00000000001074,235.00000000000742,-274.9999999999915,96.00000000000364,-43.99999999999693,33.000000000005244,-358.0000000000028,,-301.9999999999996
2018.07.23,392.0000000000101,1.999999999990898,30.999999999992145,214.00000000000307,62.000000000006494,38.0000000000047,-65.99999999999939,164.99999999999292,-441.0000000000025,263.00000000001324,-491.00000000001387,-219.00000000001364,170.00000000000347,-366.9999999999902,143.99999999999125,-137.99999999999102,65.00000000000395,-363.0000000000022,,-539.0000000000007
2018.07.23,394.00000000000546,-40.0000000000178,-4.999999999999449,204.99999999999963,87.99999999999919,40.0000000000178,-14.000000000002899,173.00000000000094,-388.00000000000523,356.00000000000074,-444.9999999999932,-239.00000000001143,165.9999999999995,-345.9999999999894,218.00000000000352,-102.99999999999443,60.99999999999994,-326.9999999999995,,-205.99999999998658
2018.07.23,416.000000000011,-59.000000000009045,-6.0000000000060005,165.00000000000404,89.00000000000574,41.000000000002146,0.0,163.00000000000205,-414.0000000000157,404.0000000000044,-455.0000000000125,-224.000000000002,164.99999999999292,-340.999999999994,242.00000000000443,-121.99999999999989,73.00000000000084,-330.0000000000081,,-193.0000000000196
2018.07.23,410.0000000000108,-72.0000000000054,-9.999999999998899,169.00000000000804,97.00000000001374,41.000000000002146,-30.000000000007798,168.00000000000148,-368.0000000000234,358.00000000001387,-442.0000000000073,-209.9999999999991,180.0000000000024,-325.9999999999934,219.99999999999886,-108.99999999999466,78.00000000000028,-347.0000000000084,,-192.99999999998676
2018.07.23,450.00000000000284,-38.0000000000047,52.99999999999194,231.0000000000034,100.0000000000112,31.000000000003247,-48.000000000003595,204.99999999999963,-382.000000000005,331.0000000000146,-457.9999999999984,-238.0000000000049,263.00000000001324,-344.99999999999886,209.99999999999375,-80.99999999998886,129.9999999999968,-369.0000000000082,,45.00000000001796
2018.07.23,436.00000000000705,-50.0000000000167,34.99999999999615,204.00000000000418,73.00000000001194,4.000000000004,-26.000000000003798,169.99999999999238,-401.00000000001046,355.0000000000164,-478.00000000000864,-235.00000000000742,200.00000000000017,-345.9999999999894,203.00000000000296,-107.99999999998988,124.00000000000189,-365.0000000000042,,-204.99999999999346
