date,NZDJPY,empty,sum
2016.04.11,108.99999999999466,,108.99999999999466
2016.04.11,109.99999999999943,,109.99999999999943
2016.04.11,225.00000000000853,,225.00000000000853
2016.04.11,313.0000000000024,,313.0000000000024
2016.04.11,338.99999999999864,,338.99999999999864
2016.04.11,343.0000000000035,,343.0000000000035
2016.04.11,85.00000000000796,,85.00000000000796
2016.04.11,15.000000000000568,,15.000000000000568
2016.04.11,-210.99999999999852,,-210.99999999999852
2016.04.11,-146.99999999999136,,-146.99999999999136
2016.04.11,-28.999999999996362,,-28.999999999996362
2016.04.11,121.99999999999989,,121.99999999999989
2016.04.11,152.00000000000102,,152.00000000000102
2016.04.11,27.000000000001023,,27.000000000001023
2016.04.11,75.00000000000284,,75.00000000000284
2016.04.11,70.00000000000739,,70.00000000000739
2016.04.11,188.0000000000024,,188.0000000000024
2016.04.11,81.00000000000307,,81.00000000000307
2016.04.11,-52.99999999999727,,-52.99999999999727
2016.04.11,94.0000000000083,,94.0000000000083
2016.04.11,39.00000000000148,,39.00000000000148
2016.04.11,197.00000000000273,,197.00000000000273
2016.04.11,266.9999999999959,,266.9999999999959
2016.04.11,293.99999999999693,,293.99999999999693
2016.04.11,346.00000000000364,,346.00000000000364
2016.04.11,347.0000000000084,,347.0000000000084
2016.04.11,396.0000000000008,,396.0000000000008
2016.04.11,554.000000000002,,554.000000000002
2016.04.11,430.9999999999974,,430.9999999999974
2016.04.11,427.99999999999727,,427.99999999999727
2016.04.11,518.0000000000007,,518.0000000000007
2016.04.11,689.9999999999977,,689.9999999999977
2016.04.11,727.0000000000039,,727.0000000000039
2016.04.11,852.0000000000039,,852.0000000000039
2016.04.11,731.9999999999993,,731.9999999999993
2016.04.11,545.0000000000017,,545.0000000000017
2016.04.11,656.0000000000059,,656.0000000000059
2016.04.11,579.0000000000077,,579.0000000000077
2016.04.11,686.000000000007,,686.000000000007
2016.04.11,698.9999999999981,,698.9999999999981
2016.04.11,590.0000000000034,,590.0000000000034
