date,USDCHF,GBPUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,AUDNZD,empty,sum
2017.08.28,-1.0000000000065512,0.0,-2.0000000000131024,0.0,-43.999999999999595,-69.00000000000794,-76.99999999999818,-60.00000000000449,-9.00000000000345,-22.999999999996135,-55.000000000005045,-52.000000000007596,-0.9999999999763531,-22.0000000000109,-63.99999999999739,-44.00000000001114,-12.000000000000455,-12.999999999996348,,-548.0000000000348
2017.08.28,-85.99999999999719,72.99999999998974,-19.999999999997797,-55.000000000005045,-59.000000000009045,-90.99999999999665,-144.00000000000546,-73.00000000000084,2.999999999997449,-15.00000000001478,25.999999999992696,-246.00000000001288,37.00000000000614,-25.00000000000835,-50.0000000000167,-84.00000000000318,4.0000000000048885,139.00000000000023,,-666.0000000000767
2017.08.28,7.9999999999968985,59.99999999999339,2.999999999997449,-120.00000000000898,-25.00000000000835,-107.99999999999699,-175.00000000001137,-17.000000000000348,29.999999999996696,-40.99999999999682,49.99999999999449,-331.999999999999,25.000000000005684,-34.000000000000696,60.99999999999994,-144.00000000000546,78.00000000000296,191.00000000000784,,-490.0000000000326
2017.08.28,39.00000000000014,117.99999999999588,18.999999999991246,-195.00000000000074,-19.999999999997797,-199.00000000001583,-151.00000000001046,39.00000000000014,102.99999999999754,-27.000000000015234,129.00000000000134,-514.0000000000144,135.00000000001933,-124.00000000001299,107.99999999999699,-174.0000000000066,200.9999999999934,175.99999999999838,,-337.0000000000796
2017.08.28,48.99999999999905,114.99999999999844,11.999999999989797,-178.00000000000037,-1.0000000000065512,-217.0000000000005,-139.00000000001,56.0000000000005,145.00000000000622,-21.99999999999136,160.00000000000458,-500.00000000001154,179.00000000000205,-113.00000000000753,116.99999999998934,-164.00000000000148,221.00000000000364,165.00000000001512,,-115.00000000002058
2017.08.28,41.000000000002146,103.00000000000864,-5.000000000010552,-185.00000000000182,24.000000000001798,-212.00000000001216,-201.99999999999818,44.99999999999504,151.9999999999966,1.0000000000047748,112.000000000001,-485.0000000000021,243.99999999999977,-150.00000000000568,66.99999999999484,-204.00000000000773,231.99999999999932,147.00000000000824,,-275.0000000000261
2017.08.28,85.99999999999719,121.99999999999989,-55.000000000005045,-168.00000000000148,-11.00000000000545,-180.0000000000024,-207.9999999999984,37.99999999999359,80.99999999999774,-141.9999999999959,120.99999999999334,-546.000000000002,-47.9999999999734,-93.00000000000975,103.99999999999298,-224.00000000000375,117.999999999995,119.00000000000244,,-886.0000000000255
2017.08.28,86.99999999999264,228.99999999999034,-73.00000000001194,-132.0000000000099,78.99999999998464,-26.999999999999247,-43.00000000000637,31.999999999998696,35.00000000000725,-387.00000000000045,181.9999999999933,-542.0000000000202,-272.99999999999613,92.00000000000318,214.00000000000307,-94.0000000000083,15.000000000000568,198.00000000000927,,-408.00000000006963
2017.08.28,78.99999999999574,266.999999999995,28.000000000005798,-165.00000000000404,104.99999999999955,29.999999999996696,-10.000000000005116,81.9999999999932,38.0000000000047,-355.0000000000182,329.00000000000153,-683.0000000000114,-295.99999999999227,200.99999999998454,393.99999999998323,-94.99999999999886,85.99999999999852,269.00000000000813,,303.9999999999368
2017.08.28,97.9999999999981,286.99999999999284,26.999999999999247,-147.00000000000824,119.00000000000244,4.999999999988347,15.000000000000568,90.0000000000012,68.00000000000139,-365.0000000000091,343.99999999998875,-655.0000000000056,-258.99999999998613,226.99999999999943,431.99999999998795,-87.0000000000033,105.99999999999454,232.00000000000998,,536.9999999999525
