date,USDCHF,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,GBPJPY,EURJPY,EURAUD,CADJPY,AUDJPY,AUDCAD,empty,sum
2020.09.07,0.0,-21.00000000000435,-165.9999999999995,-41.9999999999976,-46.999999999997044,-17.000000000010118,-59.00000000002592,-60.99999999999284,-62.000000000006494,-147.99999999999613,-73.0000000000075,0.0,,-696.0000000000375
2020.09.07,-9.999999999998899,-117.99999999999588,-200.99999999998454,-48.000000000003595,-80.99999999999774,-2.0000000000095497,-70.0000000000216,-94.99999999999886,-92.99999999998754,-137.00000000000045,-58.000000000006935,21.999999999999797,,-891.0000000000058
2020.09.07,-19.00000000000235,-97.9999999999981,-336.9999999999873,-128.00000000000588,-56.000000000011596,-5.000000000009663,-193.00000000001205,-125.0,1.0000000000065512,-217.9999999999893,-164.00000000000148,41.000000000002146,,-1301.0000000000089
2020.09.07,0.0,-62.99999999999084,-279.99999999999136,-89.00000000000574,1.999999999990898,43.99999999999693,-136.0000000000241,-81.00000000000307,78.00000000000028,-170.99999999999227,-117.00000000000443,111.00000000000554,,-702.0000000000182
2020.09.07,-7.9999999999968985,-76.99999999999375,-278.9999999999848,-55.000000000005045,1.999999999990898,72.99999999999329,-87.00000000001751,-54.000000000002046,12.999999999996348,-152.9999999999916,-60.000000000002274,143.00000000000423,,-542.0000000000092
2020.09.07,-17.999999999995797,-121.99999999999989,-278.9999999999848,-64.0000000000085,-31.000000000003247,75.9999999999934,-74.00000000001228,-46.999999999997044,-22.999999999995246,-114.99999999999488,-30.000000000001137,140.0000000000068,,-586.9999999999926
2020.09.07,-17.000000000000348,-126.99999999998823,-288.99999999998374,-56.0000000000005,-36.0000000000138,75.00000000000284,-62.00000000001182,-90.00000000000341,-72.99999999998974,-143.00000000000068,-37.9999999999967,141.00000000000225,,-714.9999999999839
2020.09.07,-22.999999999995246,-114.99999999999844,-278.9999999999848,-39.00000000000014,-32.0000000000098,79.9999999999983,-45.000000000015916,-81.99999999999363,-225.99999999999287,-134.00000000000034,-30.000000000001137,174.00000000000747,,-750.9999999999865
2020.09.07,-19.999999999997797,-110.99999999999443,-278.9999999999848,-21.999999999999797,-25.999999999992696,90.99999999999397,-4.000000000019099,-39.99999999999204,-120.99999999999334,-118.99999999999977,1.9999999999953388,176.0000000000095,,-472.99999999997493
2020.09.07,-44.99999999999504,-99.99999999998899,-241.00000000000233,-2.000000000002,1.0000000000065512,40.99999999999682,-14.000000000010004,-64.99999999999773,-158.99999999999804,-113.99999999999011,4.9999999999954525,191.00000000000784,,-501.9999999999776
2020.09.07,-80.99999999999774,-143.99999999998857,-305.9999999999841,-38.0000000000047,18.999999999991246,-46.00000000000648,-164.0000000000157,-150.00000000000568,-96.99999999999153,-185.00000000000227,-48.00000000000182,182.99999999999983,,-1057.0000000000075
2020.09.07,-96.99999999999153,-160.00000000000458,-316.99999999998954,-48.000000000003595,26.999999999999247,-51.00000000000193,-175.00000000001137,-155.00000000000114,-95.00000000000064,-173.00000000000182,-55.999999999997385,195.00000000000074,,-1105.0000000000039
2020.09.07,-90.99999999999665,-143.00000000000423,-333.9999999999899,-39.00000000000014,41.000000000002146,-10.000000000005116,-136.0000000000241,-100.99999999999909,-46.999999999997044,-161.00000000000136,-25.99999999999625,201.00000000000674,,-846.0000000000051
2020.09.07,-78.00000000000028,-143.99999999998857,-327.99999999999494,-31.000000000003247,5.999999999994898,12.999999999991019,-133.00000000000978,-93.99999999999409,-85.00000000000173,-162.9999999999967,-13.999999999995794,223.00000000000654,,-827.999999999993
2020.09.07,-54.999999999993946,-136.99999999998712,-374.999999999992,-34.000000000000696,1.999999999990898,24.00000000000091,-213.00000000002228,-108.99999999999466,-82.99999999998863,-199.99999999998863,-25.000000000005684,245.0000000000063,,-959.9999999999754
2020.09.07,-68.00000000000139,-127.99999999999478,-397.0000000000029,-12.000000000000899,7.999999999985796,-16.000000000005343,-284.00000000002024,-129.0000000000049,-93.99999999999409,-234.99999999999943,-22.00000000000557,279.00000000000705,,-1098.0000000000366
2020.09.07,-83.9999999999952,-133.99999999998968,-454.9999999999832,-28.000000000005798,24.999999999986144,-28.000000000005798,-321.0000000000264,-120.99999999999511,-96.99999999999153,-253.99999999999068,-33.00000000000125,292.00000000000335,,-1237.9999999999952
2020.09.07,-113.99999999999189,-190.99999999998562,-520.9999999999936,-99.00000000000463,4.999999999988347,-20.000000000010232,-449.0000000000123,-128.0000000000001,-99.00000000000463,-262.999999999991,-75.00000000000284,270.99999999999903,,-1683.000000000009
2020.09.07,-73.99999999999629,-209.9999999999991,-578.9999999999961,-156.00000000000057,-36.999999999998145,4.9999999999954525,-542.0000000000016,-186.9999999999976,-19.999999999997797,-327.99999999998875,-156.99999999999648,248.00000000000378,,-2036.999999999973
2020.09.07,-85.99999999999719,-214.00000000000307,-575.9999999999987,-148.0000000000037,-35.00000000000725,-35.0000000000108,-597.0000000000084,-189.99999999999773,59.000000000009045,-328.9999999999935,-149.0000000000009,237.00000000000944,,-2063.0000000000027
2020.09.07,-92.99999999999864,-214.00000000000307,-614.0000000000034,-141.99999999999767,-136.00000000000279,-34.000000000006025,-592.000000000013,-231.99999999999932,39.999999999995595,-379.99999999999545,-156.0000000000059,270.99999999999903,,-2282.0000000000305
2020.09.07,40.00000000000669,-93.99999999999409,-581.9999999999936,-97.9999999999981,-147.00000000000824,57.00000000000216,-501.0000000000048,-152.00000000000102,42.999999999993044,-393.0000000000007,-149.0000000000009,326.9999999999995,,-1649.0
2020.09.07,26.999999999999247,-89.99999999999008,-592.9999999999991,-119.99999999999788,-107.00000000001265,39.00000000000148,-531.0000000000059,-153.0000000000058,100.99999999999554,-393.0000000000007,-179.00000000000205,285.00000000000193,,-1714.000000000016
2020.09.07,40.00000000000669,-140.0000000000068,-595.9999999999966,-62.000000000006494,-119.00000000000244,69.00000000000261,-818.000000000012,-188.99999999999295,8.999999999992347,-405.00000000000114,-125.0,358.0000000000028,,-1978.000000000014
2020.09.07,-60.99999999999994,-200.00000000000017,-631.0000000000038,-89.00000000000574,-104.99999999999955,-55.00000000000682,-914.0000000000157,-254.99999999999545,-25.999999999992696,-411.00000000000136,-132.99999999999557,360.0000000000048,,-2520.000000000012
2020.09.07,-91.99999999999208,-211.00000000000563,-607.9999999999864,-60.00000000000449,-73.99999999999629,-81.00000000000307,-899.0000000000009,-248.99999999999523,-103.99999999999298,-388.9999999999958,-100.99999999999909,337.0000000000095,,-2530.999999999963
2020.09.07,-174.99999999999181,-330.9999999999924,-652.9999999999925,-131.99999999999878,-117.99999999999588,-161.00000000000136,-1090.0000000000034,-329.9999999999983,-113.00000000000753,-400.99999999999625,-153.0000000000058,317.0000000000006,,-3339.999999999984
2020.09.07,-168.00000000000148,-333.0000000000055,-649.999999999995,-119.00000000000244,-97.9999999999981,-126.00000000000477,-1180.0000000000068,-328.9999999999935,-140.0000000000068,-387.999999999991,-125.0,326.0000000000041,,-3330.000000000002
2020.09.07,-103.99999999999298,-290.9999999999968,-553.0000000000035,-94.00000000000519,-126.0000000000039,-97.99999999999898,-1171.0000000000207,-323.99999999999807,-133.00000000000534,-340.999999999994,-125.0,273.000000000001,,-3087.0000000000186
2020.09.07,-109.99999999999899,-299.99999999998914,-488.9999999999839,-75.00000000000284,-78.00000000000028,-70.99999999999795,-1108.000000000004,-304.00000000000205,-221.00000000000452,-286.9999999999919,-106.99999999999932,260.00000000000466,,-2889.99999999997
2020.09.07,-96.99999999999153,-255.99999999998957,-495.000000000001,-55.000000000005045,-78.00000000000028,-84.00000000000318,-1165.0000000000205,-295.99999999999227,-212.99999999999653,-310.99999999999284,-88.99999999999864,308.00000000000824,,-2830.9999999999827
2020.09.07,-200.99999999999562,-272.00000000000557,-461.0000000000003,-58.99999999999794,-76.0000000000094,-219.0000000000083,-1100.999999999999,-316.99999999999307,-191.99999999999218,-299.99999999999716,-94.99999999999886,287.9999999999994,,-3004.9999999999986
2020.09.07,-219.99999999999798,-309.99999999998806,-478.999999999985,-87.00000000000374,28.000000000005798,-231.99999999999932,-1235.0000000000136,-328.00000000000296,-160.99999999998892,-292.99999999999216,-111.99999999999477,241.00000000000233,,-3187.9999999999586
2020.09.07,-217.99999999999596,-275.000000000003,-427.99999999998397,-77.00000000000485,39.999999999995595,-236.0000000000042,-1201.0000000000218,-301.9999999999925,-192.99999999999872,-262.00000000000045,-99.00000000000375,231.99999999999886,,-3019.0000000000146
2020.09.07,-242.99999999999324,-282.9999999999888,-400.9999999999847,-43.999999999999595,70.99999999999883,-265.00000000000057,-1096.0000000000036,-314.9999999999977,-222.99999999999542,-254.99999999999545,-73.99999999999807,248.99999999999923,,-2878.9999999999595
2020.09.07,-181.9999999999933,-218.99999999999142,-339.0000000000004,-58.99999999999794,24.999999999986144,-180.00000000000682,-937.0000000000118,-246.9999999999999,-167.00000000000603,-211.9999999999891,-67.00000000000728,168.00000000000148,,-2416.0000000000164
2020.09.07,-219.00000000000253,-258.0000000000027,-323.99999999999096,-56.0000000000005,55.000000000005045,-177.0000000000067,-965.0000000000034,-236.99999999999477,-146.00000000000168,-161.99999999999193,-52.00000000000671,161.00000000000003,,-2379.999999999997
2020.09.07,-241.00000000000233,-309.99999999998806,-373.99999999998545,-80.99999999999774,55.000000000005045,-195.0000000000074,-1005.0000000000239,-266.9999999999959,-181.9999999999933,-176.9999999999925,-70.99999999999795,159.00000000000912,,-2688.999999999971
2020.09.07,-288.9999999999948,-309.99999999998806,-424.99999999998647,-73.00000000000084,62.99999999999084,-248.00000000000466,-942.0000000000073,-269.999999999996,-184.99999999999073,-215.99999999999397,-58.9999999999975,221.00000000000452,,-2732.9999999999654
2020.09.07,-305.99999999999517,-300.99999999999574,-415.99999999999415,-80.99999999999774,110.99999999999443,-265.00000000000057,-872.0000000000141,-251.00000000000477,-215.99999999999397,-204.9999999999983,-55.999999999997385,225.00000000000853,,-2632.999999999988
2020.09.07,-309.99999999999915,-299.99999999998914,-441.0000000000025,-80.00000000000229,139.00000000000023,-329.9999999999983,-950.000000000017,-277.000000000001,-215.99999999999397,-251.99999999999534,-61.00000000000705,245.0000000000063,,-2832.999999999999
2020.09.07,-342.9999999999933,-310.9999999999946,-449.9999999999948,-84.0000000000063,170.00000000000347,-341.99999999999875,-922.0000000000255,-280.00000000000114,-201.99999999999108,-253.0000000000001,-67.99999999999784,248.99999999999923,,-2836.0000000000005
2020.09.07,-339.0000000000004,-316.99999999998954,-471.9999999999835,-87.00000000000374,114.99999999999844,-331.00000000000307,-918.0000000000064,-278.99999999999636,-215.99999999999397,-256.0000000000002,-70.99999999999795,240.00000000000688,,-2930.9999999999704
2020.09.07,-303.9999999999932,-333.9999999999899,-463.9999999999977,-101.00000000000664,99.00000000000463,-279.0000000000106,-896.000000000015,-287.9999999999967,-197.00000000000273,-251.99999999999534,-79.00000000000773,226.00000000000398,,-2869.0000000000073
2020.09.07,-283.99999999999534,-343.00000000000443,-448.9999999999883,-100.00000000000009,69.9999999999923,-275.0000000000057,-916.0000000000252,-310.99999999999284,-215.99999999999397,-247.99999999999045,-90.00000000000341,208.00000000000819,,-2953.999999999999
2020.09.07,-288.9999999999948,-340.00000000000693,-445.99999999999085,-108.00000000000809,73.99999999999629,-279.0000000000106,-931.0000000000116,-307.9999999999927,-207.00000000000162,-250.0,-102.00000000000387,167.00000000000603,,-3019.0000000000186
2020.09.07,-276.9999999999939,-346.0000000000019,-451.99999999998573,-103.00000000000864,62.000000000006494,-267.0000000000101,-920.0000000000159,-319.0000000000026,-215.99999999999397,-256.0000000000002,-96.00000000000364,215.00000000000963,,-2975.0000000000005
2020.09.07,-281.99999999999335,-346.9999999999862,-479.99999999999153,-111.00000000000554,62.000000000006494,-332.9999999999984,-983.0000000000041,-320.99999999999795,-215.99999999999397,-304.9999999999926,-112.99999999999955,202.0000000000022,,-3226.999999999955
2020.09.08,-307.99999999999716,-341.99999999999784,-497.99999999999847,-109.00000000000354,38.99999999998904,-367.00000000000443,-1027.0000000000152,-367.00000000000443,-258.0000000000027,-317.99999999999784,-118.99999999999977,199.00000000000472,,-3475.0000000000273
