date,EURUSD,USDJPY,empty,sum
2015.05.18,60.99999999999994,87.99999999999386,,148.9999999999938
2015.05.18,60.99999999999994,88.99999999999864,,149.99999999999858
2015.05.18,97.9999999999981,143.00000000000068,,240.99999999999878
2015.05.18,87.99999999999919,143.00000000000068,,230.9999999999999
2015.05.18,76.99999999999375,128.0000000000001,,204.99999999999386
2015.05.18,47.99999999998139,78.99999999999352,,126.9999999999749
2015.05.18,121.99999999999989,134.00000000000034,,256.0000000000002
2015.05.18,158.99999999999804,364.9999999999949,,523.999999999993
2015.05.18,234.00000000000088,390.00000000000057,,624.0000000000015
2015.05.18,263.99999999999756,450.9999999999934,,714.9999999999909
2015.05.18,200.00000000000017,379.99999999999545,,579.9999999999957
2015.05.18,156.99999999998494,358.99999999999466,,515.9999999999795
2015.05.18,148.99999999999915,364.9999999999949,,513.9999999999941
2015.05.18,180.0000000000024,362.99999999999955,,543.0000000000019
2015.05.18,151.9999999999966,334.99999999999375,,486.99999999999034
2015.05.18,147.99999999999258,356.9999999999993,,504.9999999999919
2015.05.18,204.99999999998852,408.00000000000125,,612.9999999999898
2015.05.18,105.99999999998388,405.00000000000114,,510.999999999985
2015.05.18,114.99999999999844,369.99999999999034,,484.99999999998875
2015.05.18,320.9999999999935,345.9999999999894,,666.999999999983
2015.05.18,537.9999999999941,408.9999999999918,,946.9999999999859
2015.05.18,584.9999999999911,487.99999999999955,,1072.9999999999907
2015.05.18,696.999999999992,390.00000000000057,,1086.9999999999927
2015.05.18,631.9999999999882,405.9999999999917,,1037.99999999998
2015.05.18,746.9999999999866,414.99999999999204,,1161.9999999999786
2015.05.18,446.9999999999974,405.9999999999917,,852.9999999999891
2015.05.18,503.99999999999335,391.9999999999959,,895.9999999999893
2015.05.18,322.00000000000006,408.9999999999918,,730.9999999999918
2015.05.18,519.0000000000028,397.99999999999613,,916.999999999999
2015.05.18,442.9999999999934,414.0000000000015,,856.9999999999949
2015.05.18,675.9999999999877,473.99999999998954,,1149.9999999999773
2015.05.18,595.9999999999966,435.99999999999284,,1031.9999999999895
2015.05.18,750.9999999999906,488.9999999999901,,1239.9999999999807
2015.05.18,1105.0000000000005,542.9999999999922,,1647.9999999999927
2015.05.18,975.9999999999991,501.99999999999534,,1477.9999999999945
2015.05.18,847.9999999999822,565.9999999999883,,1413.9999999999704
2015.05.18,956.0000000000013,561.9999999999976,,1517.9999999999989
2015.05.18,949.9999999999842,542.0000000000016,,1491.999999999986
2015.05.18,1058.9999999999877,573.9999999999981,,1632.999999999986
2015.05.18,985.999999999998,586.9999999999891,,1572.999999999987
2015.05.18,1004.9999999999892,614.9999999999949,,1619.999999999984
2015.05.18,1325.9999999999827,697.9999999999933,,2023.999999999976
2015.05.18,1350.9999999999911,675.9999999999877,,2026.9999999999789
2015.05.18,1461.9999999999854,731.9999999999993,,2193.9999999999845
2015.05.18,1347.9999999999936,686.9999999999976,,2034.9999999999914
2015.05.18,1404.9999999999895,717.9999999999893,,2122.999999999979
2015.05.18,1342.9999999999832,714.9999999999892,,2057.9999999999723
2015.05.18,1344.9999999999961,703.9999999999935,,2048.9999999999895
2015.05.19,1361.9999999999966,735.99999999999,,2097.9999999999864
2015.05.19,1350.9999999999911,712.9999999999939,,2063.999999999985
2015.05.19,1340.9999999999923,698.9999999999981,,2039.9999999999905
2015.05.19,1342.9999999999832,718.9999999999941,,2061.9999999999773
2015.05.19,1290.9999999999977,676.9999999999925,,1967.9999999999902
2015.05.19,1249.9999999999955,640.0000000000006,,1889.999999999996
2015.05.19,1322.000000000001,672.9999999999876,,1994.9999999999886
2015.05.19,1359.9999999999834,618.9999999999998,,1978.9999999999832
2015.05.19,1387.9999999999893,611.9999999999948,,1999.999999999984
2015.05.19,1549.9999999999848,686.9999999999976,,2236.9999999999823
2015.05.19,1588.999999999996,727.9999999999944,,2316.9999999999905
2015.05.19,1529.0000000000025,705.9999999999889,,2234.9999999999914
2015.05.19,1490.999999999998,665.9999999999968,,2156.9999999999945
2015.05.19,1430.9999999999823,664.0000000000015,,2094.9999999999836
2015.05.19,1429.999999999998,675.9999999999877,,2105.9999999999854
2015.05.19,1455.9999999999907,675.9999999999877,,2131.999999999978
2015.05.19,1334.9999999999973,667.0000000000016,,2001.9999999999989
2015.05.19,1327.999999999996,652.000000000001,,1979.9999999999968
2015.05.19,1636.9999999999995,690.9999999999883,,2327.9999999999877
2015.05.19,1451.0000000000023,674.9999999999972,,2125.9999999999995
2015.05.19,2571.9999999999964,683.9999999999975,,3255.9999999999936
2015.05.19,2667.9999999999814,700.9999999999934,,3368.9999999999745
2015.05.19,2644.000000000002,726.9999999999897,,3370.9999999999914
2015.05.19,2540.999999999993,736.9999999999948,,3277.999999999988
2015.05.19,2645.9999999999927,760.9999999999957,,3406.999999999988
2015.05.19,2455.9999999999914,800.9999999999877,,3256.999999999979
2015.05.19,2405.999999999997,818.9999999999884,,3224.9999999999854
2015.05.19,2339.9999999999864,778.9999999999964,,3118.9999999999827
2015.05.19,2598.999999999996,819.9999999999932,,3418.999999999989
2015.05.19,2583.9999999999864,846.9999999999942,,3430.9999999999804
2015.05.19,2600.999999999987,903.9999999999964,,3504.999999999983
2015.05.19,3166.0000000000023,1167.0000000000016,,4333.000000000004
2015.05.19,3105.9999999999864,1168.9999999999968,,4274.999999999984
2015.05.19,2957.999999999994,1158.9999999999918,,4116.999999999985
2015.05.19,3139.9999999999873,1338.9999999999986,,4478.999999999985
2015.05.19,3200.0000000000027,1402.000000000001,,4602.000000000004
2015.05.19,3123.9999999999936,1378.9999999999907,,4502.9999999999845
2015.05.19,2988.9999999999973,1302.9999999999973,,4291.9999999999945
2015.05.19,3112.999999999988,1345.9999999999895,,4458.999999999978
2015.05.19,3024.9999999999886,1318.9999999999884,,4343.999999999977
2015.05.19,3115.9999999999854,1402.000000000001,,4517.999999999986
2015.05.19,3059.999999999996,1414.999999999992,,4474.999999999988
2015.05.19,2933.9999999999923,1430.9999999999973,,4364.999999999989
2015.05.19,2953.99999999999,1444.9999999999932,,4398.999999999984
2015.05.19,2949.000000000002,1452.9999999999886,,4401.999999999991
2015.05.19,3017.9999999999873,1455.9999999999889,,4473.999999999976
2015.05.19,3004.999999999991,1422.9999999999877,,4427.999999999978
2015.05.19,2994.9999999999923,1415.9999999999968,,4410.999999999989
2015.05.20,3017.9999999999873,1402.9999999999916,,4420.999999999979
2015.05.20,3039.999999999998,1360.99999999999,,4400.999999999988
2015.05.20,3035.999999999994,1402.9999999999916,,4438.999999999985
