date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2016.12.12,-36.999999999998145,-19.00000000001345,-22.00000000000557,-154.0000000000097,-44.99999999999504,-70.0000000000034,-143.99999999999125,-38.99999999998727,-55.99999999998939,0.0,-15.00000000000945,-58.9999999999975,-85.00000000000796,-7.999999999995566,-261.0000000000001,,-1014.0000000000039
2016.12.12,-47.00000000001925,106.99999999999044,-13.999999999995794,-48.000000000003595,-48.99999999999905,-26.999999999999247,-182.00000000000216,106.99999999999932,-85.99999999998609,106.99999999999932,225.99999999999287,-0.999999999990564,-84.00000000000318,52.99999999999727,-90.99999999999665,,-29.000000000016342
2016.12.12,-67.00000000001705,39.999999999995595,48.00000000000182,68.99999999998573,-3.999999999992898,-36.0000000000027,-240.99999999999966,141.9999999999959,-452.99999999999227,186.00000000000705,191.00000000000784,129.0000000000049,20.999999999986585,-22.999999999996135,-73.99999999999629,,-72.00000000001158
2016.12.12,-70.99999999999883,42.999999999993044,-18.000000000000682,137.9999999999937,54.00000000000959,-79.00000000000685,-214.9999999999892,194.99999999999318,-439.99999999999596,133.00000000000978,119.00000000000244,158.00000000000125,106.99999999999932,-42.00000000000159,-100.00000000000009,,-17.999999999990933
2016.12.12,-190.00000000000128,-38.0000000000047,-31.00000000000591,76.99999999999375,29.000000000001247,-43.999999999999595,-140.00000000000057,97.00000000000841,-136.99999999998712,45.000000000001705,127.99999999999478,90.00000000000341,36.99999999999193,-16.999999999995907,-100.99999999999554,,-194.99999999999542
2016.12.12,-214.00000000000307,-76.0000000000094,67.99999999999784,31.000000000003247,16.0000000000049,-19.00000000000235,-108.99999999999466,227.00000000000387,-180.99999999998673,94.99999999999886,58.000000000002494,185.00000000000227,109.99999999999943,-31.999999999996476,-97.9999999999981,,61.00000000002214
2016.12.12,-124.00000000001299,36.999999999998145,-28.999999999996362,129.00000000000134,101.00000000000664,-114.00000000000298,-109.99999999999943,138.00000000000523,-319.999999999987,108.00000000000409,42.0000000000087,161.00000000000136,162.9999999999967,-84.99999999999375,-149.99999999999457,,-52.99999999996484
2016.12.12,-49.00000000001015,146.00000000000168,-60.000000000002274,239.99999999999577,206.00000000000617,-170.00000000000347,-167.99999999999216,81.99999999999363,-344.99999999999534,159.9999999999966,35.999999999991594,195.0000000000074,200.9999999999934,-134.00000000000034,-185.99999999999727,,153.99999999998516
2016.12.12,-26.0000000000149,173.99999999998528,-180.00000000000682,184.99999999999073,186.00000000000838,-197.00000000000273,-186.9999999999976,-110.99999999999,-265.0000000000041,51.00000000000193,0.0,57.00000000000216,68.9999999999884,-135.99999999999568,-169.99999999999238,,-550.0000000000273
2016.12.12,-43.999999999999595,205.99999999999508,-161.00000000000136,190.99999999998562,143.9999999999997,-223.00000000000654,-65.99999999998829,-55.999999999983174,-249.99999999999466,121.99999999999989,56.000000000011596,66.0000000000025,44.999999999987494,-81.00000000000307,-152.99999999999204,,-203.99999999998687
