date,USDCAD,AUDUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2020.04.13,-75.00000000000284,-72.99999999998974,-175.00000000000293,-96.00000000000719,-39.999999999995595,-53.999999999998494,-46.00000000000159,-295.99999999998516,-280.9999999999917,0.0,-85.00000000000796,-70.0000000000034,-4.000000000004,,-1294.999999999991
2020.04.13,-127.99999999999478,-63.99999999999739,-115.99999999999389,-87.99999999999919,-179.99999999999127,-50.0000000000056,-35.00000000000725,-302.9999999999866,-176.9999999999925,-72.0000000000054,-173.00000000000182,-70.0000000000034,-100.99999999999554,,-1556.9999999999748
2020.04.13,-756.0000000000011,-193.99999999999417,-148.99999999999915,-97.00000000001374,-313.99999999999204,-97.9999999999981,56.0000000000005,-763.9999999999869,-292.99999999999216,-453.99999999999886,-513.0000000000052,202.9999999999976,-110.99999999999443,,-3483.9999999999786
2020.04.13,-703.9999999999935,-214.99999999999852,-151.00000000000114,-59.99999999999339,-271.9999999999945,-77.00000000000485,63.99999999999739,-895.9999999999857,-214.9999999999892,-483.99999999999557,-429.00000000000205,324.9999999999975,-90.99999999999665,,-3204.9999999999604
2020.04.13,-575.9999999999987,-183.99999999999528,-108.99999999999244,-48.000000000003595,-193.99999999999417,-51.000000000001044,107.99999999999699,-855.9999999999901,-256.9999999999908,-395.99999999999636,-358.0000000000041,348.9999999999993,-48.99999999998794,,-2620.9999999999586
2020.04.13,-485.0000000000021,-183.99999999999528,-100.99999999999554,-48.000000000003595,-137.9999999999937,-60.99999999999994,117.00000000000044,-821.000000000005,-268.0000000000007,-347.0000000000084,-347.999999999999,322.9999999999955,-42.999999999993044,,-2404.0000000000005
2020.04.13,-453.0000000000145,-130.99999999999224,-36.999999999998145,-42.0000000000087,-104.99999999999955,16.0000000000049,193.99999999999417,-614.9999999999877,-302.99999999999727,-141.99999999999767,-329.00000000000773,385.000000000002,-21.00000000000435,,-1583.0000000000068
2020.04.13,-383.0,-135.99999999999167,-78.99999999999574,-36.0000000000138,-86.99999999999264,-7.0000000000014495,153.99999999999858,-619.9999999999983,-382.99999999999557,-249.99999999999466,-301.00000000000193,239.99999999999577,-85.99999999998609,,-1973.9999999999773
2020.04.13,-319.0000000000026,-156.99999999999602,-85.99999999999719,-43.999999999999595,-25.999999999992696,-31.999999999998696,133.99999999998968,-788.9999999999952,-570.999999999998,-371.00000000001023,-409.000000000006,204.99999999999963,-72.99999999998974,,-2537.9999999999964
2020.04.13,-285.00000000000193,-141.99999999999767,-76.99999999999375,-53.999999999998494,-15.999999999993797,0.999999999995449,153.99999999999858,-736.9999999999877,-620.9999999999951,-228.00000000000597,-435.0000000000023,217.0000000000005,-136.00000000000279,,-2358.999999999985
2020.04.13,-320.9999999999935,-154.99999999999403,-104.99999999999955,-39.999999999995595,-12.999999999996348,-17.000000000000348,161.00000000000003,-822.9999999999959,-540.9999999999968,-248.00000000000378,-379.0000000000049,216.0000000000051,-126.0000000000039,,-2390.99999999998
