date,EURUSD,USDCAD,NZDUSD,GBPCHF,CADCHF,EURGBP,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2017.08.07,0.0,-114.99999999999844,-34.99999999999615,0.0,-63.00000000000195,-9.999999999998899,-3.0000000000143245,-42.999999999993044,-69.9999999999923,-96.9999999999942,-77.99999999998875,,-513.9999999999781
2017.08.07,-32.999999999994145,-99.99999999998899,-52.99999999999194,133.00000000000534,-39.999999999995595,-46.00000000000159,-84.00000000000318,-5.999999999994898,-92.99999999998754,-140.00000000000057,-119.99999999999034,,-581.9999999999434
2017.08.07,-117.99999999999588,-154.99999999999403,-97.9999999999981,265.0000000000041,-105.99999999999498,-75.9999999999983,-201.99999999999818,-11.00000000000545,-49.99999999999449,-238.9999999999901,-178.99999999998784,,-968.9999999999533
2017.08.07,-200.00000000000017,-214.99999999998744,-158.0000000000026,280.9999999999979,-137.9999999999937,-104.00000000000409,-270.00000000001023,31.000000000003247,-97.9999999999981,-289.99999999999204,-244.99999999999034,,-1405.9999999999777
2017.08.07,-188.00000000001037,-209.9999999999991,-168.00000000000148,280.9999999999979,-154.99999999999403,-121.99999999999989,-270.00000000001023,21.00000000000435,-72.0000000000054,-317.99999999999784,-265.99999999999113,,-1467.000000000007
2017.08.07,-121.00000000001555,-197.00000000000273,-121.99999999999989,307.99999999999716,-141.00000000000225,-82.00000000000429,-254.0000000000191,-18.0000000000069,-19.999999999997797,-317.99999999999784,-245.9999999999951,,-1211.0000000000446
2017.08.07,-143.00000000000423,-187.99999999998818,-103.99999999999298,295.0000000000008,-161.00000000000003,-95.99999999999609,-254.0000000000191,-7.0000000000014495,-55.99999999998939,-301.9999999999925,-196.99999999998852,,-1212.9999999999718
2017.08.07,-192.99999999999872,-251.00000000000122,-153.99999999999858,333.0000000000055,-188.9999999999947,-104.00000000000409,-275.0000000000057,-5.999999999994898,4.000000000004,-307.9999999999927,-230.99999999999454,,-1373.9999999999757
2017.08.07,-188.9999999999947,-251.00000000000122,-164.99999999999292,306.00000000000625,-163.99999999999747,-109.99999999999899,-243.99999999999977,36.999999999998145,104.99999999999955,-298.0000000000018,-225.9999999999991,,-1198.999999999982
2017.08.07,-200.00000000000017,-222.99999999999542,-122.99999999999534,243.99999999999977,-102.00000000000209,-131.99999999999878,-216.00000000000819,70.99999999999883,60.000000000015596,-259.9999999999909,-175.99999999998772,,-1056.9999999999645
2017.08.07,-273.0000000000121,-232.99999999999432,-121.99999999999989,232.00000000000998,-100.00000000000009,-158.99999999999804,-241.00000000001387,90.00000000001229,5.000000000010552,-250.0,-155.9999999999917,,-1206.9999999999773
2017.08.07,-249.99999999999466,-235.99999999999176,-119.00000000000244,263.00000000001324,-92.99999999999864,-131.99999999999878,-261.0000000000241,131.99999999999878,-61.99999999998429,-257.99999999999557,-146.99999999999136,,-1162.9999999999695
2017.08.07,-255.00000000000523,-214.99999999998744,-85.00000000000173,273.9999999999965,-75.00000000000284,-136.99999999999824,-273.00000000002456,141.00000000001333,-52.99999999999194,-232.99999999998988,-123.99999999999523,,-1034.9999999999873
2017.08.07,-287.000000000015,-248.99999999998812,-56.99999999999594,258.0000000000027,-78.00000000000028,-136.00000000000279,-277.00000000001523,144.0000000000108,0.0,-257.99999999999557,-76.99999999999818,,-1016.9999999999977
2017.08.07,-273.0000000000121,-232.99999999999432,-43.999999999999595,276.00000000000955,-70.0000000000034,-126.0000000000039,-274.0000000000009,161.99999999999548,-21.00000000000435,-247.99999999999045,-61.99999999999761,,-913.0000000000016
