date,USDCHF,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.01.25,0.0,-123.99999999999523,-86.0000000000083,-286.00000000000847,-5.000000000010552,-163.0000000000109,-1.0000000000065512,-3.0000000000085514,0.0,-212.0000000000175,-214.0000000000253,-189.99999999999773,0.0,-290.9999999999968,-141.00000000000534,-46.999999999997044,-63.00000000000195,-167.00000000000603,,-1993.0000000000964
2016.01.25,123.99999999999079,-138.9999999999958,-78.00000000000028,-283.000000000011,72.0000000000054,-133.00000000000978,88.99999999999464,-45.000000000006146,31.999999999998696,-253.00000000001432,-279.00000000000705,-203.00000000000296,-2.999999999997449,-615.9999999999943,-141.9999999999959,-56.99999999999594,-226.00000000000398,-331.999999999999,,-2472.0000000000446
2016.01.25,65.99999999998829,-135.99999999999568,-46.0000000000127,-286.00000000000847,12.999999999996348,-178.00000000001148,71.99999999999429,-74.00000000000739,48.000000000003595,-212.0000000000175,-253.00000000001432,-182.00000000001637,-24.000000000001798,-693.9999999999947,-156.0000000000059,-49.99999999999449,-226.99999999999943,-432.0000000000102,,-2751.000000000108
2016.01.25,113.00000000000753,-70.99999999999795,-60.99999999999994,-167.00000000000603,39.999999999995595,-106.00000000000875,41.9999999999976,-123.00000000000644,75.00000000000284,-50.00000000001137,-184.00000000000637,-106.99999999999932,-19.999999999997797,-852.9999999999926,-111.99999999999477,-87.99999999999919,-323.0000000000066,-502.00000000000244,,-2497.000000000026
2016.01.25,58.99999999998684,31.999999999996476,-114.0000000000141,-168.99999999999693,5.999999999994898,-36.000000000001364,-55.000000000005045,-187.9999999999993,41.9999999999976,60.000000000002274,-398.00000000003166,-64.99999999999773,-106.99999999999044,-975.9999999999991,-72.00000000000273,-211.99999999998997,-383.0,-433.0000000000167,,-3009.000000000067
2016.01.25,36.999999999998145,18.000000000000682,-87.99999999999919,-164.99999999999292,8.999999999992347,-86.00000000001273,-136.00000000000279,-243.99999999999977,48.000000000003595,-56.000000000011596,-713.0000000000081,-74.00000000001228,-54.99999999998284,-1045.000000000007,-46.999999999997044,-259.9999999999936,-380.00000000000256,-374.0000000000077,,-3611.000000000036
2016.01.25,19.999999999997797,42.00000000000159,38.99999999998904,-177.99999999998929,8.999999999992347,-89.00000000001285,-190.00000000000128,-180.0000000000024,55.000000000005045,-70.99999999999795,-902.0000000000028,-86.00000000001273,140.0000000000068,-882.000000000005,18.000000000000682,-225.99999999999287,-263.0000000000021,-245.0000000000063,,-2989.0000000000323
2016.01.25,-103.99999999999298,-87.99999999999386,73.99999999999629,-175.99999999999838,-17.000000000000348,-306.0000000000116,-302.0000000000023,-163.00000000000205,46.00000000000159,-340.0000000000034,-1130.000000000031,-277.9999999999916,304.9999999999997,-868.000000000002,-55.00000000000682,-222.99999999999542,-57.00000000000705,-120.00000000000898,,-3802.000000000051
2016.01.25,-56.99999999999594,-215.0000000000034,-106.00000000000608,-304.9999999999997,-46.999999999997044,-410.0000000000108,-170.99999999999892,-55.000000000005045,-46.00000000000159,-657.0000000000107,-880.0000000000363,-341.0000000000082,101.00000000001774,-531.9999999999991,-219.0000000000083,-143.9999999999997,30.999999999992145,-1.0000000000065512,,-4054.000000000077
2016.01.25,-83.9999999999952,-168.00000000000637,-113.00000000000753,-357.99999999999164,-5.000000000010552,-385.0000000000051,-63.99999999999739,41.9999999999976,-34.99999999999615,-657.0000000000107,-795.0000000000124,-381.0000000000002,100.0000000000112,-322.00000000000006,-216.00000000000819,-78.99999999999574,58.99999999999794,-53.999999999998494,,-3515.000000000029
